Emotion,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,987.jpg,6213.jpg,,9999,94,green,TBFnegFILLER,IMDF_scanner,yes,9999,94,128,5,67,TBR,9999,1
neu,952.jpg,neutral_673.jpg,,92,9999,green,TBRneuFILLER,IMDF_scanner,yes,92,9999,122,5,67,TBR,9999,2
neg,281.jpg,People_239_h.jpg,1,69,9999,red,TBF_neg,IMDF_scanner,no,9999,39,39,2,67,TBF,one,3
neu,476.jpg,neutral_456.jpg,1,9999,41,green,TBR_neu,IMDF_scanner,no,71,9999,71,3,67,TBR,one,4
neu,668.jpg,neutral_194.jpg,1,9999,54,green,TBR_neu,IMDF_scanner,no,84,9999,84,3,67,TBR,two,5
neg,82.jpg,People_217_h.jpg,1,9999,69,green,TBR_neg,IMDF_scanner,no,9999,69,99,4,67,TBR,one,6
neg,353.jpg,Objects_145_h.jpg,1,79,9999,red,TBF_neg,IMDF_scanner,no,9999,49,49,2,67,TBF,two,7
neu,234.jpg,neutral_382.jpg,1,59,9999,red,TBF_neu,IMDF_scanner,no,59,9999,29,1,67,TBF,two,8
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,67,None,,9
neg,409.jpg,9630.jpg,1,90,9999,red,TBF_neg,IMDF_scanner,no,9999,60,60,2,67,TBF,two,10
neu,542.jpg,neutral_568.jpg,1,9999,48,red,TBF_neu,IMDF_scanner,no,78,9999,78,3,67,TBF,two,11
neu,47.jpg,neutral_671.jpg,1,9999,40,green,TBR_neu,IMDF_scanner,no,70,9999,70,3,67,TBR,one,12
neg,86.jpg,Faces_007_h.jpg,1,9999,73,red,TBF_neg,IMDF_scanner,no,9999,73,103,4,67,TBF,one,13
neu,113.jpg,neutral_069.jpg,1,34,9999,green,TBR_neu,IMDF_scanner,no,34,9999,4,1,67,TBR,one,14
neu,450.jpg,neutral_276.jpg,1,9999,36,green,TBR_neu,IMDF_scanner,no,66,9999,66,3,67,TBR,one,15
neg,321.jpg,Faces_302_h.jpg,1,77,9999,red,TBF_neg,IMDF_scanner,no,9999,47,47,2,67,TBF,two,16
neg,926.jpg,Animals_073_h.jpg,1,9999,87,green,TBR_neg,IMDF_scanner,no,9999,87,117,4,67,TBR,two,17
neu,675.jpg,neutral_598.jpg,1,9999,56,green,TBR_neu,IMDF_scanner,no,86,9999,86,3,67,TBR,two,18
neu,161.jpg,neutral_416.jpg,1,48,9999,red,TBF_neu,IMDF_scanner,no,48,9999,18,1,67,TBF,two,19
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,67,None,,20
