Emotion,NT_ID,Object,Scene,Set_ID,T_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,pair_ID,pp_ID,repetition,think_condition,trial_count
neg,75,microscope.jpg,Objects_283_hsad.jpg,,9999,green,TnegFILLER,TNT_scanner,yes,74,999,98,filler,1,one,T,1
neu,9999,fryingpan02a.jpg,neutral_066.jpg,,74,red,NTneuFILLER,TNT_scanner,yes,9999,75,99,filler,1,one,NT,2
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,1,one,None,3
neu,9999,shirt01.jpg,neutral_007.jpg,1,28,green,T_neu,TNT_scanner,no,52,9999,51,27,1,one,T,4
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,1,one,None,5
neg,9999,ruler05.jpg,1201_animal_fearanddisgust.jpg,1,50,green,T_neg,TNT_scanner,no,9999,50,73,37,1,one,T,6
neg,57,pictureframe04.jpg,9433_people-disgust.jpg,1,9999,red,NT_neg,TNT_scanner,no,9999,33,32,20,1,one,NT,7
neu,36,chair.jpg,neutral_144.jpg,1,9999,red,NT_neu,TNT_scanner,no,36,9999,11,11,1,one,NT,8
neu,30,radio02.jpg,neutral_331.jpg,1,9999,red,NT_neu,TNT_scanner,no,30,9999,5,5,1,one,NT,9
neg,9999,mirror.jpg,2981_animal_disgust.jpg,1,55,green,T_neg,TNT_scanner,no,9999,55,78,42,1,one,T,10
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,1,one,None,11
neu,29,toothbrush03b.jpg,neutral_390.jpg,1,9999,green,T_neu,TNT_scanner,no,29,9999,4,4,1,one,T,12
neg,9999,hanger02a.jpg,People_077_vfear.jpg,1,59,red,NT_neg,TNT_scanner,no,9999,59,82,46,1,one,NT,13
neg,9999,spoon01.jpg,Animals_008_v_disgust.jpg,1,60,red,NT_neg,TNT_scanner,no,9999,60,83,47,1,one,NT,14
neg,61,wallet04.jpg,People_140_hsad.jpg,1,9999,green,T_neg,TNT_scanner,no,9999,37,36,24,1,one,T,15
