Emotion,Exp_ID,Object,Scene,Trial_ID,distractor_1,distractor_2,filler_type
neg,IMDF_memory_postscan,38.jpg,6300.jpg,55,366.jpg,926.jpg,
neu,IMDF_memory_postscan,453.jpg,neutral_588.jpg,67,49.jpg,23.jpg,
neg,IMDF_memory_postscan,987.jpg,6213.jpg,filler,954.jpg,953.jpg,middle
neu,IMDF_memory_postscan,48.jpg,neutral_497.jpg,72,476.jpg,72.jpg,
neg,IMDF_memory_postscan,82.jpg,People_217_h.jpg,99,896.jpg,372.jpg,
neg,IMDF_memory_postscan,409.jpg,9630.jpg,60,316.jpg,75.jpg,
neg,IMDF_memory_postscan,802.jpg,Objects_126_h.jpg,97,87.jpg,257.jpg,
neu,IMDF_memory_postscan,138.jpg,neutral_119.jpg,11,544.jpg,476.jpg,
neu,IMDF_memory_postscan,72.jpg,neutral_240.jpg,88,159.jpg,200.jpg,
neu,IMDF_memory_postscan,714.jpg,neutral_236.jpg,87,184.jpg,113.jpg,
neg,IMDF_memory_postscan,981.jpg,People_133_h.jpg,filler,987.jpg,954.jpg,middle
neg,IMDF_memory_postscan,90.jpg,6555.jpg,112,895.jpg,9.jpg,
neu,IMDF_memory_postscan,560.jpg,neutral_148.jpg,82,181.jpg,48.jpg,
neg,IMDF_memory_postscan,305.jpg,People_223_h.jpg,40,748.jpg,406.jpg,
neg,IMDF_memory_postscan,947.jpg,Objects_001_h.jpg,120,305.jpg,86.jpg,
neg,IMDF_memory_postscan,848.jpg,Animals_060_h.jpg,102,9.jpg,313.jpg,
neu,IMDF_memory_postscan,20.jpg,neutral_223.jpg,25,55.jpg,50.jpg,
neu,IMDF_memory_postscan,170.jpg,neutral_423.jpg,20,121.jpg,152.jpg,
neg,IMDF_memory_postscan,87.jpg,Faces_028_h.jpg,104,312.jpg,32.jpg,
neg,IMDF_memory_postscan,809.jpg,People_058_h.jpg,98,75.jpg,361.jpg,
neu,IMDF_memory_postscan,161.jpg,neutral_416.jpg,18,51.jpg,121.jpg,
neu,IMDF_memory_postscan,23.jpg,neutral_104.jpg,28,724.jpg,123.jpg,
neu,IMDF_memory_postscan,506.jpg,neutral_532.jpg,75,106.jpg,542.jpg,
neg,IMDF_memory_postscan,353.jpg,Objects_145_h.jpg,49,376.jpg,305.jpg,
neg,IMDF_memory_postscan,372.jpg,2692.jpg,52,268.jpg,76.jpg,
neu,IMDF_memory_postscan,51.jpg,neutral_538.jpg,76,435.jpg,47.jpg,
neu,IMDF_memory_postscan,106.jpg,neutral_057.jpg,3,156.jpg,450.jpg,
neg,IMDF_memory_postscan,926.jpg,Animals_073_h.jpg,117,32.jpg,317.jpg,
neg,IMDF_memory_postscan,954.jpg,People_143_h.jpg,filler,953.jpg,981.jpg,last
neu,IMDF_memory_postscan,950.jpg,neutral_261.jpg,filler,952.jpg,957.jpg,last
