Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,IMDF_scanner,953.jpg,1050.jpg,,93,9999,red,FILLER,IMDF_scanner,yes,first,9999,91,123,5,30,TBF,9999,1
neu,IMDF_scanner,975.jpg,neutral_707.jpg,,9999,92,green,FILLER,IMDF_scanner,yes,first,94,9999,126,5,30,TBR,9999,2
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,30,None,,3
neg,IMDF_scanner,25.jpg,Animals_078_h.jpg,1,63,9999,green,TBR_neg,IMDF_scanner,no,,9999,33,33,2,30,TBR,one,4
neg,IMDF_scanner,316.jpg,Faces_019_h.jpg,1,74,9999,red,TBF_neg,IMDF_scanner,no,,9999,44,44,2,30,TBF,one,5
neu,IMDF_scanner,202.jpg,neutral_667.jpg,1,57,9999,red,TBF_neu,IMDF_scanner,no,,57,9999,27,1,30,TBF,two,6
neg,IMDF_scanner,809.jpg,People_058_h.jpg,1,9999,68,red,TBF_neg,IMDF_scanner,no,,9999,68,98,4,30,TBF,one,7
neu,IMDF_scanner,560.jpg,neutral_148.jpg,1,9999,52,green,TBR_neu,IMDF_scanner,no,,82,9999,82,3,30,TBR,two,8
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,30,None,,9
neg,IMDF_scanner,321.jpg,Faces_302_h.jpg,1,77,9999,red,TBF_neg,IMDF_scanner,no,,9999,47,47,2,30,TBF,two,10
neg,IMDF_scanner,38.jpg,6300.jpg,1,85,9999,green,TBR_neg,IMDF_scanner,no,,9999,55,55,2,30,TBR,two,11
neg,IMDF_scanner,86.jpg,Faces_007_h.jpg,1,9999,73,green,TBR_neg,IMDF_scanner,no,,9999,73,103,4,30,TBR,one,12
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,30,None,,13
neu,IMDF_scanner,159.jpg,neutral_370.jpg,1,47,9999,red,TBF_neu,IMDF_scanner,no,,47,9999,17,1,30,TBF,two,14
neg,IMDF_scanner,917.jpg,9424.jpg,1,9999,85,red,TBF_neg,IMDF_scanner,no,,9999,85,115,4,30,TBF,two,15
neu,IMDF_scanner,506.jpg,neutral_532.jpg,1,9999,45,red,TBF_neu,IMDF_scanner,no,,75,9999,75,3,30,TBF,one,16
neu,IMDF_scanner,140.jpg,neutral_121.jpg,1,42,9999,green,TBR_neu,IMDF_scanner,no,,42,9999,12,1,30,TBR,one,17
neg,IMDF_scanner,916.jpg,9423.jpg,1,9999,84,green,TBR_neg,IMDF_scanner,no,,9999,84,114,4,30,TBR,two,18
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,30,None,,19
neg,IMDF_scanner,246.jpg,Animals_062_h.jpg,1,62,9999,red,TBF_neg,IMDF_scanner,no,,9999,32,32,2,30,TBF,one,20
neg,IMDF_scanner,268.jpg,Objects_088_h.jpg,1,66,9999,green,TBR_neg,IMDF_scanner,no,,9999,36,36,2,30,TBR,one,21
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,30,None,,22
neu,IMDF_scanner,156.jpg,neutral_200.jpg,1,46,9999,green,TBR_neu,IMDF_scanner,no,,46,9999,16,1,30,TBR,two,23
neg,IMDF_scanner,361.jpg,People_210_h.jpg,1,80,9999,green,TBR_neg,IMDF_scanner,no,,9999,50,50,2,30,TBR,two,24
neg,IMDF_scanner,376.jpg,6211.jpg,1,84,9999,green,TBR_neg,IMDF_scanner,no,,9999,54,54,2,30,TBR,two,25
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,30,None,,26
neu,IMDF_scanner,674.jpg,neutral_196.jpg,1,9999,55,green,TBR_neu,IMDF_scanner,no,,85,9999,85,3,30,TBR,two,27
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,30,None,,28
neg,IMDF_scanner,353.jpg,Objects_145_h.jpg,1,79,9999,red,TBF_neg,IMDF_scanner,no,,9999,49,49,2,30,TBF,two,29
neg,IMDF_scanner,82.jpg,People_217_h.jpg,1,9999,69,red,TBF_neg,IMDF_scanner,no,,9999,69,99,4,30,TBF,one,30
neu,IMDF_scanner,20.jpg,neutral_223.jpg,1,55,9999,green,TBR_neu,IMDF_scanner,no,,55,9999,25,1,30,TBR,two,31
neu,IMDF_scanner,132.jpg,neutral_585.jpg,1,40,9999,red,TBF_neu,IMDF_scanner,no,,40,9999,10,1,30,TBF,one,32
neg,IMDF_scanner,877.jpg,Faces_283_h.jpg,1,9999,76,green,TBR_neg,IMDF_scanner,no,,9999,76,106,4,30,TBR,two,33
neg,IMDF_scanner,373.jpg,6210.jpg,1,83,9999,red,TBF_neg,IMDF_scanner,no,,9999,53,53,2,30,TBF,two,34
neu,IMDF_scanner,668.jpg,neutral_194.jpg,1,9999,54,red,TBF_neu,IMDF_scanner,no,,84,9999,84,3,30,TBF,two,35
neu,IMDF_scanner,435.jpg,neutral_188.jpg,1,9999,33,green,TBR_neu,IMDF_scanner,no,,63,9999,63,3,30,TBR,one,36
neg,IMDF_scanner,9.jpg,6370.jpg,1,9999,81,green,TBR_neg,IMDF_scanner,no,,9999,81,111,4,30,TBR,two,37
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,30,None,,38
neu,IMDF_scanner,714.jpg,neutral_236.jpg,1,9999,57,green,TBR_neu,IMDF_scanner,no,,87,9999,87,3,30,TBR,two,39
neu,IMDF_scanner,72.jpg,neutral_240.jpg,1,9999,58,red,TBF_neu,IMDF_scanner,no,,88,9999,88,3,30,TBF,two,40
neg,IMDF_scanner,748.jpg,Animals_018_h.jpg,1,9999,61,red,TBF_neg,IMDF_scanner,no,,9999,61,91,4,30,TBF,one,41
neu,IMDF_scanner,166.jpg,neutral_422.jpg,1,49,9999,green,TBR_neu,IMDF_scanner,no,,49,9999,19,1,30,TBR,two,42
neu,IMDF_scanner,453.jpg,neutral_588.jpg,1,9999,37,red,TBF_neu,IMDF_scanner,no,,67,9999,67,3,30,TBF,one,43
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,30,None,,44
neg,IMDF_scanner,926.jpg,Animals_073_h.jpg,1,9999,87,green,TBR_neg,IMDF_scanner,no,,9999,87,117,4,30,TBR,two,45
neg,IMDF_scanner,769.jpg,People_198_h.jpg,1,9999,64,red,TBF_neg,IMDF_scanner,no,,9999,64,94,4,30,TBF,one,46
neu,IMDF_scanner,152.jpg,neutral_171.jpg,1,45,9999,red,TBF_neu,IMDF_scanner,no,,45,9999,15,1,30,TBF,one,47
neu,IMDF_scanner,234.jpg,neutral_382.jpg,1,59,9999,green,TBR_neu,IMDF_scanner,no,,59,9999,29,1,30,TBR,two,48
neg,IMDF_scanner,90.jpg,6555.jpg,1,9999,82,green,TBR_neg,IMDF_scanner,no,,9999,82,112,4,30,TBR,two,49
neu,IMDF_scanner,170.jpg,neutral_423.jpg,1,50,9999,green,TBR_neu,IMDF_scanner,no,,50,9999,20,1,30,TBR,two,50
neg,IMDF_scanner,942.jpg,H123.bmp,1,9999,89,red,TBF_neg,IMDF_scanner,no,,9999,89,119,4,30,TBF,two,51
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,30,None,,52
neg,IMDF_scanner,779.jpg,Objects_022_h.jpg,1,9999,65,red,TBF_neg,IMDF_scanner,no,,9999,65,95,4,30,TBF,one,53
neu,IMDF_scanner,102.jpg,neutral_003.jpg,1,32,9999,red,TBF_neu,IMDF_scanner,no,,32,9999,2,1,30,TBF,one,54
