Emotion,Object,Scene,Trial_ID,distractor_object_1,distractor_object_2
neg,953.jpg,1050.jpg,filler,987.jpg,981.jpg
neu,975.jpg,neutral_707.jpg,filler,952.jpg,950.jpg
neu,506.jpg,neutral_532.jpg,75,542.jpg,724.jpg
neg,376.jpg,6211.jpg,54,86.jpg,321.jpg
neu,152.jpg,neutral_171.jpg,15,47.jpg,560.jpg
neg,942.jpg,H123.bmp,119,895.jpg,845.jpg
neu,421.jpg,neutral_131.jpg,62,102.jpg,113.jpg
neg,900.jpg,6830.jpg,113,90.jpg,305.jpg
neg,79.jpg,Objects_109_h.jpg,96,32.jpg,896.jpg
neu,161.jpg,neutral_416.jpg,18,20.jpg,453.jpg
neu,49.jpg,neutral_499.jpg,73,714.jpg,51.jpg
neu,675.jpg,neutral_598.jpg,86,6.jpg,184.jpg
neg,267.jpg,Objects_011_h.jpg,35,391.jpg,917.jpg
neg,268.jpg,Objects_088_h.jpg,36,802.jpg,245.jpg
neu,435.jpg,neutral_188.jpg,63,123.jpg,460.jpg
neg,809.jpg,People_058_h.jpg,98,845.jpg,382.jpg
neu,460.jpg,neutral_591.jpg,68,159.jpg,132.jpg
neg,926.jpg,Animals_073_h.jpg,117,312.jpg,877.jpg
neu,121.jpg,neutral_394.jpg,7,118.jpg,123.jpg
neg,245.jpg,Animals_033_h.jpg,31,769.jpg,836.jpg
neg,366.jpg,1930.jpg,51,917.jpg,920.jpg
neg,916.jpg,9423.jpg,114,920.jpg,38.jpg
neu,544.jpg,neutral_614.jpg,79,166.jpg,446.jpg
neu,145.jpg,neutral_125.jpg,13,50.jpg,675.jpg
neu,173.jpg,neutral_290.jpg,21,435.jpg,461.jpg
neg,769.jpg,People_198_h.jpg,94,382.jpg,361.jpg
neu,181.jpg,neutral_060.jpg,22,161.jpg,196.jpg
neg,897.jpg,People_147_h.jpg,110,4.jpg,82.jpg
neg,932.jpg,Faces_272_h.jpg,118,779.jpg,373.jpg
neg,4.jpg,Faces_274_h.jpg,58,9.jpg,947.jpg
neu,234.jpg,neutral_382.jpg,29,731.jpg,202.jpg
neu,453.jpg,neutral_588.jpg,67,132.jpg,159.jpg
neu,200.jpg,neutral_198.jpg,26,51.jpg,173.jpg
neg,895.jpg,Objects_003_h.jpg,108,916.jpg,87.jpg
neu,47.jpg,neutral_671.jpg,70,461.jpg,118.jpg
neu,476.jpg,neutral_456.jpg,71,234.jpg,538.jpg
neg,9.jpg,6370.jpg,111,809.jpg,86.jpg
neu,48.jpg,neutral_497.jpg,72,446.jpg,156.jpg
neu,196.jpg,neutral_067.jpg,24,668.jpg,47.jpg
neg,877.jpg,Faces_283_h.jpg,106,932.jpg,848.jpg
neg,76.jpg,Landscapes_007_h.jpg,93,406.jpg,376.jpg
neu,731.jpg,neutral_244.jpg,90,72.jpg,151.jpg
neg,406.jpg,H044.bmp,59,836.jpg,932.jpg
neu,538.jpg,neutral_560.jpg,77,48.jpg,668.jpg
neu,20.jpg,neutral_223.jpg,25,49.jpg,435.jpg
neu,714.jpg,neutral_236.jpg,87,421.jpg,170.jpg
neg,779.jpg,Objects_022_h.jpg,95,366.jpg,307.jpg
neg,748.jpg,Animals_018_h.jpg,91,870.jpg,353.jpg
neu,118.jpg,neutral_096.jpg,6,506.jpg,116.jpg
neg,954.jpg,People_143_h.jpg,filler,953.jpg,987.jpg
neu,106.jpg,neutral_057.jpg,3,45.jpg,49.jpg
neg,280.jpg,Objects_206_h.jpg,38,313.jpg,916.jpg
neg,361.jpg,People_210_h.jpg,50,376.jpg,809.jpg
neu,116.jpg,neutral_073.jpg,5,460.jpg,714.jpg
neg,276.jpg,Objects_125_h.jpg,37,267.jpg,4.jpg
neg,313.jpg,People_226_h.jpg,43,245.jpg,391.jpg
neg,373.jpg,6210.jpg,53,372.jpg,280.jpg
neu,102.jpg,neutral_003.jpg,2,116.jpg,121.jpg
neg,917.jpg,9424.jpg,115,947.jpg,9.jpg
neu,560.jpg,neutral_148.jpg,82,41.jpg,161.jpg
neg,75.jpg,Animals_065_h.jpg,92,276.jpg,317.jpg
neu,461.jpg,neutral_638.jpg,69,544.jpg,41.jpg
neu,170.jpg,neutral_423.jpg,20,151.jpg,102.jpg
neu,24.jpg,neutral_224.jpg,30,121.jpg,450.jpg
neg,947.jpg,Objects_001_h.jpg,120,281.jpg,895.jpg
neg,307.jpg,Animals_001_h.jpg,41,246.jpg,802.jpg
neg,836.jpg,People_233_h.jpg,100,848.jpg,268.jpg
neu,72.jpg,neutral_240.jpg,88,181.jpg,48.jpg
neu,156.jpg,neutral_200.jpg,16,138.jpg,506.jpg
neg,372.jpg,2692.jpg,52,884.jpg,406.jpg
neg,87.jpg,Faces_028_h.jpg,104,305.jpg,75.jpg
neg,981.jpg,People_133_h.jpg,filler,954.jpg,953.jpg
neu,184.jpg,neutral_063.jpg,23,23.jpg,200.jpg
neu,138.jpg,neutral_119.jpg,11,450.jpg,181.jpg
neu,166.jpg,neutral_422.jpg,19,55.jpg,72.jpg
neg,802.jpg,Objects_126_h.jpg,97,38.jpg,246.jpg
neg,391.jpg,blood_034.jpg,57,409.jpg,779.jpg
neg,82.jpg,People_217_h.jpg,99,87.jpg,769.jpg
neu,542.jpg,neutral_568.jpg,78,140.jpg,674.jpg
neu,130.jpg,neutral_504.jpg,9,106.jpg,138.jpg
neu,113.jpg,neutral_069.jpg,4,196.jpg,553.jpg
neg,382.jpg,6312.jpg,56,373.jpg,267.jpg
neg,90.jpg,6555.jpg,112,942.jpg,313.jpg
neu,668.jpg,neutral_194.jpg,84,184.jpg,152.jpg
neg,312.jpg,Animals_025_h.jpg,42,353.jpg,76.jpg
neg,987.jpg,6213.jpg,filler,981.jpg,954.jpg
neg,246.jpg,Animals_062_h.jpg,32,25.jpg,897.jpg
neu,23.jpg,neutral_104.jpg,28,674.jpg,130.jpg
neg,896.jpg,People_003_h.jpg,109,897.jpg,25.jpg
neg,86.jpg,Faces_007_h.jpg,103,361.jpg,281.jpg
neg,920.jpg,9425.jpg,116,307.jpg,900.jpg
neu,450.jpg,neutral_276.jpg,66,200.jpg,544.jpg
neu,202.jpg,neutral_667.jpg,27,538.jpg,542.jpg
neu,51.jpg,neutral_538.jpg,76,675.jpg,145.jpg
neg,321.jpg,Faces_302_h.jpg,47,79.jpg,409.jpg
neg,353.jpg,Objects_145_h.jpg,49,926.jpg,942.jpg
neg,409.jpg,9630.jpg,60,896.jpg,79.jpg
neu,553.jpg,neutral_145.jpg,81,156.jpg,140.jpg
neu,132.jpg,neutral_585.jpg,10,145.jpg,6.jpg
neg,332.jpg,Landscapes_025_h.jpg,48,268.jpg,926.jpg
neu,957.jpg,neutral_695.jpg,filler,950.jpg,975.jpg
neu,446.jpg,neutral_201.jpg,64,202.jpg,55.jpg
neg,884.jpg,Landscapes_002_h.jpg,107,75.jpg,332.jpg
neg,317.jpg,Faces_034_h.jpg,45,321.jpg,257.jpg
neu,41.jpg,neutral_130.jpg,61,724.jpg,24.jpg
neg,845.jpg,Animals_013_h.jpg,101,257.jpg,366.jpg
neg,848.jpg,Animals_060_h.jpg,102,900.jpg,90.jpg
neg,32.jpg,Faces_172_h.jpg,46,877.jpg,884.jpg
neu,10.jpg,neutral_001.jpg,1,476.jpg,20.jpg
neg,257.jpg,Objects_007_h.jpg,34,316.jpg,748.jpg
neu,45.jpg,neutral_270.jpg,65,553.jpg,23.jpg
neu,151.jpg,neutral_132.jpg,14,453.jpg,166.jpg
neu,724.jpg,neutral_242.jpg,89,173.jpg,45.jpg
neg,25.jpg,Animals_078_h.jpg,33,317.jpg,312.jpg
neg,316.jpg,Faces_019_h.jpg,44,332.jpg,32.jpg
neu,50.jpg,neutral_531.jpg,74,560.jpg,234.jpg
neu,55.jpg,neutral_620.jpg,80,10.jpg,731.jpg
neg,281.jpg,People_239_h.jpg,39,82.jpg,870.jpg
neu,140.jpg,neutral_121.jpg,12,170.jpg,106.jpg
neu,159.jpg,neutral_370.jpg,17,130.jpg,50.jpg
neu,674.jpg,neutral_196.jpg,85,152.jpg,10.jpg
neg,38.jpg,6300.jpg,55,280.jpg,276.jpg
neu,123.jpg,neutral_461.jpg,8,113.jpg,421.jpg
neg,305.jpg,People_223_h.jpg,40,748.jpg,316.jpg
neu,6.jpg,neutral_193.jpg,83,24.jpg,476.jpg
neg,870.jpg,Faces_041_h.jpg,105,76.jpg,372.jpg
neu,950.jpg,neutral_261.jpg,filler,957.jpg,952.jpg
neu,952.jpg,neutral_673.jpg,filler,975.jpg,957.jpg
