Emotion,Object,Scene,Trial_ID,distractor_object_1,distractor_object_2
neg,372.jpg,2692.jpg,52,280.jpg,836.jpg
neg,313.jpg,People_226_h.jpg,43,947.jpg,76.jpg
neu,161.jpg,neutral_416.jpg,18,116.jpg,106.jpg
neu,47.jpg,neutral_671.jpg,70,542.jpg,202.jpg
neu,152.jpg,neutral_171.jpg,15,106.jpg,145.jpg
neg,281.jpg,People_239_h.jpg,39,79.jpg,942.jpg
neg,267.jpg,Objects_011_h.jpg,35,897.jpg,748.jpg
neu,159.jpg,neutral_370.jpg,17,724.jpg,51.jpg
neu,461.jpg,neutral_638.jpg,69,159.jpg,714.jpg
neu,542.jpg,neutral_568.jpg,78,476.jpg,184.jpg
neg,947.jpg,Objects_001_h.jpg,120,276.jpg,90.jpg
neg,409.jpg,9630.jpg,60,896.jpg,268.jpg
neu,102.jpg,neutral_003.jpg,2,49.jpg,116.jpg
neu,116.jpg,neutral_073.jpg,5,145.jpg,170.jpg
neu,538.jpg,neutral_560.jpg,77,24.jpg,675.jpg
neg,917.jpg,9424.jpg,115,920.jpg,406.jpg
neu,51.jpg,neutral_538.jpg,76,123.jpg,6.jpg
neg,25.jpg,Animals_078_h.jpg,33,316.jpg,802.jpg
neg,877.jpg,Faces_283_h.jpg,106,917.jpg,38.jpg
neg,353.jpg,Objects_145_h.jpg,49,268.jpg,9.jpg
neu,553.jpg,neutral_145.jpg,81,538.jpg,196.jpg
neu,506.jpg,neutral_532.jpg,75,132.jpg,460.jpg
neg,809.jpg,People_058_h.jpg,98,769.jpg,372.jpg
neu,140.jpg,neutral_121.jpg,12,72.jpg,10.jpg
neu,118.jpg,neutral_096.jpg,6,20.jpg,49.jpg
neu,170.jpg,neutral_423.jpg,20,152.jpg,132.jpg
neg,900.jpg,6830.jpg,113,391.jpg,897.jpg
neu,23.jpg,neutral_104.jpg,28,10.jpg,731.jpg
neu,6.jpg,neutral_193.jpg,83,674.jpg,166.jpg
neg,76.jpg,Landscapes_007_h.jpg,93,845.jpg,361.jpg
neg,361.jpg,People_210_h.jpg,50,332.jpg,947.jpg
neg,268.jpg,Objects_088_h.jpg,36,748.jpg,900.jpg
neu,476.jpg,neutral_456.jpg,71,453.jpg,446.jpg
neu,560.jpg,neutral_148.jpg,82,714.jpg,20.jpg
neu,20.jpg,neutral_223.jpg,25,181.jpg,506.jpg
neg,245.jpg,Animals_033_h.jpg,31,312.jpg,257.jpg
neg,373.jpg,6210.jpg,53,82.jpg,896.jpg
neg,276.jpg,Objects_125_h.jpg,37,848.jpg,245.jpg
neu,202.jpg,neutral_667.jpg,27,48.jpg,538.jpg
neu,724.jpg,neutral_242.jpg,89,450.jpg,674.jpg
neu,460.jpg,neutral_591.jpg,68,544.jpg,123.jpg
neg,942.jpg,H123.bmp,119,86.jpg,267.jpg
neu,950.jpg,neutral_261.jpg,filler,957.jpg,975.jpg
neg,748.jpg,Animals_018_h.jpg,91,870.jpg,312.jpg
neg,75.jpg,Animals_065_h.jpg,92,38.jpg,917.jpg
neu,145.jpg,neutral_125.jpg,13,140.jpg,668.jpg
neu,446.jpg,neutral_201.jpg,64,23.jpg,450.jpg
neg,316.jpg,Faces_019_h.jpg,44,895.jpg,870.jpg
neu,421.jpg,neutral_131.jpg,62,170.jpg,181.jpg
neg,366.jpg,1930.jpg,51,75.jpg,246.jpg
neu,121.jpg,neutral_394.jpg,7,506.jpg,23.jpg
neg,836.jpg,People_233_h.jpg,100,317.jpg,32.jpg
neg,9.jpg,6370.jpg,111,87.jpg,332.jpg
neu,184.jpg,neutral_063.jpg,23,173.jpg,560.jpg
neg,307.jpg,Animals_001_h.jpg,41,932.jpg,353.jpg
neg,382.jpg,6312.jpg,56,877.jpg,848.jpg
neg,845.jpg,Animals_013_h.jpg,101,779.jpg,317.jpg
neu,196.jpg,neutral_067.jpg,24,675.jpg,113.jpg
neg,769.jpg,People_198_h.jpg,94,246.jpg,877.jpg
neg,376.jpg,6211.jpg,54,25.jpg,769.jpg
neg,954.jpg,People_143_h.jpg,filler,987.jpg,953.jpg
neu,714.jpg,neutral_236.jpg,87,166.jpg,476.jpg
neg,926.jpg,Animals_073_h.jpg,117,245.jpg,316.jpg
neg,257.jpg,Objects_007_h.jpg,34,409.jpg,321.jpg
neg,86.jpg,Faces_007_h.jpg,103,366.jpg,313.jpg
neu,668.jpg,neutral_194.jpg,84,130.jpg,461.jpg
neg,981.jpg,People_133_h.jpg,filler,953.jpg,987.jpg
neg,987.jpg,6213.jpg,filler,981.jpg,954.jpg
