Emotion,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,953.jpg,1050.jpg,,93,9999,green,TBRnegFILLER,IMDF_scanner,yes,9999,91,123,5,29,TBR,9999,1
neu,950.jpg,neutral_261.jpg,,91,9999,red,TBRneuFILLER,IMDF_scanner,yes,91,9999,121,5,29,TBF,9999,2
neu,553.jpg,neutral_145.jpg,1,9999,51,green,TBR_neu,IMDF_scanner,no,81,9999,81,3,29,TBR,two,3
neg,748.jpg,Animals_018_h.jpg,1,9999,61,red,TBF_neg,IMDF_scanner,no,9999,61,91,4,29,TBF,one,4
neu,181.jpg,neutral_060.jpg,1,52,9999,green,TBR_neu,IMDF_scanner,no,52,9999,22,1,29,TBR,two,5
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,29,None,,6
neg,86.jpg,Faces_007_h.jpg,1,9999,73,green,TBR_neg,IMDF_scanner,no,9999,73,103,4,29,TBR,one,7
neg,372.jpg,2692.jpg,1,82,9999,green,TBR_neg,IMDF_scanner,no,9999,52,52,2,29,TBR,two,8
neg,916.jpg,9423.jpg,1,9999,84,green,TBR_neg,IMDF_scanner,no,9999,84,114,4,29,TBR,two,9
neu,130.jpg,neutral_504.jpg,1,39,9999,red,TBF_neu,IMDF_scanner,no,39,9999,9,1,29,TBF,one,10
neg,281.jpg,People_239_h.jpg,1,69,9999,red,TBF_neg,IMDF_scanner,no,9999,39,39,2,29,TBF,one,11
neg,809.jpg,People_058_h.jpg,1,9999,68,red,TBF_neg,IMDF_scanner,no,9999,68,98,4,29,TBF,one,12
neu,116.jpg,neutral_073.jpg,1,35,9999,green,TBR_neu,IMDF_scanner,no,35,9999,5,1,29,TBR,one,13
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,29,None,,14
neg,917.jpg,9424.jpg,1,9999,85,red,TBF_neg,IMDF_scanner,no,9999,85,115,4,29,TBF,two,15
neu,506.jpg,neutral_532.jpg,1,9999,45,red,TBF_neu,IMDF_scanner,no,75,9999,75,3,29,TBF,one,16
neg,316.jpg,Faces_019_h.jpg,1,74,9999,green,TBR_neg,IMDF_scanner,no,9999,44,44,2,29,TBR,one,17
neg,79.jpg,Objects_109_h.jpg,1,9999,66,red,TBF_neg,IMDF_scanner,no,9999,66,96,4,29,TBF,one,18
neu,450.jpg,neutral_276.jpg,1,9999,36,red,TBF_neu,IMDF_scanner,no,66,9999,66,3,29,TBF,one,19
neg,25.jpg,Animals_078_h.jpg,1,63,9999,green,TBR_neg,IMDF_scanner,no,9999,33,33,2,29,TBR,one,20
neu,461.jpg,neutral_638.jpg,1,9999,39,green,TBR_neu,IMDF_scanner,no,69,9999,69,3,29,TBR,one,21
neg,802.jpg,Objects_126_h.jpg,1,9999,67,green,TBR_neg,IMDF_scanner,no,9999,67,97,4,29,TBR,one,22
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,29,None,,23
neg,366.jpg,1930.jpg,1,81,9999,red,TBF_neg,IMDF_scanner,no,9999,51,51,2,29,TBF,two,24
neu,170.jpg,neutral_423.jpg,1,50,9999,red,TBF_neu,IMDF_scanner,no,50,9999,20,1,29,TBF,two,25
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,29,None,,26
neu,132.jpg,neutral_585.jpg,1,40,9999,green,TBR_neu,IMDF_scanner,no,40,9999,10,1,29,TBR,one,27
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,29,None,,28
neu,47.jpg,neutral_671.jpg,1,9999,40,green,TBR_neu,IMDF_scanner,no,70,9999,70,3,29,TBR,one,29
neu,55.jpg,neutral_620.jpg,1,9999,50,red,TBF_neu,IMDF_scanner,no,80,9999,80,3,29,TBF,two,30
neu,152.jpg,neutral_171.jpg,1,45,9999,green,TBR_neu,IMDF_scanner,no,45,9999,15,1,29,TBR,one,31
neg,305.jpg,People_223_h.jpg,1,70,9999,green,TBR_neg,IMDF_scanner,no,9999,40,40,2,29,TBR,one,32
