Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neu,IMDF_scanner,950.jpg,neutral_261.jpg,,91,9999,red,FILLER,IMDF_scanner,yes,first,91,9999,121,5,65,TBF,9999,1
neg,IMDF_scanner,987.jpg,6213.jpg,,9999,94,green,FILLER,IMDF_scanner,yes,first,9999,94,128,5,65,TBR,9999,2
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,65,None,,3
neg,IMDF_scanner,267.jpg,Objects_011_h.jpg,1,65,9999,green,TBR_neg,IMDF_scanner,no,,9999,35,35,2,65,TBR,one,4
neu,IMDF_scanner,138.jpg,neutral_119.jpg,1,41,9999,green,TBR_neu,IMDF_scanner,no,,41,9999,11,1,65,TBR,one,5
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,65,None,,6
neu,IMDF_scanner,6.jpg,neutral_193.jpg,1,9999,53,red,TBF_neu,IMDF_scanner,no,,83,9999,83,3,65,TBF,two,7
neg,IMDF_scanner,82.jpg,People_217_h.jpg,1,9999,69,green,TBR_neg,IMDF_scanner,no,,9999,69,99,4,65,TBR,one,8
neg,IMDF_scanner,779.jpg,Objects_022_h.jpg,1,9999,65,green,TBR_neg,IMDF_scanner,no,,9999,65,95,4,65,TBR,one,9
neu,IMDF_scanner,106.jpg,neutral_057.jpg,1,33,9999,green,TBR_neu,IMDF_scanner,no,,33,9999,3,1,65,TBR,one,10
neg,IMDF_scanner,406.jpg,H044.bmp,1,89,9999,red,TBF_neg,IMDF_scanner,no,,9999,59,59,2,65,TBF,two,11
neu,IMDF_scanner,41.jpg,neutral_130.jpg,1,9999,31,green,TBR_neu,IMDF_scanner,no,,61,9999,61,3,65,TBR,one,12
neu,IMDF_scanner,45.jpg,neutral_270.jpg,1,9999,35,green,TBR_neu,IMDF_scanner,no,,65,9999,65,3,65,TBR,one,13
neg,IMDF_scanner,276.jpg,Objects_125_h.jpg,1,67,9999,green,TBR_neg,IMDF_scanner,no,,9999,37,37,2,65,TBR,one,14
neg,IMDF_scanner,366.jpg,1930.jpg,1,81,9999,red,TBF_neg,IMDF_scanner,no,,9999,51,51,2,65,TBF,two,15
neu,IMDF_scanner,560.jpg,neutral_148.jpg,1,9999,52,green,TBR_neu,IMDF_scanner,no,,82,9999,82,3,65,TBR,two,16
neu,IMDF_scanner,152.jpg,neutral_171.jpg,1,45,9999,red,TBF_neu,IMDF_scanner,no,,45,9999,15,1,65,TBF,one,17
neg,IMDF_scanner,409.jpg,9630.jpg,1,90,9999,red,TBF_neg,IMDF_scanner,no,,9999,60,60,2,65,TBF,two,18
neu,IMDF_scanner,116.jpg,neutral_073.jpg,1,35,9999,green,TBR_neu,IMDF_scanner,no,,35,9999,5,1,65,TBR,one,19
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,65,None,,20
neu,IMDF_scanner,200.jpg,neutral_198.jpg,1,56,9999,red,TBF_neu,IMDF_scanner,no,,56,9999,26,1,65,TBF,two,21
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,65,None,,22
neg,IMDF_scanner,916.jpg,9423.jpg,1,9999,84,green,TBR_neg,IMDF_scanner,no,,9999,84,114,4,65,TBR,two,23
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,65,None,,24
neg,IMDF_scanner,947.jpg,Objects_001_h.jpg,1,9999,90,green,TBR_neg,IMDF_scanner,no,,9999,90,120,4,65,TBR,two,25
neu,IMDF_scanner,20.jpg,neutral_223.jpg,1,55,9999,red,TBF_neu,IMDF_scanner,no,,55,9999,25,1,65,TBF,two,26
neg,IMDF_scanner,353.jpg,Objects_145_h.jpg,1,79,9999,green,TBR_neg,IMDF_scanner,no,,9999,49,49,2,65,TBR,two,27
neg,IMDF_scanner,896.jpg,People_003_h.jpg,1,9999,79,red,TBF_neg,IMDF_scanner,no,,9999,79,109,4,65,TBF,two,28
neg,IMDF_scanner,25.jpg,Animals_078_h.jpg,1,63,9999,red,TBF_neg,IMDF_scanner,no,,9999,33,33,2,65,TBF,one,29
neu,IMDF_scanner,50.jpg,neutral_531.jpg,1,9999,44,red,TBF_neu,IMDF_scanner,no,,74,9999,74,3,65,TBF,one,30
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,65,None,,31
neg,IMDF_scanner,845.jpg,Animals_013_h.jpg,1,9999,71,green,TBR_neg,IMDF_scanner,no,,9999,71,101,4,65,TBR,one,32
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,65,None,,33
neg,IMDF_scanner,268.jpg,Objects_088_h.jpg,1,66,9999,green,TBR_neg,IMDF_scanner,no,,9999,36,36,2,65,TBR,one,34
neg,IMDF_scanner,373.jpg,6210.jpg,1,83,9999,red,TBF_neg,IMDF_scanner,no,,9999,53,53,2,65,TBF,two,35
neu,IMDF_scanner,675.jpg,neutral_598.jpg,1,9999,56,red,TBF_neu,IMDF_scanner,no,,86,9999,86,3,65,TBF,two,36
neg,IMDF_scanner,802.jpg,Objects_126_h.jpg,1,9999,67,red,TBF_neg,IMDF_scanner,no,,9999,67,97,4,65,TBF,one,37
neg,IMDF_scanner,877.jpg,Faces_283_h.jpg,1,9999,76,green,TBR_neg,IMDF_scanner,no,,9999,76,106,4,65,TBR,two,38
neu,IMDF_scanner,161.jpg,neutral_416.jpg,1,48,9999,red,TBF_neu,IMDF_scanner,no,,48,9999,18,1,65,TBF,two,39
neg,IMDF_scanner,361.jpg,People_210_h.jpg,1,80,9999,green,TBR_neg,IMDF_scanner,no,,9999,50,50,2,65,TBR,two,40
neu,IMDF_scanner,196.jpg,neutral_067.jpg,1,54,9999,red,TBF_neu,IMDF_scanner,no,,54,9999,24,1,65,TBF,two,41
neg,IMDF_scanner,317.jpg,Faces_034_h.jpg,1,75,9999,green,TBR_neg,IMDF_scanner,no,,9999,45,45,2,65,TBR,one,42
neu,IMDF_scanner,132.jpg,neutral_585.jpg,1,40,9999,green,TBR_neu,IMDF_scanner,no,,40,9999,10,1,65,TBR,one,43
