Emotion,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,954.jpg,People_143_h.jpg,,94,9999,green,TBRnegFILLER,IMDF_scanner,yes,9999,92,124,5,17,TBR,9999,1
neu,975.jpg,neutral_707.jpg,,9999,92,red,TBFneuFILLER,IMDF_scanner,yes,94,9999,126,5,17,TBF,9999,2
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,17,None,,3
neg,38.jpg,6300.jpg,1,85,9999,green,TBR_neg,IMDF_scanner,no,9999,55,55,2,17,TBR,two,4
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,17,None,,5
neg,366.jpg,1930.jpg,1,81,9999,red,TBF_neg,IMDF_scanner,no,9999,51,51,2,17,TBF,two,6
neg,267.jpg,Objects_011_h.jpg,1,65,9999,green,TBR_neg,IMDF_scanner,no,9999,35,35,2,17,TBR,one,7
neu,476.jpg,neutral_456.jpg,1,9999,41,green,TBR_neu,IMDF_scanner,no,71,9999,71,3,17,TBR,one,8
neu,446.jpg,neutral_201.jpg,1,9999,34,red,TBF_neu,IMDF_scanner,no,64,9999,64,3,17,TBF,one,9
neg,916.jpg,9423.jpg,1,9999,84,red,TBF_neg,IMDF_scanner,no,9999,84,114,4,17,TBF,two,10
neu,450.jpg,neutral_276.jpg,1,9999,36,green,TBR_neu,IMDF_scanner,no,66,9999,66,3,17,TBR,one,11
neg,313.jpg,People_226_h.jpg,1,73,9999,red,TBF_neg,IMDF_scanner,no,9999,43,43,2,17,TBF,one,12
neu,151.jpg,neutral_132.jpg,1,44,9999,red,TBF_neu,IMDF_scanner,no,44,9999,14,1,17,TBF,one,13
neg,76.jpg,Landscapes_007_h.jpg,1,9999,63,red,TBF_neg,IMDF_scanner,no,9999,63,93,4,17,TBF,one,14
neg,281.jpg,People_239_h.jpg,1,69,9999,green,TBR_neg,IMDF_scanner,no,9999,39,39,2,17,TBR,one,15
neu,560.jpg,neutral_148.jpg,1,9999,52,green,TBR_neu,IMDF_scanner,no,82,9999,82,3,17,TBR,two,16
neu,123.jpg,neutral_461.jpg,1,38,9999,red,TBF_neu,IMDF_scanner,no,38,9999,8,1,17,TBF,one,17
neu,72.jpg,neutral_240.jpg,1,9999,58,green,TBR_neu,IMDF_scanner,no,88,9999,88,3,17,TBR,two,18
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,17,None,,19
neu,156.jpg,neutral_200.jpg,1,46,9999,green,TBR_neu,IMDF_scanner,no,46,9999,16,1,17,TBR,two,20
neg,276.jpg,Objects_125_h.jpg,1,67,9999,green,TBR_neg,IMDF_scanner,no,9999,37,37,2,17,TBR,one,21
neu,102.jpg,neutral_003.jpg,1,32,9999,red,TBF_neu,IMDF_scanner,no,32,9999,2,1,17,TBF,one,22
neg,312.jpg,Animals_025_h.jpg,1,72,9999,red,TBF_neg,IMDF_scanner,no,9999,42,42,2,17,TBF,one,23
