Emotion,NT_ID,Object,Scene,Set_ID,T_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,pair_ID,pp_ID,repetition,think_condition,trial_count
neu,9999,fryingpan02a.jpg,neutral_066.jpg,,74,green,NTneuFILLER,TNT_scanner,yes,9999,75,99,filler,2,one,T,1
neg,9999,brick.jpg,Objects_106_vdisgust.jpg,,75,green,NTnegFILLER,TNT_scanner,yes,75,999,100,filler,2,one,T,2
neu,9999,stackingrings01a.jpg,neutral_246.jpg,1,29,red,NT_neu,TNT_scanner,no,53,9999,52,28,2,one,NT,3
neu,9999,lifejacket.jpg,neutral_247.jpg,1,36,red,NT_neu,TNT_scanner,no,60,9999,59,35,2,one,NT,4
neg,53,calculator01.jpg,6520_people_fear.jpg,1,9999,green,T_neg,TNT_scanner,no,9999,29,28,16,2,one,T,5
neg,55,safetypin.jpg,8480_people_fear.jpg,1,9999,red,NT_neg,TNT_scanner,no,9999,31,30,18,2,one,NT,6
neg,9999,mirror.jpg,2981_animal_disgust.jpg,1,55,red,NT_neg,TNT_scanner,no,9999,55,78,42,2,one,NT,7
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,2,one,None,8
neu,32,ring01.jpg,neutral_226.jpg,1,9999,green,T_neu,TNT_scanner,no,32,9999,7,7,2,one,T,9
neg,9999,glassmop.jpg,9440_object_disgustandfear.jpg,1,53,green,T_neg,TNT_scanner,no,9999,53,76,40,2,one,T,10
neg,9999,measuringcup01.jpg,2811_object_fear.jpg,1,61,red,NT_neg,TNT_scanner,no,9999,61,84,48,2,one,NT,11
neg,9999,boot02b.jpg,Objects_328_hdisgust.jpg,1,51,green,T_neg,TNT_scanner,no,9999,51,74,38,2,one,T,12
neu,33,fan.jpg,neutral_706.jpg,1,9999,green,T_neu,TNT_scanner,no,33,9999,8,8,2,one,T,13
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,2,one,None,14
neu,31,negativefilm.jpg,neutral_192.jpg,1,9999,green,T_neu,TNT_scanner,no,31,9999,6,6,2,one,T,15
neu,9999,battery02b.jpg,neutral_509.jpg,1,31,red,NT_neu,TNT_scanner,no,55,9999,54,30,2,one,NT,16
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,2,one,None,17
neg,56,makeupbrush04.jpg,People_127_fearh.jpg,2,9999,red,NT_neg,TNT_scanner,no,9999,32,31,19,2,one,NT,18
neu,9999,pylon.jpg,neutral_065.jpg,2,26,red,NT_neu,TNT_scanner,no,50,9999,49,25,2,one,NT,19
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,2,one,None,20
neg,9999,spoon01.jpg,Animals_008_v_disgust.jpg,2,60,red,NT_neg,TNT_scanner,no,9999,60,83,47,2,one,NT,21
neu,9999,watch02a.jpg,neutral_380.jpg,2,32,red,NT_neu,TNT_scanner,no,56,9999,55,31,2,one,NT,22
