Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,IMDF_scanner,987.jpg,6213.jpg,,9999,94,green,FILLER,IMDF_scanner,yes,first,9999,94,128,5,62,TBR,9999,1
neu,IMDF_scanner,957.jpg,neutral_695.jpg,,9999,91,red,FILLER,IMDF_scanner,yes,first,93,9999,125,5,62,TBF,9999,2
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,3
neg,IMDF_scanner,897.jpg,People_147_h.jpg,1,9999,80,green,TBR_neg,IMDF_scanner,no,,9999,80,110,4,62,TBR,two,4
neg,IMDF_scanner,332.jpg,Landscapes_025_h.jpg,1,78,9999,red,TBF_neg,IMDF_scanner,no,,9999,48,48,2,62,TBF,two,5
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,6
neu,IMDF_scanner,731.jpg,neutral_244.jpg,1,9999,60,green,TBR_neu,IMDF_scanner,no,,90,9999,90,3,62,TBR,two,7
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,8
neg,IMDF_scanner,32.jpg,Faces_172_h.jpg,1,76,9999,red,TBF_neg,IMDF_scanner,no,,9999,46,46,2,62,TBF,two,9
neu,IMDF_scanner,41.jpg,neutral_130.jpg,1,9999,31,red,TBF_neu,IMDF_scanner,no,,61,9999,61,3,62,TBF,one,10
neg,IMDF_scanner,917.jpg,9424.jpg,1,9999,85,green,TBR_neg,IMDF_scanner,no,,9999,85,115,4,62,TBR,two,11
neg,IMDF_scanner,305.jpg,People_223_h.jpg,1,70,9999,green,TBR_neg,IMDF_scanner,no,,9999,40,40,2,62,TBR,one,12
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,13
neg,IMDF_scanner,884.jpg,Landscapes_002_h.jpg,1,9999,77,green,TBR_neg,IMDF_scanner,no,,9999,77,107,4,62,TBR,two,14
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,15
neg,IMDF_scanner,245.jpg,Animals_033_h.jpg,1,61,9999,red,TBF_neg,IMDF_scanner,no,,9999,31,31,2,62,TBF,one,16
neu,IMDF_scanner,668.jpg,neutral_194.jpg,1,9999,54,green,TBR_neu,IMDF_scanner,no,,84,9999,84,3,62,TBR,two,17
neu,IMDF_scanner,116.jpg,neutral_073.jpg,1,35,9999,red,TBF_neu,IMDF_scanner,no,,35,9999,5,1,62,TBF,one,18
neg,IMDF_scanner,4.jpg,Faces_274_h.jpg,1,88,9999,green,TBR_neg,IMDF_scanner,no,,9999,58,58,2,62,TBR,two,19
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,20
neu,IMDF_scanner,538.jpg,neutral_560.jpg,1,9999,47,red,TBF_neu,IMDF_scanner,no,,77,9999,77,3,62,TBF,two,21
neu,IMDF_scanner,130.jpg,neutral_504.jpg,1,39,9999,green,TBR_neu,IMDF_scanner,no,,39,9999,9,1,62,TBR,one,22
neg,IMDF_scanner,391.jpg,blood_034.jpg,1,87,9999,green,TBR_neg,IMDF_scanner,no,,9999,57,57,2,62,TBR,two,23
neu,IMDF_scanner,72.jpg,neutral_240.jpg,1,9999,58,red,TBF_neu,IMDF_scanner,no,,88,9999,88,3,62,TBF,two,24
neg,IMDF_scanner,406.jpg,H044.bmp,1,89,9999,green,TBR_neg,IMDF_scanner,no,,9999,59,59,2,62,TBR,two,25
neu,IMDF_scanner,50.jpg,neutral_531.jpg,1,9999,44,red,TBF_neu,IMDF_scanner,no,,74,9999,74,3,62,TBF,one,26
neg,IMDF_scanner,267.jpg,Objects_011_h.jpg,1,65,9999,red,TBF_neg,IMDF_scanner,no,,9999,35,35,2,62,TBF,one,27
neg,IMDF_scanner,900.jpg,6830.jpg,1,9999,83,green,TBR_neg,IMDF_scanner,no,,9999,83,113,4,62,TBR,two,28
neg,IMDF_scanner,76.jpg,Landscapes_007_h.jpg,1,9999,63,green,TBR_neg,IMDF_scanner,no,,9999,63,93,4,62,TBR,one,29
neu,IMDF_scanner,23.jpg,neutral_104.jpg,1,58,9999,red,TBF_neu,IMDF_scanner,no,,58,9999,28,1,62,TBF,two,30
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,31
neu,IMDF_scanner,170.jpg,neutral_423.jpg,1,50,9999,green,TBR_neu,IMDF_scanner,no,,50,9999,20,1,62,TBR,two,32
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,33
neu,IMDF_scanner,132.jpg,neutral_585.jpg,1,40,9999,red,TBF_neu,IMDF_scanner,no,,40,9999,10,1,62,TBF,one,34
neu,IMDF_scanner,506.jpg,neutral_532.jpg,1,9999,45,red,TBF_neu,IMDF_scanner,no,,75,9999,75,3,62,TBF,one,35
neg,IMDF_scanner,281.jpg,People_239_h.jpg,1,69,9999,green,TBR_neg,IMDF_scanner,no,,9999,39,39,2,62,TBR,one,36
neu,IMDF_scanner,421.jpg,neutral_131.jpg,1,9999,32,green,TBR_neu,IMDF_scanner,no,,62,9999,62,3,62,TBR,one,37
neu,IMDF_scanner,184.jpg,neutral_063.jpg,1,53,9999,green,TBR_neu,IMDF_scanner,no,,53,9999,23,1,62,TBR,two,38
neu,IMDF_scanner,152.jpg,neutral_171.jpg,1,45,9999,red,TBF_neu,IMDF_scanner,no,,45,9999,15,1,62,TBF,one,39
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,40
neg,IMDF_scanner,366.jpg,1930.jpg,1,81,9999,red,TBF_neg,IMDF_scanner,no,,9999,51,51,2,62,TBF,two,41
neg,IMDF_scanner,313.jpg,People_226_h.jpg,1,73,9999,red,TBF_neg,IMDF_scanner,no,,9999,43,43,2,62,TBF,one,42
neu,IMDF_scanner,49.jpg,neutral_499.jpg,1,9999,43,green,TBR_neu,IMDF_scanner,no,,73,9999,73,3,62,TBR,one,43
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,44
neg,IMDF_scanner,896.jpg,People_003_h.jpg,1,9999,79,green,TBR_neg,IMDF_scanner,no,,9999,79,109,4,62,TBR,two,45
neg,IMDF_scanner,372.jpg,2692.jpg,1,82,9999,red,TBF_neg,IMDF_scanner,no,,9999,52,52,2,62,TBF,two,46
neu,IMDF_scanner,161.jpg,neutral_416.jpg,1,48,9999,green,TBR_neu,IMDF_scanner,no,,48,9999,18,1,62,TBR,two,47
neu,IMDF_scanner,674.jpg,neutral_196.jpg,1,9999,55,green,TBR_neu,IMDF_scanner,no,,85,9999,85,3,62,TBR,two,48
neg,IMDF_scanner,845.jpg,Animals_013_h.jpg,1,9999,71,red,TBF_neg,IMDF_scanner,no,,9999,71,101,4,62,TBF,one,49
neg,IMDF_scanner,947.jpg,Objects_001_h.jpg,1,9999,90,red,TBF_neg,IMDF_scanner,no,,9999,90,120,4,62,TBF,two,50
neu,IMDF_scanner,48.jpg,neutral_497.jpg,1,9999,42,red,TBF_neu,IMDF_scanner,no,,72,9999,72,3,62,TBF,one,51
neu,IMDF_scanner,159.jpg,neutral_370.jpg,1,47,9999,green,TBR_neu,IMDF_scanner,no,,47,9999,17,1,62,TBR,two,52
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,53
neu,IMDF_scanner,173.jpg,neutral_290.jpg,1,51,9999,green,TBR_neu,IMDF_scanner,no,,51,9999,21,1,62,TBR,two,54
neu,IMDF_scanner,196.jpg,neutral_067.jpg,1,54,9999,red,TBF_neu,IMDF_scanner,no,,54,9999,24,1,62,TBF,two,55
neu,IMDF_scanner,461.jpg,neutral_638.jpg,1,9999,39,green,TBR_neu,IMDF_scanner,no,,69,9999,69,3,62,TBR,one,56
neg,IMDF_scanner,376.jpg,6211.jpg,1,84,9999,red,TBF_neg,IMDF_scanner,no,,9999,54,54,2,62,TBF,two,57
neu,IMDF_scanner,200.jpg,neutral_198.jpg,1,56,9999,red,TBF_neu,IMDF_scanner,no,,56,9999,26,1,62,TBF,two,58
neg,IMDF_scanner,848.jpg,Animals_060_h.jpg,1,9999,72,green,TBR_neg,IMDF_scanner,no,,9999,72,102,4,62,TBR,one,59
neu,IMDF_scanner,724.jpg,neutral_242.jpg,1,9999,59,green,TBR_neu,IMDF_scanner,no,,89,9999,89,3,62,TBR,two,60
neg,IMDF_scanner,748.jpg,Animals_018_h.jpg,1,9999,61,red,TBF_neg,IMDF_scanner,no,,9999,61,91,4,62,TBF,one,61
neg,IMDF_scanner,809.jpg,People_058_h.jpg,1,9999,68,green,TBR_neg,IMDF_scanner,no,,9999,68,98,4,62,TBR,one,62
neg,IMDF_scanner,769.jpg,People_198_h.jpg,1,9999,64,red,TBF_neg,IMDF_scanner,no,,9999,64,94,4,62,TBF,one,63
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,64
neg,IMDF_scanner,9.jpg,6370.jpg,1,9999,81,red,TBF_neg,IMDF_scanner,no,,9999,81,111,4,62,TBF,two,65
neu,IMDF_scanner,138.jpg,neutral_119.jpg,1,41,9999,red,TBF_neu,IMDF_scanner,no,,41,9999,11,1,62,TBF,one,66
neg,IMDF_scanner,361.jpg,People_210_h.jpg,1,80,9999,red,TBF_neg,IMDF_scanner,no,,9999,50,50,2,62,TBF,two,67
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,68
neg,IMDF_scanner,25.jpg,Animals_078_h.jpg,1,63,9999,green,TBR_neg,IMDF_scanner,no,,9999,33,33,2,62,TBR,one,69
neu,IMDF_scanner,47.jpg,neutral_671.jpg,1,9999,40,green,TBR_neu,IMDF_scanner,no,,70,9999,70,3,62,TBR,one,70
neu,IMDF_scanner,675.jpg,neutral_598.jpg,1,9999,56,red,TBF_neu,IMDF_scanner,no,,86,9999,86,3,62,TBF,two,71
neu,IMDF_scanner,106.jpg,neutral_057.jpg,1,33,9999,green,TBR_neu,IMDF_scanner,no,,33,9999,3,1,62,TBR,one,72
neg,IMDF_scanner,870.jpg,Faces_041_h.jpg,1,9999,75,red,TBF_neg,IMDF_scanner,no,,9999,75,105,4,62,TBF,one,73
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,74
neu,IMDF_scanner,6.jpg,neutral_193.jpg,1,9999,53,red,TBF_neu,IMDF_scanner,no,,83,9999,83,3,62,TBF,two,75
neg,IMDF_scanner,276.jpg,Objects_125_h.jpg,1,67,9999,green,TBR_neg,IMDF_scanner,no,,9999,37,37,2,62,TBR,one,76
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,62,None,,77
neg,IMDF_scanner,953.jpg,1050.jpg,,93,9999,green,FILLER,IMDF_scanner,yes,middle,9999,91,123,5,62,TBR,9999,78
neu,IMDF_scanner,952.jpg,neutral_673.jpg,,92,9999,green,FILLER,IMDF_scanner,yes,middle,92,9999,122,5,62,TBR,9999,79
neu,IMDF_scanner,950.jpg,neutral_261.jpg,,91,9999,green,FILLER,IMDF_scanner,yes,middle,91,9999,121,5,62,TBR,9999,80
neg,IMDF_scanner,981.jpg,People_133_h.jpg,,9999,93,red,FILLER,IMDF_scanner,yes,middle,9999,93,127,5,62,TBF,9999,81
neu,IMDF_scanner,10.jpg,neutral_001.jpg,2,31,9999,red,TBF_neu,IMDF_scanner,no,,31,9999,1,1,62,TBF,one,82
