Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neu,IMDF_scanner,950.jpg,neutral_261.jpg,,91,9999,red,FILLER,IMDF_scanner,yes,first,91,9999,121,5,6,TBF,9999,1
neg,IMDF_scanner,954.jpg,People_143_h.jpg,,94,9999,green,FILLER,IMDF_scanner,yes,first,9999,92,124,5,6,TBR,9999,2
neg,IMDF_scanner,802.jpg,Objects_126_h.jpg,1,9999,67,green,TBR_neg,IMDF_scanner,no,,9999,67,97,4,6,TBR,one,3
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,4
neu,IMDF_scanner,152.jpg,neutral_171.jpg,1,45,9999,red,TBF_neu,IMDF_scanner,no,,45,9999,15,1,6,TBF,one,5
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,6
neu,IMDF_scanner,20.jpg,neutral_223.jpg,1,55,9999,green,TBR_neu,IMDF_scanner,no,,55,9999,25,1,6,TBR,two,7
neg,IMDF_scanner,280.jpg,Objects_206_h.jpg,1,68,9999,green,TBR_neg,IMDF_scanner,no,,9999,38,38,2,6,TBR,one,8
neg,IMDF_scanner,769.jpg,People_198_h.jpg,1,9999,64,red,TBF_neg,IMDF_scanner,no,,9999,64,94,4,6,TBF,one,9
neu,IMDF_scanner,166.jpg,neutral_422.jpg,1,49,9999,red,TBF_neu,IMDF_scanner,no,,49,9999,19,1,6,TBF,two,10
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,11
neg,IMDF_scanner,4.jpg,Faces_274_h.jpg,1,88,9999,green,TBR_neg,IMDF_scanner,no,,9999,58,58,2,6,TBR,two,12
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,13
neu,IMDF_scanner,450.jpg,neutral_276.jpg,1,9999,36,red,TBF_neu,IMDF_scanner,no,,66,9999,66,3,6,TBF,one,14
neg,IMDF_scanner,79.jpg,Objects_109_h.jpg,1,9999,66,red,TBF_neg,IMDF_scanner,no,,9999,66,96,4,6,TBF,one,15
neg,IMDF_scanner,845.jpg,Animals_013_h.jpg,1,9999,71,green,TBR_neg,IMDF_scanner,no,,9999,71,101,4,6,TBR,one,16
neg,IMDF_scanner,276.jpg,Objects_125_h.jpg,1,67,9999,green,TBR_neg,IMDF_scanner,no,,9999,37,37,2,6,TBR,one,17
neu,IMDF_scanner,121.jpg,neutral_394.jpg,1,37,9999,red,TBF_neu,IMDF_scanner,no,,37,9999,7,1,6,TBF,one,18
neg,IMDF_scanner,809.jpg,People_058_h.jpg,1,9999,68,green,TBR_neg,IMDF_scanner,no,,9999,68,98,4,6,TBR,one,19
neu,IMDF_scanner,421.jpg,neutral_131.jpg,1,9999,32,red,TBF_neu,IMDF_scanner,no,,62,9999,62,3,6,TBF,one,20
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,21
neu,IMDF_scanner,113.jpg,neutral_069.jpg,1,34,9999,green,TBR_neu,IMDF_scanner,no,,34,9999,4,1,6,TBR,one,22
neg,IMDF_scanner,361.jpg,People_210_h.jpg,1,80,9999,red,TBF_neg,IMDF_scanner,no,,9999,50,50,2,6,TBF,two,23
neu,IMDF_scanner,202.jpg,neutral_667.jpg,1,57,9999,green,TBR_neu,IMDF_scanner,no,,57,9999,27,1,6,TBR,two,24
neu,IMDF_scanner,161.jpg,neutral_416.jpg,1,48,9999,red,TBF_neu,IMDF_scanner,no,,48,9999,18,1,6,TBF,two,25
neg,IMDF_scanner,900.jpg,6830.jpg,1,9999,83,green,TBR_neg,IMDF_scanner,no,,9999,83,113,4,6,TBR,two,26
neg,IMDF_scanner,25.jpg,Animals_078_h.jpg,1,63,9999,green,TBR_neg,IMDF_scanner,no,,9999,33,33,2,6,TBR,one,27
neu,IMDF_scanner,48.jpg,neutral_497.jpg,1,9999,42,green,TBR_neu,IMDF_scanner,no,,72,9999,72,3,6,TBR,one,28
neg,IMDF_scanner,373.jpg,6210.jpg,1,83,9999,red,TBF_neg,IMDF_scanner,no,,9999,53,53,2,6,TBF,two,29
neu,IMDF_scanner,51.jpg,neutral_538.jpg,1,9999,46,red,TBF_neu,IMDF_scanner,no,,76,9999,76,3,6,TBF,two,30
neg,IMDF_scanner,317.jpg,Faces_034_h.jpg,1,75,9999,red,TBF_neg,IMDF_scanner,no,,9999,45,45,2,6,TBF,one,31
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,32
neg,IMDF_scanner,947.jpg,Objects_001_h.jpg,1,9999,90,red,TBF_neg,IMDF_scanner,no,,9999,90,120,4,6,TBF,two,33
neg,IMDF_scanner,38.jpg,6300.jpg,1,85,9999,green,TBR_neg,IMDF_scanner,no,,9999,55,55,2,6,TBR,two,34
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,35
neu,IMDF_scanner,118.jpg,neutral_096.jpg,1,36,9999,green,TBR_neu,IMDF_scanner,no,,36,9999,6,1,6,TBR,one,36
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,37
neu,IMDF_scanner,453.jpg,neutral_588.jpg,1,9999,37,green,TBR_neu,IMDF_scanner,no,,67,9999,67,3,6,TBR,one,38
neg,IMDF_scanner,884.jpg,Landscapes_002_h.jpg,1,9999,77,red,TBF_neg,IMDF_scanner,no,,9999,77,107,4,6,TBF,two,39
neu,IMDF_scanner,668.jpg,neutral_194.jpg,1,9999,54,red,TBF_neu,IMDF_scanner,no,,84,9999,84,3,6,TBF,two,40
neu,IMDF_scanner,102.jpg,neutral_003.jpg,1,32,9999,red,TBF_neu,IMDF_scanner,no,,32,9999,2,1,6,TBF,one,41
neg,IMDF_scanner,942.jpg,H123.bmp,1,9999,89,green,TBR_neg,IMDF_scanner,no,,9999,89,119,4,6,TBR,two,42
neg,IMDF_scanner,848.jpg,Animals_060_h.jpg,1,9999,72,green,TBR_neg,IMDF_scanner,no,,9999,72,102,4,6,TBR,one,43
neu,IMDF_scanner,170.jpg,neutral_423.jpg,1,50,9999,red,TBF_neu,IMDF_scanner,no,,50,9999,20,1,6,TBF,two,44
neg,IMDF_scanner,312.jpg,Animals_025_h.jpg,1,72,9999,red,TBF_neg,IMDF_scanner,no,,9999,42,42,2,6,TBF,one,45
neu,IMDF_scanner,435.jpg,neutral_188.jpg,1,9999,33,red,TBF_neu,IMDF_scanner,no,,63,9999,63,3,6,TBF,one,46
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,47
neu,IMDF_scanner,184.jpg,neutral_063.jpg,1,53,9999,red,TBF_neu,IMDF_scanner,no,,53,9999,23,1,6,TBF,two,48
neu,IMDF_scanner,49.jpg,neutral_499.jpg,1,9999,43,green,TBR_neu,IMDF_scanner,no,,73,9999,73,3,6,TBR,one,49
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,50
neu,IMDF_scanner,145.jpg,neutral_125.jpg,1,43,9999,red,TBF_neu,IMDF_scanner,no,,43,9999,13,1,6,TBF,one,51
neu,IMDF_scanner,130.jpg,neutral_504.jpg,1,39,9999,red,TBF_neu,IMDF_scanner,no,,39,9999,9,1,6,TBF,one,52
neg,IMDF_scanner,313.jpg,People_226_h.jpg,1,73,9999,green,TBR_neg,IMDF_scanner,no,,9999,43,43,2,6,TBR,one,53
neg,IMDF_scanner,382.jpg,6312.jpg,1,86,9999,green,TBR_neg,IMDF_scanner,no,,9999,56,56,2,6,TBR,two,54
neg,IMDF_scanner,75.jpg,Animals_065_h.jpg,1,9999,62,red,TBF_neg,IMDF_scanner,no,,9999,62,92,4,6,TBF,one,55
neu,IMDF_scanner,460.jpg,neutral_591.jpg,1,9999,38,green,TBR_neu,IMDF_scanner,no,,68,9999,68,3,6,TBR,one,56
neu,IMDF_scanner,506.jpg,neutral_532.jpg,1,9999,45,green,TBR_neu,IMDF_scanner,no,,75,9999,75,3,6,TBR,one,57
neu,IMDF_scanner,200.jpg,neutral_198.jpg,1,56,9999,green,TBR_neu,IMDF_scanner,no,,56,9999,26,1,6,TBR,two,58
neg,IMDF_scanner,281.jpg,People_239_h.jpg,1,69,9999,red,TBF_neg,IMDF_scanner,no,,9999,39,39,2,6,TBF,one,59
neu,IMDF_scanner,553.jpg,neutral_145.jpg,1,9999,51,red,TBF_neu,IMDF_scanner,no,,81,9999,81,3,6,TBF,two,60
neu,IMDF_scanner,234.jpg,neutral_382.jpg,1,59,9999,green,TBR_neu,IMDF_scanner,no,,59,9999,29,1,6,TBR,two,61
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,62
neg,IMDF_scanner,316.jpg,Faces_019_h.jpg,1,74,9999,red,TBF_neg,IMDF_scanner,no,,9999,44,44,2,6,TBF,one,63
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,64
neg,IMDF_scanner,353.jpg,Objects_145_h.jpg,1,79,9999,red,TBF_neg,IMDF_scanner,no,,9999,49,49,2,6,TBF,two,65
neg,IMDF_scanner,332.jpg,Landscapes_025_h.jpg,1,78,9999,red,TBF_neg,IMDF_scanner,no,,9999,48,48,2,6,TBF,two,66
neg,IMDF_scanner,926.jpg,Animals_073_h.jpg,1,9999,87,red,TBF_neg,IMDF_scanner,no,,9999,87,117,4,6,TBF,two,67
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,6,None,,68
neu,IMDF_scanner,156.jpg,neutral_200.jpg,1,46,9999,green,TBR_neu,IMDF_scanner,no,,46,9999,16,1,6,TBR,two,69
