Emotion,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,953.jpg,1050.jpg,,93,9999,red,TBRnegFILLER,IMDF_scanner,yes,9999,91,123,5,60,TBF,9999,1
neu,957.jpg,neutral_695.jpg,,9999,91,green,TBFneuFILLER,IMDF_scanner,yes,93,9999,125,5,60,TBR,9999,2
neu,184.jpg,neutral_063.jpg,1,53,9999,green,TBR_neu,IMDF_scanner,no,53,9999,23,1,60,TBR,two,3
neg,75.jpg,Animals_065_h.jpg,1,9999,62,red,TBF_neg,IMDF_scanner,no,9999,62,92,4,60,TBF,one,4
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,60,None,,5
neg,245.jpg,Animals_033_h.jpg,1,61,9999,red,TBF_neg,IMDF_scanner,no,9999,31,31,2,60,TBF,one,6
neg,76.jpg,Landscapes_007_h.jpg,1,9999,63,red,TBF_neg,IMDF_scanner,no,9999,63,93,4,60,TBF,one,7
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,60,None,,8
neg,896.jpg,People_003_h.jpg,1,9999,79,red,TBF_neg,IMDF_scanner,no,9999,79,109,4,60,TBF,two,9
neg,246.jpg,Animals_062_h.jpg,1,62,9999,green,TBR_neg,IMDF_scanner,no,9999,32,32,2,60,TBR,one,10
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,60,None,,11
neu,156.jpg,neutral_200.jpg,1,46,9999,red,TBF_neu,IMDF_scanner,no,46,9999,16,1,60,TBF,two,12
neu,23.jpg,neutral_104.jpg,1,58,9999,green,TBR_neu,IMDF_scanner,no,58,9999,28,1,60,TBR,two,13
neg,317.jpg,Faces_034_h.jpg,1,75,9999,green,TBR_neg,IMDF_scanner,no,9999,45,45,2,60,TBR,one,14
neg,87.jpg,Faces_028_h.jpg,1,9999,74,green,TBR_neg,IMDF_scanner,no,9999,74,104,4,60,TBR,one,15
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,60,None,,16
neu,47.jpg,neutral_671.jpg,1,9999,40,green,TBR_neu,IMDF_scanner,no,70,9999,70,3,60,TBR,one,17
neg,877.jpg,Faces_283_h.jpg,1,9999,76,green,TBR_neg,IMDF_scanner,no,9999,76,106,4,60,TBR,two,18
