Emotion,Object,Scene,Trial_ID,distractor_object_1,distractor_object_2
neg,406.jpg,H044.bmp,59,932.jpg,769.jpg
neu,145.jpg,neutral_125.jpg,13,181.jpg,102.jpg
neg,947.jpg,Objects_001_h.jpg,120,897.jpg,870.jpg
neg,268.jpg,Objects_088_h.jpg,36,382.jpg,896.jpg
neg,76.jpg,Landscapes_007_h.jpg,93,32.jpg,79.jpg
neu,181.jpg,neutral_060.jpg,22,159.jpg,184.jpg
neu,184.jpg,neutral_063.jpg,23,24.jpg,435.jpg
neg,920.jpg,9425.jpg,116,321.jpg,895.jpg
neg,373.jpg,6210.jpg,53,779.jpg,305.jpg
neu,538.jpg,neutral_560.jpg,77,151.jpg,668.jpg
neu,48.jpg,neutral_497.jpg,72,102.jpg,181.jpg
neu,156.jpg,neutral_200.jpg,16,23.jpg,202.jpg
neg,848.jpg,Animals_060_h.jpg,102,748.jpg,932.jpg
neg,361.jpg,People_210_h.jpg,50,870.jpg,38.jpg
neg,82.jpg,People_217_h.jpg,99,836.jpg,87.jpg
neu,202.jpg,neutral_667.jpg,27,196.jpg,106.jpg
neu,476.jpg,neutral_456.jpg,71,45.jpg,116.jpg
neu,138.jpg,neutral_119.jpg,11,51.jpg,553.jpg
neg,79.jpg,Objects_109_h.jpg,96,845.jpg,312.jpg
neu,49.jpg,neutral_499.jpg,73,668.jpg,675.jpg
neg,257.jpg,Objects_007_h.jpg,34,848.jpg,942.jpg
neg,316.jpg,Faces_019_h.jpg,44,361.jpg,836.jpg
neu,130.jpg,neutral_504.jpg,9,121.jpg,544.jpg
neg,836.jpg,People_233_h.jpg,100,90.jpg,86.jpg
neg,917.jpg,9424.jpg,115,947.jpg,353.jpg
neg,870.jpg,Faces_041_h.jpg,105,316.jpg,280.jpg
neu,51.jpg,neutral_538.jpg,76,161.jpg,20.jpg
neu,47.jpg,neutral_671.jpg,70,140.jpg,731.jpg
neg,280.jpg,Objects_206_h.jpg,38,267.jpg,382.jpg
neg,90.jpg,6555.jpg,112,268.jpg,276.jpg
neg,353.jpg,Objects_145_h.jpg,49,917.jpg,32.jpg
neu,106.jpg,neutral_057.jpg,3,116.jpg,123.jpg
neu,674.jpg,neutral_196.jpg,85,170.jpg,45.jpg
neu,450.jpg,neutral_276.jpg,66,72.jpg,152.jpg
neg,32.jpg,Faces_172_h.jpg,46,391.jpg,877.jpg
neu,544.jpg,neutral_614.jpg,79,132.jpg,24.jpg
neg,307.jpg,Animals_001_h.jpg,41,916.jpg,281.jpg
neu,714.jpg,neutral_236.jpg,87,421.jpg,130.jpg
neu,952.jpg,neutral_673.jpg,filler,957.jpg,950.jpg
neg,845.jpg,Animals_013_h.jpg,101,353.jpg,372.jpg
neu,123.jpg,neutral_461.jpg,8,184.jpg,200.jpg
neg,409.jpg,9630.jpg,60,86.jpg,246.jpg
neu,542.jpg,neutral_568.jpg,78,731.jpg,138.jpg
neu,121.jpg,neutral_394.jpg,7,10.jpg,173.jpg
neu,116.jpg,neutral_073.jpg,5,446.jpg,560.jpg
neg,305.jpg,People_223_h.jpg,40,900.jpg,361.jpg
neg,366.jpg,1930.jpg,51,895.jpg,245.jpg
neg,900.jpg,6830.jpg,113,884.jpg,4.jpg
neu,435.jpg,neutral_188.jpg,63,6.jpg,542.jpg
neg,987.jpg,6213.jpg,filler,981.jpg,954.jpg
neu,553.jpg,neutral_145.jpg,81,145.jpg,538.jpg
neg,25.jpg,Animals_078_h.jpg,33,245.jpg,366.jpg
neu,151.jpg,neutral_132.jpg,14,553.jpg,113.jpg
neg,382.jpg,6312.jpg,56,280.jpg,917.jpg
neg,916.jpg,9423.jpg,114,281.jpg,268.jpg
neg,769.jpg,People_198_h.jpg,94,809.jpg,267.jpg
neu,460.jpg,neutral_591.jpg,68,50.jpg,461.jpg
neu,118.jpg,neutral_096.jpg,6,123.jpg,55.jpg
neu,6.jpg,neutral_193.jpg,83,675.jpg,724.jpg
neg,391.jpg,blood_034.jpg,57,246.jpg,82.jpg
neg,9.jpg,6370.jpg,111,409.jpg,920.jpg
neu,560.jpg,neutral_148.jpg,82,130.jpg,234.jpg
neu,668.jpg,neutral_194.jpg,84,118.jpg,48.jpg
neg,942.jpg,H123.bmp,119,769.jpg,376.jpg
neu,45.jpg,neutral_270.jpg,65,453.jpg,50.jpg
neg,317.jpg,Faces_034_h.jpg,45,76.jpg,25.jpg
neg,313.jpg,People_226_h.jpg,43,366.jpg,75.jpg
neu,234.jpg,neutral_382.jpg,29,435.jpg,714.jpg
neu,950.jpg,neutral_261.jpg,filler,975.jpg,957.jpg
neg,953.jpg,1050.jpg,filler,954.jpg,987.jpg
