Emotion,Object,Scene,Trial_ID,distractor_object_1,distractor_object_2
neg,947.jpg,Objects_001_h.jpg,120,361.jpg,4.jpg
neu,55.jpg,neutral_620.jpg,80,674.jpg,421.jpg
neg,82.jpg,People_217_h.jpg,99,312.jpg,947.jpg
neg,268.jpg,Objects_088_h.jpg,36,802.jpg,38.jpg
neg,245.jpg,Animals_033_h.jpg,31,246.jpg,870.jpg
neu,506.jpg,neutral_532.jpg,75,460.jpg,181.jpg
neu,116.jpg,neutral_073.jpg,5,47.jpg,200.jpg
neu,668.jpg,neutral_194.jpg,84,50.jpg,118.jpg
neg,79.jpg,Objects_109_h.jpg,96,382.jpg,245.jpg
neu,48.jpg,neutral_497.jpg,72,51.jpg,446.jpg
neg,246.jpg,Animals_062_h.jpg,32,245.jpg,382.jpg
neg,280.jpg,Objects_206_h.jpg,38,391.jpg,86.jpg
neu,553.jpg,neutral_145.jpg,81,450.jpg,156.jpg
neg,809.jpg,People_058_h.jpg,98,257.jpg,332.jpg
neg,307.jpg,Animals_001_h.jpg,41,305.jpg,25.jpg
neu,196.jpg,neutral_067.jpg,24,544.jpg,170.jpg
neg,987.jpg,6213.jpg,filler,954.jpg,981.jpg
neu,166.jpg,neutral_422.jpg,19,24.jpg,435.jpg
neg,373.jpg,6210.jpg,53,332.jpg,845.jpg
neu,435.jpg,neutral_188.jpg,63,714.jpg,51.jpg
neu,446.jpg,neutral_201.jpg,64,202.jpg,10.jpg
neg,372.jpg,2692.jpg,52,82.jpg,916.jpg
neu,102.jpg,neutral_003.jpg,2,731.jpg,24.jpg
neu,118.jpg,neutral_096.jpg,6,48.jpg,138.jpg
neu,202.jpg,neutral_667.jpg,27,55.jpg,152.jpg
neg,321.jpg,Faces_302_h.jpg,47,895.jpg,90.jpg
neu,49.jpg,neutral_499.jpg,73,132.jpg,506.jpg
neu,200.jpg,neutral_198.jpg,26,10.jpg,113.jpg
neu,138.jpg,neutral_119.jpg,11,72.jpg,140.jpg
neg,884.jpg,Landscapes_002_h.jpg,107,848.jpg,87.jpg
neg,281.jpg,People_239_h.jpg,39,87.jpg,895.jpg
neu,542.jpg,neutral_568.jpg,78,181.jpg,234.jpg
neg,25.jpg,Animals_078_h.jpg,33,321.jpg,268.jpg
neg,257.jpg,Objects_007_h.jpg,34,280.jpg,896.jpg
neu,675.jpg,neutral_598.jpg,86,41.jpg,184.jpg
neu,170.jpg,neutral_423.jpg,20,184.jpg,151.jpg
neg,870.jpg,Faces_041_h.jpg,105,313.jpg,917.jpg
neg,926.jpg,Animals_073_h.jpg,117,920.jpg,82.jpg
neu,161.jpg,neutral_416.jpg,18,553.jpg,23.jpg
neu,674.jpg,neutral_196.jpg,85,506.jpg,668.jpg
neg,313.jpg,People_226_h.jpg,43,376.jpg,802.jpg
neu,421.jpg,neutral_131.jpg,62,200.jpg,476.jpg
neu,41.jpg,neutral_130.jpg,61,453.jpg,6.jpg
neu,151.jpg,neutral_132.jpg,14,173.jpg,675.jpg
neg,267.jpg,Objects_011_h.jpg,35,916.jpg,391.jpg
neu,140.jpg,neutral_121.jpg,12,476.jpg,102.jpg
neg,877.jpg,Faces_283_h.jpg,106,896.jpg,79.jpg
neu,6.jpg,neutral_193.jpg,83,140.jpg,560.jpg
neg,276.jpg,Objects_125_h.jpg,37,769.jpg,409.jpg
neu,130.jpg,neutral_504.jpg,9,234.jpg,196.jpg
neu,952.jpg,neutral_673.jpg,filler,950.jpg,975.jpg
neg,916.jpg,9423.jpg,114,917.jpg,246.jpg
neg,9.jpg,6370.jpg,111,316.jpg,877.jpg
neu,23.jpg,neutral_104.jpg,28,151.jpg,166.jpg
neg,376.jpg,6211.jpg,54,86.jpg,276.jpg
neg,954.jpg,People_143_h.jpg,filler,953.jpg,987.jpg
neg,382.jpg,6312.jpg,56,268.jpg,926.jpg
neu,453.jpg,neutral_588.jpg,67,724.jpg,553.jpg
neg,391.jpg,blood_034.jpg,57,317.jpg,280.jpg
neg,86.jpg,Faces_007_h.jpg,103,926.jpg,884.jpg
neu,20.jpg,neutral_223.jpg,25,113.jpg,41.jpg
neg,87.jpg,Faces_028_h.jpg,104,353.jpg,809.jpg
neu,544.jpg,neutral_614.jpg,79,446.jpg,202.jpg
neg,897.jpg,People_147_h.jpg,110,836.jpg,366.jpg
neu,460.jpg,neutral_591.jpg,68,435.jpg,20.jpg
neg,406.jpg,H044.bmp,59,366.jpg,281.jpg
neu,10.jpg,neutral_001.jpg,1,106.jpg,461.jpg
neu,461.jpg,neutral_638.jpg,69,421.jpg,116.jpg
neu,173.jpg,neutral_290.jpg,21,138.jpg,544.jpg
neg,769.jpg,People_198_h.jpg,94,9.jpg,836.jpg
neg,76.jpg,Landscapes_007_h.jpg,93,870.jpg,932.jpg
neu,560.jpg,neutral_148.jpg,82,6.jpg,145.jpg
neu,113.jpg,neutral_069.jpg,4,45.jpg,714.jpg
neg,836.jpg,People_233_h.jpg,100,406.jpg,307.jpg
neu,45.jpg,neutral_270.jpg,65,130.jpg,50.jpg
neg,312.jpg,Animals_025_h.jpg,42,779.jpg,942.jpg
neg,917.jpg,9424.jpg,115,884.jpg,75.jpg
neg,4.jpg,Faces_274_h.jpg,58,281.jpg,406.jpg
neg,981.jpg,People_133_h.jpg,filler,987.jpg,953.jpg
neu,950.jpg,neutral_261.jpg,filler,952.jpg,957.jpg
