Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neu,IMDF_scanner,950.jpg,neutral_261.jpg,,91,9999,red,FILLER,IMDF_scanner,yes,first,91,9999,121,5,57,TBF,9999,1
neg,IMDF_scanner,954.jpg,People_143_h.jpg,,94,9999,red,FILLER,IMDF_scanner,yes,first,9999,92,124,5,57,TBF,9999,2
neu,IMDF_scanner,538.jpg,neutral_560.jpg,1,9999,47,green,TBR_neu,IMDF_scanner,no,,77,9999,77,3,57,TBR,two,3
neg,IMDF_scanner,82.jpg,People_217_h.jpg,1,9999,69,red,TBF_neg,IMDF_scanner,no,,9999,69,99,4,57,TBF,one,4
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,5
neu,IMDF_scanner,23.jpg,neutral_104.jpg,1,58,9999,red,TBF_neu,IMDF_scanner,no,,58,9999,28,1,57,TBF,two,6
neg,IMDF_scanner,947.jpg,Objects_001_h.jpg,1,9999,90,red,TBF_neg,IMDF_scanner,no,,9999,90,120,4,57,TBF,two,7
neu,IMDF_scanner,156.jpg,neutral_200.jpg,1,46,9999,red,TBF_neu,IMDF_scanner,no,,46,9999,16,1,57,TBF,two,8
neg,IMDF_scanner,86.jpg,Faces_007_h.jpg,1,9999,73,green,TBR_neg,IMDF_scanner,no,,9999,73,103,4,57,TBR,one,9
neg,IMDF_scanner,276.jpg,Objects_125_h.jpg,1,67,9999,green,TBR_neg,IMDF_scanner,no,,9999,37,37,2,57,TBR,one,10
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,11
neg,IMDF_scanner,373.jpg,6210.jpg,1,83,9999,red,TBF_neg,IMDF_scanner,no,,9999,53,53,2,57,TBF,two,12
neu,IMDF_scanner,102.jpg,neutral_003.jpg,1,32,9999,green,TBR_neu,IMDF_scanner,no,,32,9999,2,1,57,TBR,one,13
neu,IMDF_scanner,668.jpg,neutral_194.jpg,1,9999,54,green,TBR_neu,IMDF_scanner,no,,84,9999,84,3,57,TBR,two,14
neu,IMDF_scanner,506.jpg,neutral_532.jpg,1,9999,45,green,TBR_neu,IMDF_scanner,no,,75,9999,75,3,57,TBR,one,15
neg,IMDF_scanner,332.jpg,Landscapes_025_h.jpg,1,78,9999,red,TBF_neg,IMDF_scanner,no,,9999,48,48,2,57,TBF,two,16
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,17
neu,IMDF_scanner,24.jpg,neutral_224.jpg,1,60,9999,green,TBR_neu,IMDF_scanner,no,,60,9999,30,1,57,TBR,two,18
neu,IMDF_scanner,234.jpg,neutral_382.jpg,1,59,9999,red,TBF_neu,IMDF_scanner,no,,59,9999,29,1,57,TBF,two,19
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,20
neg,IMDF_scanner,836.jpg,People_233_h.jpg,1,9999,70,green,TBR_neg,IMDF_scanner,no,,9999,70,100,4,57,TBR,one,21
neu,IMDF_scanner,181.jpg,neutral_060.jpg,1,52,9999,green,TBR_neu,IMDF_scanner,no,,52,9999,22,1,57,TBR,two,22
neu,IMDF_scanner,450.jpg,neutral_276.jpg,1,9999,36,red,TBF_neu,IMDF_scanner,no,,66,9999,66,3,57,TBF,one,23
neu,IMDF_scanner,159.jpg,neutral_370.jpg,1,47,9999,red,TBF_neu,IMDF_scanner,no,,47,9999,17,1,57,TBF,two,24
neg,IMDF_scanner,75.jpg,Animals_065_h.jpg,1,9999,62,red,TBF_neg,IMDF_scanner,no,,9999,62,92,4,57,TBF,one,25
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,26
neg,IMDF_scanner,316.jpg,Faces_019_h.jpg,1,74,9999,red,TBF_neg,IMDF_scanner,no,,9999,44,44,2,57,TBF,one,27
neu,IMDF_scanner,152.jpg,neutral_171.jpg,1,45,9999,green,TBR_neu,IMDF_scanner,no,,45,9999,15,1,57,TBR,one,28
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,29
neu,IMDF_scanner,435.jpg,neutral_188.jpg,1,9999,33,green,TBR_neu,IMDF_scanner,no,,63,9999,63,3,57,TBR,one,30
neu,IMDF_scanner,170.jpg,neutral_423.jpg,1,50,9999,red,TBF_neu,IMDF_scanner,no,,50,9999,20,1,57,TBF,two,31
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,32
neu,IMDF_scanner,544.jpg,neutral_014.jpg,1,9999,49,green,TBR_neu,IMDF_scanner,no,,79,9999,79,3,57,TBR,two,33
neg,IMDF_scanner,38.jpg,6300.jpg,1,85,9999,green,TBR_neg,IMDF_scanner,no,,9999,55,55,2,57,TBR,two,34
neg,IMDF_scanner,32.jpg,Faces_172_h.jpg,1,76,9999,red,TBF_neg,IMDF_scanner,no,,9999,46,46,2,57,TBF,two,35
neg,IMDF_scanner,361.jpg,People_210_h.jpg,1,80,9999,green,TBR_neg,IMDF_scanner,no,,9999,50,50,2,57,TBR,two,36
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,37
neu,IMDF_scanner,560.jpg,neutral_148.jpg,1,9999,52,red,TBF_neu,IMDF_scanner,no,,82,9999,82,3,57,TBF,two,38
neu,IMDF_scanner,130.jpg,neutral_504.jpg,1,39,9999,red,TBF_neu,IMDF_scanner,no,,39,9999,9,1,57,TBF,one,39
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,40
neg,IMDF_scanner,76.jpg,Landscapes_007_h.jpg,1,9999,63,green,TBR_neg,IMDF_scanner,no,,9999,63,93,4,57,TBR,one,41
neu,IMDF_scanner,166.jpg,neutral_422.jpg,1,49,9999,red,TBF_neu,IMDF_scanner,no,,49,9999,19,1,57,TBF,two,42
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,43
neg,IMDF_scanner,877.jpg,Faces_283_h.jpg,1,9999,76,green,TBR_neg,IMDF_scanner,no,,9999,76,106,4,57,TBR,two,44
neg,IMDF_scanner,257.jpg,Objects_007_h.jpg,1,64,9999,red,TBF_neg,IMDF_scanner,no,,9999,34,34,2,57,TBF,one,45
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,46
neg,IMDF_scanner,307.jpg,Animals_001_h.jpg,1,71,9999,green,TBR_neg,IMDF_scanner,no,,9999,41,41,2,57,TBR,one,47
neg,IMDF_scanner,848.jpg,Animals_060_h.jpg,1,9999,72,green,TBR_neg,IMDF_scanner,no,,9999,72,102,4,57,TBR,one,48
neg,IMDF_scanner,25.jpg,Animals_078_h.jpg,1,63,9999,red,TBF_neg,IMDF_scanner,no,,9999,33,33,2,57,TBF,one,49
neu,IMDF_scanner,460.jpg,neutral_591.jpg,1,9999,38,red,TBF_neu,IMDF_scanner,no,,68,9999,68,3,57,TBF,one,50
neu,IMDF_scanner,553.jpg,neutral_145.jpg,1,9999,51,red,TBF_neu,IMDF_scanner,no,,81,9999,81,3,57,TBF,two,51
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,52
neg,IMDF_scanner,926.jpg,Animals_073_h.jpg,1,9999,87,red,TBF_neg,IMDF_scanner,no,,9999,87,117,4,57,TBF,two,53
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,54
neu,IMDF_scanner,173.jpg,neutral_290.jpg,1,51,9999,red,TBF_neu,IMDF_scanner,no,,51,9999,21,1,57,TBF,two,55
neu,IMDF_scanner,20.jpg,neutral_223.jpg,1,55,9999,green,TBR_neu,IMDF_scanner,no,,55,9999,25,1,57,TBR,two,56
neg,IMDF_scanner,267.jpg,Objects_011_h.jpg,1,65,9999,green,TBR_neg,IMDF_scanner,no,,9999,35,35,2,57,TBR,one,57
neu,IMDF_scanner,731.jpg,neutral_244.jpg,1,9999,60,red,TBF_neu,IMDF_scanner,no,,90,9999,90,3,57,TBF,two,58
neg,IMDF_scanner,268.jpg,Objects_088_h.jpg,1,66,9999,red,TBF_neg,IMDF_scanner,no,,9999,36,36,2,57,TBF,one,59
neg,IMDF_scanner,769.jpg,People_198_h.jpg,1,9999,64,green,TBR_neg,IMDF_scanner,no,,9999,64,94,4,57,TBR,one,60
neu,IMDF_scanner,49.jpg,neutral_499.jpg,1,9999,43,green,TBR_neu,IMDF_scanner,no,,73,9999,73,3,57,TBR,one,61
neg,IMDF_scanner,917.jpg,9424.jpg,1,9999,85,red,TBF_neg,IMDF_scanner,no,,9999,85,115,4,57,TBF,two,62
neu,IMDF_scanner,121.jpg,neutral_394.jpg,1,37,9999,red,TBF_neu,IMDF_scanner,no,,37,9999,7,1,57,TBF,one,63
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,64
neg,IMDF_scanner,382.jpg,6312.jpg,1,86,9999,red,TBF_neg,IMDF_scanner,no,,9999,56,56,2,57,TBF,two,65
neu,IMDF_scanner,106.jpg,neutral_057.jpg,1,33,9999,green,TBR_neu,IMDF_scanner,no,,33,9999,3,1,57,TBR,one,66
neg,IMDF_scanner,897.jpg,People_147_h.jpg,1,9999,80,green,TBR_neg,IMDF_scanner,no,,9999,80,110,4,57,TBR,two,67
neg,IMDF_scanner,900.jpg,6830.jpg,1,9999,83,green,TBR_neg,IMDF_scanner,no,,9999,83,113,4,57,TBR,two,68
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,69
neg,IMDF_scanner,87.jpg,Faces_028_h.jpg,1,9999,74,green,TBR_neg,IMDF_scanner,no,,9999,74,104,4,57,TBR,one,70
neu,IMDF_scanner,116.jpg,neutral_073.jpg,1,35,9999,green,TBR_neu,IMDF_scanner,no,,35,9999,5,1,57,TBR,one,71
neg,IMDF_scanner,409.jpg,9630.jpg,1,90,9999,red,TBF_neg,IMDF_scanner,no,,9999,60,60,2,57,TBF,two,72
neu,IMDF_scanner,453.jpg,neutral_588.jpg,1,9999,37,red,TBF_neu,IMDF_scanner,no,,67,9999,67,3,57,TBF,one,73
neu,IMDF_scanner,421.jpg,neutral_131.jpg,1,9999,32,green,TBR_neu,IMDF_scanner,no,,62,9999,62,3,57,TBR,one,74
neu,IMDF_scanner,724.jpg,neutral_242.jpg,1,9999,59,green,TBR_neu,IMDF_scanner,no,,89,9999,89,3,57,TBR,two,75
neg,IMDF_scanner,895.jpg,Objects_003_h.jpg,1,9999,78,green,TBR_neg,IMDF_scanner,no,,9999,78,108,4,57,TBR,two,76
neg,IMDF_scanner,317.jpg,Faces_034_h.jpg,1,75,9999,red,TBF_neg,IMDF_scanner,no,,9999,45,45,2,57,TBF,one,77
neu,IMDF_scanner,957.jpg,neutral_695.jpg,,9999,91,green,FILLER,IMDF_scanner,yes,middle,93,9999,125,5,57,TBR,9999,78
neg,IMDF_scanner,981.jpg,People_133_h.jpg,,9999,93,red,FILLER,IMDF_scanner,yes,middle,9999,93,127,5,57,TBF,9999,79
neu,IMDF_scanner,952.jpg,neutral_673.jpg,,92,9999,green,FILLER,IMDF_scanner,yes,middle,92,9999,122,5,57,TBR,9999,80
neg,IMDF_scanner,987.jpg,6213.jpg,,9999,94,green,FILLER,IMDF_scanner,yes,middle,9999,94,128,5,57,TBR,9999,81
neg,IMDF_scanner,779.jpg,Objects_022_h.jpg,2,9999,65,red,TBF_neg,IMDF_scanner,no,,9999,65,95,4,57,TBF,one,82
neu,IMDF_scanner,446.jpg,neutral_201.jpg,2,9999,34,green,TBR_neu,IMDF_scanner,no,,64,9999,64,3,57,TBR,one,83
neg,IMDF_scanner,372.jpg,2692.jpg,2,82,9999,red,TBF_neg,IMDF_scanner,no,,9999,52,52,2,57,TBF,two,84
neu,IMDF_scanner,184.jpg,neutral_063.jpg,2,53,9999,red,TBF_neu,IMDF_scanner,no,,53,9999,23,1,57,TBF,two,85
neg,IMDF_scanner,896.jpg,People_003_h.jpg,2,9999,79,green,TBR_neg,IMDF_scanner,no,,9999,79,109,4,57,TBR,two,86
neu,IMDF_scanner,72.jpg,neutral_240.jpg,2,9999,58,red,TBF_neu,IMDF_scanner,no,,88,9999,88,3,57,TBF,two,87
neu,IMDF_scanner,113.jpg,neutral_069.jpg,2,34,9999,green,TBR_neu,IMDF_scanner,no,,34,9999,4,1,57,TBR,one,88
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,89
neg,IMDF_scanner,9.jpg,6370.jpg,2,9999,81,green,TBR_neg,IMDF_scanner,no,,9999,81,111,4,57,TBR,two,90
neu,IMDF_scanner,48.jpg,neutral_497.jpg,2,9999,42,red,TBF_neu,IMDF_scanner,no,,72,9999,72,3,57,TBF,one,91
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,92
neu,IMDF_scanner,41.jpg,neutral_130.jpg,2,9999,31,red,TBF_neu,IMDF_scanner,no,,61,9999,61,3,57,TBF,one,93
neu,IMDF_scanner,10.jpg,neutral_001.jpg,2,31,9999,green,TBR_neu,IMDF_scanner,no,,31,9999,1,1,57,TBR,one,94
neu,IMDF_scanner,542.jpg,neutral_568.jpg,2,9999,48,green,TBR_neu,IMDF_scanner,no,,78,9999,78,3,57,TBR,two,95
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,96
neg,IMDF_scanner,920.jpg,9425.jpg,2,9999,86,green,TBR_neg,IMDF_scanner,no,,9999,86,116,4,57,TBR,two,97
neu,IMDF_scanner,161.jpg,neutral_416.jpg,2,48,9999,green,TBR_neu,IMDF_scanner,no,,48,9999,18,1,57,TBR,two,98
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,99
neg,IMDF_scanner,802.jpg,Objects_126_h.jpg,2,9999,67,red,TBF_neg,IMDF_scanner,no,,9999,67,97,4,57,TBF,one,100
neg,IMDF_scanner,313.jpg,People_226_h.jpg,2,73,9999,green,TBR_neg,IMDF_scanner,no,,9999,43,43,2,57,TBR,one,101
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,102
neu,IMDF_scanner,51.jpg,neutral_538.jpg,2,9999,46,green,TBR_neu,IMDF_scanner,no,,76,9999,76,3,57,TBR,two,103
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,104
neg,IMDF_scanner,406.jpg,H044.bmp,2,89,9999,red,TBF_neg,IMDF_scanner,no,,9999,59,59,2,57,TBF,two,105
neg,IMDF_scanner,4.jpg,Faces_274_h.jpg,2,88,9999,green,TBR_neg,IMDF_scanner,no,,9999,58,58,2,57,TBR,two,106
neg,IMDF_scanner,366.jpg,1930.jpg,2,81,9999,green,TBR_neg,IMDF_scanner,no,,9999,51,51,2,57,TBR,two,107
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,108
neu,IMDF_scanner,118.jpg,neutral_096.jpg,2,36,9999,red,TBF_neu,IMDF_scanner,no,,36,9999,6,1,57,TBF,one,109
neu,IMDF_scanner,675.jpg,neutral_598.jpg,2,9999,56,red,TBF_neu,IMDF_scanner,no,,86,9999,86,3,57,TBF,two,110
neu,IMDF_scanner,196.jpg,neutral_067.jpg,2,54,9999,green,TBR_neu,IMDF_scanner,no,,54,9999,24,1,57,TBR,two,111
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,112
neg,IMDF_scanner,845.jpg,Animals_013_h.jpg,2,9999,71,green,TBR_neg,IMDF_scanner,no,,9999,71,101,4,57,TBR,one,113
neu,IMDF_scanner,50.jpg,neutral_531.jpg,2,9999,44,red,TBF_neu,IMDF_scanner,no,,74,9999,74,3,57,TBF,one,114
neg,IMDF_scanner,353.jpg,Objects_145_h.jpg,2,79,9999,red,TBF_neg,IMDF_scanner,no,,9999,49,49,2,57,TBF,two,115
neu,IMDF_scanner,45.jpg,neutral_270.jpg,2,9999,35,red,TBF_neu,IMDF_scanner,no,,65,9999,65,3,57,TBF,one,116
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,117
neu,IMDF_scanner,714.jpg,neutral_236.jpg,2,9999,57,red,TBF_neu,IMDF_scanner,no,,87,9999,87,3,57,TBF,two,118
neg,IMDF_scanner,916.jpg,9423.jpg,2,9999,84,green,TBR_neg,IMDF_scanner,no,,9999,84,114,4,57,TBR,two,119
neg,IMDF_scanner,280.jpg,Objects_206_h.jpg,2,68,9999,red,TBF_neg,IMDF_scanner,no,,9999,38,38,2,57,TBF,one,120
neu,IMDF_scanner,202.jpg,neutral_667.jpg,2,57,9999,red,TBF_neu,IMDF_scanner,no,,57,9999,27,1,57,TBF,two,121
neg,IMDF_scanner,245.jpg,Animals_033_h.jpg,2,61,9999,green,TBR_neg,IMDF_scanner,no,,9999,31,31,2,57,TBR,one,122
neg,IMDF_scanner,79.jpg,Objects_109_h.jpg,2,9999,66,red,TBF_neg,IMDF_scanner,no,,9999,66,96,4,57,TBF,one,123
neu,IMDF_scanner,674.jpg,neutral_196.jpg,2,9999,55,green,TBR_neu,IMDF_scanner,no,,85,9999,85,3,57,TBR,two,124
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,125
neg,IMDF_scanner,312.jpg,Animals_025_h.jpg,2,72,9999,red,TBF_neg,IMDF_scanner,no,,9999,42,42,2,57,TBF,one,126
neg,IMDF_scanner,321.jpg,Faces_302_h.jpg,2,77,9999,red,TBF_neg,IMDF_scanner,no,,9999,47,47,2,57,TBF,two,127
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,128
neg,IMDF_scanner,90.jpg,6555.jpg,2,9999,82,green,TBR_neg,IMDF_scanner,no,,9999,82,112,4,57,TBR,two,129
neu,IMDF_scanner,476.jpg,neutral_456.jpg,2,9999,41,green,TBR_neu,IMDF_scanner,no,,71,9999,71,3,57,TBR,one,130
neg,IMDF_scanner,932.jpg,Faces_272_h.jpg,2,9999,88,green,TBR_neg,IMDF_scanner,no,,9999,88,118,4,57,TBR,two,131
neu,IMDF_scanner,145.jpg,neutral_125.jpg,2,43,9999,red,TBF_neu,IMDF_scanner,no,,43,9999,13,1,57,TBF,one,132
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,133
neg,IMDF_scanner,376.jpg,6211.jpg,2,84,9999,green,TBR_neg,IMDF_scanner,no,,9999,54,54,2,57,TBR,two,134
neu,IMDF_scanner,6.jpg,neutral_193.jpg,2,9999,53,green,TBR_neu,IMDF_scanner,no,,83,9999,83,3,57,TBR,two,135
neg,IMDF_scanner,884.jpg,Landscapes_002_h.jpg,2,9999,77,red,TBF_neg,IMDF_scanner,no,,9999,77,107,4,57,TBF,two,136
neu,IMDF_scanner,55.jpg,neutral_620.jpg,2,9999,50,green,TBR_neu,IMDF_scanner,no,,80,9999,80,3,57,TBR,two,137
neg,IMDF_scanner,391.jpg,blood_034.jpg,2,87,9999,red,TBF_neg,IMDF_scanner,no,,9999,57,57,2,57,TBF,two,138
neg,IMDF_scanner,246.jpg,Animals_062_h.jpg,2,62,9999,red,TBF_neg,IMDF_scanner,no,,9999,32,32,2,57,TBF,one,139
neg,IMDF_scanner,305.jpg,People_223_h.jpg,2,70,9999,green,TBR_neg,IMDF_scanner,no,,9999,40,40,2,57,TBR,one,140
neu,IMDF_scanner,132.jpg,neutral_585.jpg,2,40,9999,red,TBF_neu,IMDF_scanner,no,,40,9999,10,1,57,TBF,one,141
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,142
neu,IMDF_scanner,138.jpg,neutral_119.jpg,2,41,9999,green,TBR_neu,IMDF_scanner,no,,41,9999,11,1,57,TBR,one,143
neg,IMDF_scanner,942.jpg,H123.bmp,2,9999,89,green,TBR_neg,IMDF_scanner,no,,9999,89,119,4,57,TBR,two,144
neu,IMDF_scanner,140.jpg,neutral_121.jpg,2,42,9999,green,TBR_neu,IMDF_scanner,no,,42,9999,12,1,57,TBR,one,145
neg,IMDF_scanner,748.jpg,Animals_018_h.jpg,2,9999,61,red,TBF_neg,IMDF_scanner,no,,9999,61,91,4,57,TBF,one,146
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,147
neg,IMDF_scanner,809.jpg,People_058_h.jpg,2,9999,68,red,TBF_neg,IMDF_scanner,no,,9999,68,98,4,57,TBF,one,148
neu,IMDF_scanner,123.jpg,neutral_461.jpg,2,38,9999,green,TBR_neu,IMDF_scanner,no,,38,9999,8,1,57,TBR,one,149
neu,IMDF_scanner,151.jpg,neutral_132.jpg,2,44,9999,green,TBR_neu,IMDF_scanner,no,,44,9999,14,1,57,TBR,one,150
neu,IMDF_scanner,47.jpg,neutral_671.jpg,2,9999,40,red,TBF_neu,IMDF_scanner,no,,70,9999,70,3,57,TBF,one,151
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,57,None,,152
neu,IMDF_scanner,200.jpg,neutral_198.jpg,2,56,9999,red,TBF_neu,IMDF_scanner,no,,56,9999,26,1,57,TBF,two,153
neu,IMDF_scanner,461.jpg,neutral_638.jpg,2,9999,39,red,TBF_neu,IMDF_scanner,no,,69,9999,69,3,57,TBF,one,154
