Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,IMDF_scanner,987.jpg,6213.jpg,,9999,94,red,FILLER,IMDF_scanner,yes,first,9999,94,128,5,2,TBF,9999,1
neu,IMDF_scanner,957.jpg,neutral_695.jpg,,9999,91,red,FILLER,IMDF_scanner,yes,first,93,9999,125,5,2,TBF,9999,2
neg,IMDF_scanner,372.jpg,2692.jpg,1,82,9999,red,TBF_neg,IMDF_scanner,no,,9999,52,52,2,2,TBF,two,3
neg,IMDF_scanner,4.jpg,Faces_274_h.jpg,1,88,9999,red,TBF_neg,IMDF_scanner,no,,9999,58,58,2,2,TBF,two,4
neu,IMDF_scanner,123.jpg,neutral_461.jpg,1,38,9999,red,TBF_neu,IMDF_scanner,no,,38,9999,8,1,2,TBF,one,5
neg,IMDF_scanner,75.jpg,Animals_065_h.jpg,1,9999,62,green,TBR_neg,IMDF_scanner,no,,9999,62,92,4,2,TBR,one,6
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,2,None,,7
neg,IMDF_scanner,897.jpg,People_147_h.jpg,1,9999,80,green,TBR_neg,IMDF_scanner,no,,9999,80,110,4,2,TBR,two,8
neu,IMDF_scanner,156.jpg,neutral_200.jpg,1,46,9999,green,TBR_neu,IMDF_scanner,no,,46,9999,16,1,2,TBR,two,9
neu,IMDF_scanner,102.jpg,neutral_003.jpg,1,32,9999,green,TBR_neu,IMDF_scanner,no,,32,9999,2,1,2,TBR,one,10
neu,IMDF_scanner,173.jpg,neutral_290.jpg,1,51,9999,red,TBF_neu,IMDF_scanner,no,,51,9999,21,1,2,TBF,two,11
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,2,None,,12
neu,IMDF_scanner,731.jpg,neutral_244.jpg,1,9999,60,red,TBF_neu,IMDF_scanner,no,,90,9999,90,3,2,TBF,two,13
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,2,None,,14
