Emotion,Exp_ID,NT_ID,Object,Scene,Set_ID,T_ID,color,condition,exp_ID,filler,filler_type,main_run,neg_ID,neu_ID,null_ID,pair_ID,pp_ID,repetition,think_condition,trial_count
neg,TNT_scanner,9999,brick.jpg,Objects_106_vdisgust.jpg,,75,red,FILLER,TNT_scanner,yes,first,first,75,999,100,filler,68,one,NT,1
neu,TNT_scanner,9999,fryingpan02a.jpg,neutral_066.jpg,,74,green,FILLER,TNT_scanner,yes,first,first,9999,75,99,filler,68,one,T,2
neu,TNT_scanner,28,belt02a.jpg,neutral_293.jpg,1,9999,red,NT_neu,TNT_scanner,no,,first,28,9999,3,3,68,one,NT,3
neg,TNT_scanner,9999,hanger02a.jpg,People_077_vfear.jpg,1,59,red,NT_neg,TNT_scanner,no,,first,9999,59,82,46,68,one,NT,4
None,TNT_scanner,,,,1,,None,NULL,TNT_scanner,,,first,,,9999,,68,one,None,5
neu,TNT_scanner,36,chair.jpg,neutral_144.jpg,1,9999,red,NT_neu,TNT_scanner,no,,first,36,9999,11,11,68,one,NT,6
None,TNT_scanner,,,,1,,None,NULL,TNT_scanner,,,first,,,9999,,68,one,None,7
neu,TNT_scanner,9999,binder03b.jpg,neutral_512.jpg,1,33,green,T_neu,TNT_scanner,no,,first,57,9999,56,32,68,one,T,8
None,TNT_scanner,,,,1,,None,NULL,TNT_scanner,,,first,,,9999,,68,one,None,9
neg,TNT_scanner,9999,measuringcup01.jpg,2811_object_fear.jpg,1,61,green,T_neg,TNT_scanner,no,,first,9999,61,84,48,68,one,T,10
neu,TNT_scanner,32,ring01.jpg,neutral_226.jpg,1,9999,green,T_neu,TNT_scanner,no,,first,32,9999,7,7,68,one,T,11
neg,TNT_scanner,50,thimble.jpg,Objects_021_vdisgust.jpg,1,9999,red,NT_neg,TNT_scanner,no,,first,9999,26,25,13,68,one,NT,12
neu,TNT_scanner,9999,pencilsharpener02a.jpg,neutral_022.jpg,1,34,red,NT_neu,TNT_scanner,no,,first,58,9999,57,33,68,one,NT,13
neu,TNT_scanner,30,radio02.jpg,neutral_331.jpg,1,9999,green,T_neu,TNT_scanner,no,,first,30,9999,5,5,68,one,T,14
neg,TNT_scanner,9999,spoon01.jpg,Animals_008_v_disgust.jpg,1,60,green,T_neg,TNT_scanner,no,,first,9999,60,83,47,68,one,T,15
neg,TNT_scanner,52,key01.jpg,1033_animal_fearanddisgust.jpg,1,9999,green,T_neg,TNT_scanner,no,,first,9999,28,27,15,68,one,T,16
neg,TNT_scanner,56,makeupbrush04.jpg,People_127_fearh.jpg,1,9999,red,NT_neg,TNT_scanner,no,,first,9999,32,31,19,68,one,NT,17
neu,TNT_scanner,37,bottlecap.jpg,neutral_134.jpg,2,9999,green,T_neu,TNT_scanner,no,,first,37,9999,12,12,68,one,T,18
neg,TNT_scanner,9999,stapler03a.jpg,People_001_hsadterror.jpg,2,54,red,NT_neg,TNT_scanner,no,,first,9999,54,77,41,68,one,NT,19
None,TNT_scanner,,,,2,,None,NULL,TNT_scanner,,,first,,,9999,,68,one,None,20
neu,TNT_scanner,9999,lifejacket.jpg,neutral_247.jpg,2,36,red,NT_neu,TNT_scanner,no,,first,60,9999,59,35,68,one,NT,21
neg,TNT_scanner,9999,plasticflower01a.jpg,6550_people_fear.jpg,2,58,red,NT_neg,TNT_scanner,no,,first,9999,58,81,45,68,one,NT,22
None,TNT_scanner,,,,2,,None,NULL,TNT_scanner,,,first,,,9999,,68,one,None,23
neg,TNT_scanner,55,safetypin.jpg,8480_people_fear.jpg,2,9999,red,NT_neg,TNT_scanner,no,,first,9999,31,30,18,68,one,NT,24
neu,TNT_scanner,35,chessboard.jpg,neutral_227.jpg,2,9999,green,T_neu,TNT_scanner,no,,first,35,9999,10,10,68,one,T,25
neg,TNT_scanner,51,binoculars01b.jpg,Animals_221_hdisgustfear.jpg,2,9999,green,T_neg,TNT_scanner,no,,first,9999,27,26,14,68,one,T,26
neg,TNT_scanner,60,towel02a.jpg,Objects_006_hdisgust.jpg,2,9999,green,T_neg,TNT_scanner,no,,first,9999,36,35,23,68,one,T,27
neu,TNT_scanner,9999,battery02b.jpg,neutral_509.jpg,2,31,red,NT_neu,TNT_scanner,no,,first,55,9999,54,30,68,one,NT,28
neu,TNT_scanner,9999,bow04.jpg,neutral_128.jpg,2,27,green,T_neu,TNT_scanner,no,,first,51,9999,50,26,68,one,T,29
neu,TNT_scanner,9999,watch02a.jpg,neutral_380.jpg,2,32,red,NT_neu,TNT_scanner,no,,first,56,9999,55,31,68,one,NT,30
None,TNT_scanner,,,,2,,None,NULL,TNT_scanner,,,first,,,9999,,68,one,None,31
neg,TNT_scanner,59,measuringtape01.jpg,Faces_363_vsad.jpg,2,9999,green,T_neg,TNT_scanner,no,,first,9999,35,34,22,68,one,T,32
neu,TNT_scanner,31,negativefilm.jpg,neutral_192.jpg,3,9999,green,T_neu,TNT_scanner,no,,first,31,9999,6,6,68,one,T,33
neg,TNT_scanner,57,pictureframe04.jpg,9433_people-disgust.jpg,3,9999,green,T_neg,TNT_scanner,no,,first,9999,33,32,20,68,one,T,34
neu,TNT_scanner,27,tuque03b.jpg,neutral_098.jpg,3,9999,red,NT_neu,TNT_scanner,no,,first,27,9999,2,2,68,one,NT,35
neg,TNT_scanner,54,box01.jpg,2900.1_people_crying.jpg,3,9999,red,NT_neg,TNT_scanner,no,,first,9999,30,29,17,68,one,NT,36
neg,TNT_scanner,9999,ruler05.jpg,1201_animal_fearanddisgust.jpg,3,50,green,T_neg,TNT_scanner,no,,first,9999,50,73,37,68,one,T,37
