Emotion,NT_ID,Object,Scene,Set_ID,T_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,pair_ID,pp_ID,repetition,think_condition,trial_count
neg,9999,brick.jpg,Objects_106_vdisgust.jpg,,75,red,NTnegFILLER,TNT_scanner,yes,75,999,100,filler,23,one,NT,1
neu,74,pingpongracket.jpg,neutral_053.jpg,,9999,red,TneuFILLER,TNT_scanner,yes,9999,74,97,filler,23,one,NT,2
neg,9999,boot02b.jpg,Objects_328_hdisgust.jpg,1,51,red,NT_neg,TNT_scanner,no,9999,51,74,38,23,one,NT,3
neu,9999,watch02a.jpg,neutral_380.jpg,1,32,red,NT_neu,TNT_scanner,no,56,9999,55,31,23,one,NT,4
neu,33,fan.jpg,neutral_706.jpg,1,9999,red,NT_neu,TNT_scanner,no,33,9999,8,8,23,one,NT,5
neu,9999,stackingrings01a.jpg,neutral_246.jpg,1,29,green,T_neu,TNT_scanner,no,53,9999,52,28,23,one,T,6
neg,59,measuringtape01.jpg,Faces_363_vsad.jpg,1,9999,red,NT_neg,TNT_scanner,no,9999,35,34,22,23,one,NT,7
neu,9999,hinge.jpg,neutral_582.jpg,1,30,green,T_neu,TNT_scanner,no,54,9999,53,29,23,one,T,8
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,23,one,None,9
neg,9999,spoon01.jpg,Animals_008_v_disgust.jpg,1,60,red,NT_neg,TNT_scanner,no,9999,60,83,47,23,one,NT,10
neg,50,thimble.jpg,Objects_021_vdisgust.jpg,1,9999,green,T_neg,TNT_scanner,no,9999,26,25,13,23,one,T,11
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,23,one,None,12
neg,51,binoculars01b.jpg,Animals_221_hdisgustfear.jpg,1,9999,green,T_neg,TNT_scanner,no,9999,27,26,14,23,one,T,13
neu,29,toothbrush03b.jpg,neutral_390.jpg,1,9999,green,T_neu,TNT_scanner,no,29,9999,4,4,23,one,T,14
neu,28,belt02a.jpg,neutral_293.jpg,1,9999,red,NT_neu,TNT_scanner,no,28,9999,3,3,23,one,NT,15
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,23,one,None,16
neg,9999,stapler03a.jpg,People_001_hsadterror.jpg,1,54,green,T_neg,TNT_scanner,no,9999,54,77,41,23,one,T,17
neu,9999,birdie.jpg,neutral_614.jpg,2,37,green,T_neu,TNT_scanner,no,61,9999,60,36,23,one,T,18
neg,9999,dice05a.jpg,9050_people_accideNT.jpg,2,56,red,NT_neg,TNT_scanner,no,9999,56,79,43,23,one,NT,19
neu,32,ring01.jpg,neutral_226.jpg,2,9999,red,NT_neu,TNT_scanner,no,32,9999,7,7,23,one,NT,20
neg,58,globe.jpg,People_201_vsadterror.jpg,2,9999,green,T_neg,TNT_scanner,no,9999,34,33,21,23,one,T,21
neu,9999,cup01.jpg,neutral_195.jpg,2,35,green,T_neu,TNT_scanner,no,59,9999,58,34,23,one,T,22
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,23,one,None,23
