Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,IMDF_scanner,981.jpg,People_133_h.jpg,,9999,93,red,FILLER,IMDF_scanner,yes,first,9999,93,127,5,47,TBF,9999,1
neu,IMDF_scanner,952.jpg,neutral_673.jpg,,92,9999,red,FILLER,IMDF_scanner,yes,first,92,9999,122,5,47,TBF,9999,2
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,47,None,,3
neu,IMDF_scanner,714.jpg,neutral_236.jpg,1,9999,57,green,TBR_neu,IMDF_scanner,no,,87,9999,87,3,47,TBR,two,4
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,47,None,,5
neu,IMDF_scanner,446.jpg,neutral_201.jpg,1,9999,34,green,TBR_neu,IMDF_scanner,no,,64,9999,64,3,47,TBR,one,6
neu,IMDF_scanner,453.jpg,neutral_588.jpg,1,9999,37,red,TBF_neu,IMDF_scanner,no,,67,9999,67,3,47,TBF,one,7
neu,IMDF_scanner,152.jpg,neutral_171.jpg,1,45,9999,green,TBR_neu,IMDF_scanner,no,,45,9999,15,1,47,TBR,one,8
neg,IMDF_scanner,897.jpg,People_147_h.jpg,1,9999,80,red,TBF_neg,IMDF_scanner,no,,9999,80,110,4,47,TBF,two,9
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,47,None,,10
neu,IMDF_scanner,421.jpg,neutral_131.jpg,1,9999,32,green,TBR_neu,IMDF_scanner,no,,62,9999,62,3,47,TBR,one,11
neu,IMDF_scanner,45.jpg,neutral_270.jpg,1,9999,35,red,TBF_neu,IMDF_scanner,no,,65,9999,65,3,47,TBF,one,12
neg,IMDF_scanner,257.jpg,Objects_007_h.jpg,1,64,9999,red,TBF_neg,IMDF_scanner,no,,9999,34,34,2,47,TBF,one,13
neu,IMDF_scanner,435.jpg,neutral_188.jpg,1,9999,33,red,TBF_neu,IMDF_scanner,no,,63,9999,63,3,47,TBF,one,14
neu,IMDF_scanner,23.jpg,neutral_104.jpg,1,58,9999,green,TBR_neu,IMDF_scanner,no,,58,9999,28,1,47,TBR,two,15
neu,IMDF_scanner,506.jpg,neutral_532.jpg,1,9999,45,red,TBF_neu,IMDF_scanner,no,,75,9999,75,3,47,TBF,one,16
neg,IMDF_scanner,361.jpg,People_210_h.jpg,1,80,9999,green,TBR_neg,IMDF_scanner,no,,9999,50,50,2,47,TBR,two,17
neg,IMDF_scanner,769.jpg,People_198_h.jpg,1,9999,64,red,TBF_neg,IMDF_scanner,no,,9999,64,94,4,47,TBF,one,18
neg,IMDF_scanner,268.jpg,Objects_088_h.jpg,1,66,9999,green,TBR_neg,IMDF_scanner,no,,9999,36,36,2,47,TBR,one,19
neu,IMDF_scanner,542.jpg,neutral_568.jpg,1,9999,48,red,TBF_neu,IMDF_scanner,no,,78,9999,78,3,47,TBF,two,20
neg,IMDF_scanner,313.jpg,People_226_h.jpg,1,73,9999,green,TBR_neg,IMDF_scanner,no,,9999,43,43,2,47,TBR,one,21
neu,IMDF_scanner,106.jpg,neutral_057.jpg,1,33,9999,green,TBR_neu,IMDF_scanner,no,,33,9999,3,1,47,TBR,one,22
neg,IMDF_scanner,376.jpg,6211.jpg,1,84,9999,green,TBR_neg,IMDF_scanner,no,,9999,54,54,2,47,TBR,two,23
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,47,None,,24
neg,IMDF_scanner,4.jpg,Faces_274_h.jpg,1,88,9999,green,TBR_neg,IMDF_scanner,no,,9999,58,58,2,47,TBR,two,25
neu,IMDF_scanner,731.jpg,neutral_244.jpg,1,9999,60,green,TBR_neu,IMDF_scanner,no,,90,9999,90,3,47,TBR,two,26
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,47,None,,27
neu,IMDF_scanner,123.jpg,neutral_461.jpg,1,38,9999,green,TBR_neu,IMDF_scanner,no,,38,9999,8,1,47,TBR,one,28
neu,IMDF_scanner,6.jpg,neutral_193.jpg,1,9999,53,red,TBF_neu,IMDF_scanner,no,,83,9999,83,3,47,TBF,two,29
neg,IMDF_scanner,779.jpg,Objects_022_h.jpg,1,9999,65,red,TBF_neg,IMDF_scanner,no,,9999,65,95,4,47,TBF,one,30
neg,IMDF_scanner,926.jpg,Animals_073_h.jpg,1,9999,87,green,TBR_neg,IMDF_scanner,no,,9999,87,117,4,47,TBR,two,31
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,47,None,,32
neg,IMDF_scanner,332.jpg,Landscapes_025_h.jpg,1,78,9999,red,TBF_neg,IMDF_scanner,no,,9999,48,48,2,47,TBF,two,33
neg,IMDF_scanner,391.jpg,blood_034.jpg,1,87,9999,red,TBF_neg,IMDF_scanner,no,,9999,57,57,2,47,TBF,two,34
neg,IMDF_scanner,267.jpg,Objects_011_h.jpg,1,65,9999,green,TBR_neg,IMDF_scanner,no,,9999,35,35,2,47,TBR,one,35
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,47,None,,36
neg,IMDF_scanner,25.jpg,Animals_078_h.jpg,1,63,9999,green,TBR_neg,IMDF_scanner,no,,9999,33,33,2,47,TBR,one,37
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,47,None,,38
neg,IMDF_scanner,316.jpg,Faces_019_h.jpg,1,74,9999,red,TBF_neg,IMDF_scanner,no,,9999,44,44,2,47,TBF,one,39
neg,IMDF_scanner,382.jpg,6312.jpg,1,86,9999,red,TBF_neg,IMDF_scanner,no,,9999,56,56,2,47,TBF,two,40
neu,IMDF_scanner,49.jpg,neutral_499.jpg,1,9999,43,red,TBF_neu,IMDF_scanner,no,,73,9999,73,3,47,TBF,one,41
neu,IMDF_scanner,196.jpg,neutral_067.jpg,1,54,9999,green,TBR_neu,IMDF_scanner,no,,54,9999,24,1,47,TBR,two,42
neu,IMDF_scanner,51.jpg,neutral_538.jpg,1,9999,46,green,TBR_neu,IMDF_scanner,no,,76,9999,76,3,47,TBR,two,43
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,47,None,,44
neg,IMDF_scanner,75.jpg,Animals_065_h.jpg,1,9999,62,green,TBR_neg,IMDF_scanner,no,,9999,62,92,4,47,TBR,one,45
neg,IMDF_scanner,917.jpg,9424.jpg,1,9999,85,red,TBF_neg,IMDF_scanner,no,,9999,85,115,4,47,TBF,two,46
neu,IMDF_scanner,41.jpg,neutral_130.jpg,1,9999,31,green,TBR_neu,IMDF_scanner,no,,61,9999,61,3,47,TBR,one,47
neg,IMDF_scanner,305.jpg,People_223_h.jpg,1,70,9999,red,TBF_neg,IMDF_scanner,no,,9999,40,40,2,47,TBF,one,48
neu,IMDF_scanner,145.jpg,neutral_125.jpg,1,43,9999,green,TBR_neu,IMDF_scanner,no,,43,9999,13,1,47,TBR,one,49
neu,IMDF_scanner,121.jpg,neutral_394.jpg,1,37,9999,red,TBF_neu,IMDF_scanner,no,,37,9999,7,1,47,TBF,one,50
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,47,None,,51
neu,IMDF_scanner,116.jpg,neutral_073.jpg,1,35,9999,green,TBR_neu,IMDF_scanner,no,,35,9999,5,1,47,TBR,one,52
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,47,None,,53
neg,IMDF_scanner,877.jpg,Faces_283_h.jpg,1,9999,76,red,TBF_neg,IMDF_scanner,no,,9999,76,106,4,47,TBF,two,54
neg,IMDF_scanner,802.jpg,Objects_126_h.jpg,1,9999,67,red,TBF_neg,IMDF_scanner,no,,9999,67,97,4,47,TBF,one,55
neu,IMDF_scanner,668.jpg,neutral_194.jpg,1,9999,54,red,TBF_neu,IMDF_scanner,no,,84,9999,84,3,47,TBF,two,56
neg,IMDF_scanner,845.jpg,Animals_013_h.jpg,1,9999,71,green,TBR_neg,IMDF_scanner,no,,9999,71,101,4,47,TBR,one,57
neg,IMDF_scanner,895.jpg,Objects_003_h.jpg,1,9999,78,green,TBR_neg,IMDF_scanner,no,,9999,78,108,4,47,TBR,two,58
neu,IMDF_scanner,72.jpg,neutral_240.jpg,1,9999,58,red,TBF_neu,IMDF_scanner,no,,88,9999,88,3,47,TBF,two,59
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,47,None,,60
neu,IMDF_scanner,130.jpg,neutral_504.jpg,1,39,9999,red,TBF_neu,IMDF_scanner,no,,39,9999,9,1,47,TBF,one,61
neg,IMDF_scanner,32.jpg,Faces_172_h.jpg,1,76,9999,green,TBR_neg,IMDF_scanner,no,,9999,46,46,2,47,TBR,two,62
neg,IMDF_scanner,748.jpg,Animals_018_h.jpg,1,9999,61,red,TBF_neg,IMDF_scanner,no,,9999,61,91,4,47,TBF,one,63
neu,IMDF_scanner,544.jpg,neutral_014.jpg,1,9999,49,red,TBF_neu,IMDF_scanner,no,,79,9999,79,3,47,TBF,two,64
neg,IMDF_scanner,920.jpg,9425.jpg,1,9999,86,green,TBR_neg,IMDF_scanner,no,,9999,86,116,4,47,TBR,two,65
