Emotion,Exp_ID,Object,Scene,Trial_ID,distractor_1,distractor_2,filler_type
neg,IMDF_memory_postscan,987.jpg,6213.jpg,filler,954.jpg,981.jpg,first
neu,IMDF_memory_postscan,952.jpg,neutral_673.jpg,filler,975.jpg,950.jpg,first
neu,IMDF_memory_postscan,560.jpg,neutral_148.jpg,82,47.jpg,421.jpg,
neu,IMDF_memory_postscan,145.jpg,neutral_125.jpg,13,714.jpg,45.jpg,
neu,IMDF_memory_postscan,674.jpg,neutral_196.jpg,85,118.jpg,234.jpg,
neg,IMDF_memory_postscan,86.jpg,Faces_007_h.jpg,103,769.jpg,353.jpg,
neg,IMDF_memory_postscan,75.jpg,Animals_065_h.jpg,92,947.jpg,79.jpg,
neg,IMDF_memory_postscan,897.jpg,People_147_h.jpg,110,4.jpg,87.jpg,
neu,IMDF_memory_postscan,731.jpg,neutral_244.jpg,90,668.jpg,435.jpg,
neg,IMDF_memory_postscan,917.jpg,9424.jpg,115,932.jpg,884.jpg,
neg,IMDF_memory_postscan,748.jpg,Animals_018_h.jpg,91,382.jpg,86.jpg,
neu,IMDF_memory_postscan,48.jpg,neutral_497.jpg,72,234.jpg,118.jpg,
neg,IMDF_memory_postscan,38.jpg,6300.jpg,55,391.jpg,373.jpg,
neg,IMDF_memory_postscan,926.jpg,Animals_073_h.jpg,117,245.jpg,321.jpg,
neu,IMDF_memory_postscan,714.jpg,neutral_236.jpg,87,6.jpg,506.jpg,
neu,IMDF_memory_postscan,102.jpg,neutral_003.jpg,2,121.jpg,450.jpg,
neu,IMDF_memory_postscan,161.jpg,neutral_416.jpg,18,49.jpg,166.jpg,
neg,IMDF_memory_postscan,836.jpg,People_233_h.jpg,100,321.jpg,372.jpg,
neg,IMDF_memory_postscan,391.jpg,blood_034.jpg,57,246.jpg,916.jpg,
neg,IMDF_memory_postscan,809.jpg,People_058_h.jpg,98,82.jpg,926.jpg,
neu,IMDF_memory_postscan,202.jpg,neutral_667.jpg,27,553.jpg,544.jpg,
neu,IMDF_memory_postscan,159.jpg,neutral_370.jpg,17,202.jpg,461.jpg,
neu,IMDF_memory_postscan,173.jpg,neutral_290.jpg,21,460.jpg,724.jpg,
neg,IMDF_memory_postscan,779.jpg,Objects_022_h.jpg,95,281.jpg,376.jpg,
neu,IMDF_memory_postscan,140.jpg,neutral_121.jpg,12,674.jpg,151.jpg,
neg,IMDF_memory_postscan,895.jpg,Objects_003_h.jpg,108,409.jpg,75.jpg,
neu,IMDF_memory_postscan,446.jpg,neutral_201.jpg,64,51.jpg,674.jpg,
neu,IMDF_memory_postscan,118.jpg,neutral_096.jpg,6,132.jpg,156.jpg,
neu,IMDF_memory_postscan,123.jpg,neutral_461.jpg,8,156.jpg,48.jpg,
neg,IMDF_memory_postscan,366.jpg,1930.jpg,51,373.jpg,391.jpg,
neu,IMDF_memory_postscan,957.jpg,neutral_695.jpg,filler,950.jpg,975.jpg,middle
neg,IMDF_memory_postscan,896.jpg,People_003_h.jpg,109,276.jpg,361.jpg,
neg,IMDF_memory_postscan,353.jpg,Objects_145_h.jpg,49,257.jpg,316.jpg,
neu,IMDF_memory_postscan,542.jpg,neutral_568.jpg,78,184.jpg,145.jpg,
neg,IMDF_memory_postscan,942.jpg,H123.bmp,119,332.jpg,305.jpg,
neu,IMDF_memory_postscan,113.jpg,neutral_069.jpg,4,41.jpg,181.jpg,
neu,IMDF_memory_postscan,51.jpg,neutral_538.jpg,76,48.jpg,106.jpg,
neu,IMDF_memory_postscan,200.jpg,neutral_198.jpg,26,450.jpg,538.jpg,
neg,IMDF_memory_postscan,802.jpg,Objects_126_h.jpg,97,870.jpg,76.jpg,
neg,IMDF_memory_postscan,9.jpg,6370.jpg,111,916.jpg,281.jpg,
neg,IMDF_memory_postscan,406.jpg,H044.bmp,59,809.jpg,870.jpg,
neu,IMDF_memory_postscan,476.jpg,neutral_456.jpg,71,675.jpg,202.jpg,
neg,IMDF_memory_postscan,305.jpg,People_223_h.jpg,40,376.jpg,4.jpg,
neu,IMDF_memory_postscan,234.jpg,neutral_382.jpg,29,476.jpg,130.jpg,
neg,IMDF_memory_postscan,409.jpg,9630.jpg,60,897.jpg,947.jpg,
neu,IMDF_memory_postscan,950.jpg,neutral_261.jpg,filler,952.jpg,957.jpg,middle
neg,IMDF_memory_postscan,32.jpg,Faces_172_h.jpg,46,406.jpg,246.jpg,
neu,IMDF_memory_postscan,45.jpg,neutral_270.jpg,65,506.jpg,460.jpg,
neg,IMDF_memory_postscan,257.jpg,Objects_007_h.jpg,34,895.jpg,897.jpg,
neu,IMDF_memory_postscan,506.jpg,neutral_532.jpg,75,435.jpg,55.jpg,
neg,IMDF_memory_postscan,884.jpg,Landscapes_002_h.jpg,107,305.jpg,769.jpg,
neg,IMDF_memory_postscan,769.jpg,People_198_h.jpg,94,317.jpg,245.jpg,
neg,IMDF_memory_postscan,361.jpg,People_210_h.jpg,50,307.jpg,748.jpg,
neu,IMDF_memory_postscan,156.jpg,neutral_200.jpg,16,24.jpg,132.jpg,
neg,IMDF_memory_postscan,376.jpg,6211.jpg,54,917.jpg,895.jpg,
neg,IMDF_memory_postscan,316.jpg,Faces_019_h.jpg,44,372.jpg,276.jpg,
neu,IMDF_memory_postscan,170.jpg,neutral_423.jpg,20,55.jpg,140.jpg,
neg,IMDF_memory_postscan,845.jpg,Animals_013_h.jpg,101,748.jpg,896.jpg,
neg,IMDF_memory_postscan,932.jpg,Faces_272_h.jpg,118,90.jpg,382.jpg,
neg,IMDF_memory_postscan,870.jpg,Faces_041_h.jpg,105,848.jpg,802.jpg,
neu,IMDF_memory_postscan,668.jpg,neutral_194.jpg,84,116.jpg,675.jpg,
neu,IMDF_memory_postscan,184.jpg,neutral_063.jpg,23,196.jpg,731.jpg,
neu,IMDF_memory_postscan,460.jpg,neutral_591.jpg,68,724.jpg,23.jpg,
neg,IMDF_memory_postscan,76.jpg,Landscapes_007_h.jpg,93,75.jpg,366.jpg,
neg,IMDF_memory_postscan,947.jpg,Objects_001_h.jpg,120,86.jpg,942.jpg,
neu,IMDF_memory_postscan,132.jpg,neutral_585.jpg,10,166.jpg,170.jpg,
neg,IMDF_memory_postscan,953.jpg,1050.jpg,filler,981.jpg,987.jpg,middle
neu,IMDF_memory_postscan,181.jpg,neutral_060.jpg,22,10.jpg,542.jpg,
neu,IMDF_memory_postscan,41.jpg,neutral_130.jpg,61,170.jpg,24.jpg,
neg,IMDF_memory_postscan,313.jpg,People_226_h.jpg,43,9.jpg,32.jpg,
neg,IMDF_memory_postscan,916.jpg,9423.jpg,114,900.jpg,845.jpg,
neg,IMDF_memory_postscan,877.jpg,Faces_283_h.jpg,106,366.jpg,409.jpg,
neu,IMDF_memory_postscan,675.jpg,neutral_598.jpg,86,145.jpg,553.jpg,
neu,IMDF_memory_postscan,435.jpg,neutral_188.jpg,63,542.jpg,159.jpg,
neu,IMDF_memory_postscan,116.jpg,neutral_073.jpg,5,102.jpg,161.jpg,
neg,IMDF_memory_postscan,268.jpg,Objects_088_h.jpg,36,79.jpg,9.jpg,
neu,IMDF_memory_postscan,20.jpg,neutral_223.jpg,25,72.jpg,152.jpg,
neg,IMDF_memory_postscan,4.jpg,Faces_274_h.jpg,58,942.jpg,809.jpg,
neu,IMDF_memory_postscan,106.jpg,neutral_057.jpg,3,159.jpg,196.jpg,
neu,IMDF_memory_postscan,461.jpg,neutral_638.jpg,69,200.jpg,173.jpg,
neg,IMDF_memory_postscan,920.jpg,9425.jpg,116,836.jpg,25.jpg,
neu,IMDF_memory_postscan,10.jpg,neutral_001.jpg,1,461.jpg,138.jpg,
neg,IMDF_memory_postscan,312.jpg,Animals_025_h.jpg,42,896.jpg,38.jpg,
neu,IMDF_memory_postscan,138.jpg,neutral_119.jpg,11,151.jpg,184.jpg,
neg,IMDF_memory_postscan,276.jpg,Objects_125_h.jpg,37,268.jpg,406.jpg,
neu,IMDF_memory_postscan,6.jpg,neutral_193.jpg,83,560.jpg,446.jpg,
neg,IMDF_memory_postscan,25.jpg,Animals_078_h.jpg,33,802.jpg,779.jpg,
neg,IMDF_memory_postscan,82.jpg,People_217_h.jpg,99,361.jpg,848.jpg,
neu,IMDF_memory_postscan,544.jpg,neutral_014.jpg,79,421.jpg,714.jpg,
neg,IMDF_memory_postscan,332.jpg,Landscapes_025_h.jpg,48,280.jpg,836.jpg,
neu,IMDF_memory_postscan,453.jpg,neutral_588.jpg,67,173.jpg,560.jpg,
neg,IMDF_memory_postscan,267.jpg,Objects_011_h.jpg,35,845.jpg,307.jpg,
neg,IMDF_memory_postscan,954.jpg,People_143_h.jpg,filler,987.jpg,953.jpg,middle
neu,IMDF_memory_postscan,166.jpg,neutral_422.jpg,19,181.jpg,121.jpg,
neu,IMDF_memory_postscan,49.jpg,neutral_499.jpg,73,106.jpg,51.jpg,
neu,IMDF_memory_postscan,24.jpg,neutral_224.jpg,30,731.jpg,453.jpg,
neg,IMDF_memory_postscan,382.jpg,6312.jpg,56,87.jpg,267.jpg,
neg,IMDF_memory_postscan,317.jpg,Faces_034_h.jpg,45,353.jpg,932.jpg,
neg,IMDF_memory_postscan,321.jpg,Faces_302_h.jpg,47,38.jpg,90.jpg,
neu,IMDF_memory_postscan,47.jpg,neutral_671.jpg,70,20.jpg,6.jpg,
neu,IMDF_memory_postscan,130.jpg,neutral_504.jpg,9,138.jpg,20.jpg,
neu,IMDF_memory_postscan,450.jpg,neutral_276.jpg,66,152.jpg,200.jpg,
neg,IMDF_memory_postscan,373.jpg,6210.jpg,53,312.jpg,900.jpg,
neg,IMDF_memory_postscan,246.jpg,Animals_062_h.jpg,32,920.jpg,280.jpg,
neg,IMDF_memory_postscan,245.jpg,Animals_033_h.jpg,31,267.jpg,332.jpg,
neu,IMDF_memory_postscan,72.jpg,neutral_240.jpg,88,538.jpg,476.jpg,
neg,IMDF_memory_postscan,280.jpg,Objects_206_h.jpg,38,25.jpg,920.jpg,
neu,IMDF_memory_postscan,196.jpg,neutral_067.jpg,24,453.jpg,116.jpg,
neu,IMDF_memory_postscan,152.jpg,neutral_171.jpg,15,113.jpg,47.jpg,
neu,IMDF_memory_postscan,23.jpg,neutral_104.jpg,28,446.jpg,113.jpg,
neg,IMDF_memory_postscan,307.jpg,Animals_001_h.jpg,41,316.jpg,313.jpg,
neu,IMDF_memory_postscan,50.jpg,neutral_531.jpg,74,130.jpg,72.jpg,
neu,IMDF_memory_postscan,421.jpg,neutral_131.jpg,62,140.jpg,41.jpg,
neg,IMDF_memory_postscan,79.jpg,Objects_109_h.jpg,96,313.jpg,917.jpg,
neg,IMDF_memory_postscan,372.jpg,2692.jpg,52,877.jpg,82.jpg,
neu,IMDF_memory_postscan,121.jpg,neutral_394.jpg,7,161.jpg,10.jpg,
neu,IMDF_memory_postscan,553.jpg,neutral_145.jpg,81,23.jpg,102.jpg,
neu,IMDF_memory_postscan,724.jpg,neutral_242.jpg,89,50.jpg,49.jpg,
neg,IMDF_memory_postscan,848.jpg,Animals_060_h.jpg,102,884.jpg,317.jpg,
neg,IMDF_memory_postscan,900.jpg,6830.jpg,113,32.jpg,268.jpg,
neu,IMDF_memory_postscan,55.jpg,neutral_620.jpg,80,123.jpg,50.jpg,
neu,IMDF_memory_postscan,151.jpg,neutral_132.jpg,14,45.jpg,123.jpg,
neu,IMDF_memory_postscan,538.jpg,neutral_560.jpg,77,544.jpg,668.jpg,
neg,IMDF_memory_postscan,87.jpg,Faces_028_h.jpg,104,926.jpg,257.jpg,
neg,IMDF_memory_postscan,90.jpg,6555.jpg,112,779.jpg,312.jpg,
neg,IMDF_memory_postscan,281.jpg,People_239_h.jpg,39,76.jpg,877.jpg,
neu,IMDF_memory_postscan,975.jpg,neutral_707.jpg,filler,957.jpg,952.jpg,last
neg,IMDF_memory_postscan,981.jpg,People_133_h.jpg,filler,953.jpg,954.jpg,last
