Emotion,NT_ID,Object,Scene,Set_ID,T_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,pair_ID,pp_ID,repetition,think_condition,trial_count
neg,9999,brick.jpg,Objects_106_vdisgust.jpg,,75,green,NTnegFILLER,TNT_scanner,yes,75,999,100,filler,61,one,T,1
neu,9999,fryingpan02a.jpg,neutral_066.jpg,,74,red,NTneuFILLER,TNT_scanner,yes,9999,75,99,filler,61,one,NT,2
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,61,one,None,3
neu,31,negativefilm.jpg,neutral_192.jpg,1,9999,red,NT_neu,TNT_scanner,no,31,9999,6,6,61,one,NT,4
neg,52,key01.jpg,1033_animal_fearanddisgust.jpg,1,9999,red,NT_neg,TNT_scanner,no,9999,28,27,15,61,one,NT,5
neu,34,lock03a.jpg,neutral_659.jpg,1,9999,red,NT_neu,TNT_scanner,no,34,9999,9,9,61,one,NT,6
neg,51,binoculars01b.jpg,Animals_221_hdisgustfear.jpg,1,9999,green,T_neg,TNT_scanner,no,9999,27,26,14,61,one,T,7
neu,36,chair.jpg,neutral_144.jpg,1,9999,green,T_neu,TNT_scanner,no,36,9999,11,11,61,one,T,8
neg,9999,plasticflower01a.jpg,6550_people_fear.jpg,1,58,green,T_neg,TNT_scanner,no,9999,58,81,45,61,one,T,9
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,61,one,None,10
neg,9999,dice05a.jpg,9050_people_accideNT.jpg,1,56,green,T_neg,TNT_scanner,no,9999,56,79,43,61,one,T,11
neg,50,thimble.jpg,Objects_021_vdisgust.jpg,1,9999,red,NT_neg,TNT_scanner,no,9999,26,25,13,61,one,NT,12
neu,28,belt02a.jpg,neutral_293.jpg,1,9999,green,T_neu,TNT_scanner,no,28,9999,3,3,61,one,T,13
neu,26,hat03b.jpg,neutral_017.jpg,1,9999,green,T_neu,TNT_scanner,no,26,9999,1,1,61,one,T,14
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,61,one,None,15
neg,9999,measuringcup01.jpg,2811_object_fear.jpg,1,61,red,NT_neg,TNT_scanner,no,9999,61,84,48,61,one,NT,16
neu,9999,shirt01.jpg,neutral_007.jpg,1,28,red,NT_neu,TNT_scanner,no,52,9999,51,27,61,one,NT,17
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,61,one,None,18
neu,9999,hinge.jpg,neutral_582.jpg,2,30,green,T_neu,TNT_scanner,no,54,9999,53,29,61,one,T,19
neu,27,tuque03b.jpg,neutral_098.jpg,2,9999,red,NT_neu,TNT_scanner,no,27,9999,2,2,61,one,NT,20
neg,9999,pillow02b.jpg,2700._people_crying_sad.jpg,2,57,green,T_neg,TNT_scanner,no,9999,57,80,44,61,one,T,21
neu,9999,lifejacket.jpg,neutral_247.jpg,2,36,red,NT_neu,TNT_scanner,no,60,9999,59,35,61,one,NT,22
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,61,one,None,23
neg,60,towel02a.jpg,Objects_006_hdisgust.jpg,2,9999,red,NT_neg,TNT_scanner,no,9999,36,35,23,61,one,NT,24
neg,9999,stapler03a.jpg,People_001_hsadterror.jpg,2,54,red,NT_neg,TNT_scanner,no,9999,54,77,41,61,one,NT,25
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,61,one,None,26
neu,33,fan.jpg,neutral_706.jpg,2,9999,green,T_neu,TNT_scanner,no,33,9999,8,8,61,one,T,27
neg,55,safetypin.jpg,8480_people_fear.jpg,2,9999,green,T_neg,TNT_scanner,no,9999,31,30,18,61,one,T,28
neu,9999,stackingrings01a.jpg,neutral_246.jpg,2,29,green,T_neu,TNT_scanner,no,53,9999,52,28,61,one,T,29
neg,58,globe.jpg,People_201_vsadterror.jpg,2,9999,red,NT_neg,TNT_scanner,no,9999,34,33,21,61,one,NT,30
neg,56,makeupbrush04.jpg,People_127_fearh.jpg,2,9999,green,T_neg,TNT_scanner,no,9999,32,31,19,61,one,T,31
neu,37,bottlecap.jpg,neutral_134.jpg,2,9999,red,NT_neu,TNT_scanner,no,37,9999,12,12,61,one,NT,32
neg,9999,spoon01.jpg,Animals_008_v_disgust.jpg,3,60,green,T_neg,TNT_scanner,no,9999,60,83,47,61,one,T,33
neu,9999,binder03b.jpg,neutral_512.jpg,3,33,red,NT_neu,TNT_scanner,no,57,9999,56,32,61,one,NT,34
None,,,,3,,None,NULL,TNT_scanner,,,,9999,,61,one,None,35
neg,9999,glassmop.jpg,9440_object_disgustandfear.jpg,3,53,red,NT_neg,TNT_scanner,no,9999,53,76,40,61,one,NT,36
