Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neu,IMDF_scanner,975.jpg,neutral_707.jpg,,9999,92,red,FILLER,IMDF_scanner,yes,first,94,9999,126,5,15,TBF,9999,1
neg,IMDF_scanner,953.jpg,1050.jpg,,93,9999,green,FILLER,IMDF_scanner,yes,first,9999,91,123,5,15,TBR,9999,2
neg,IMDF_scanner,877.jpg,Faces_283_h.jpg,1,9999,76,red,TBF_neg,IMDF_scanner,no,,9999,76,106,4,15,TBF,two,3
neu,IMDF_scanner,50.jpg,neutral_531.jpg,1,9999,44,red,TBF_neu,IMDF_scanner,no,,74,9999,74,3,15,TBF,one,4
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,15,None,,5
neu,IMDF_scanner,450.jpg,neutral_276.jpg,1,9999,36,red,TBF_neu,IMDF_scanner,no,,66,9999,66,3,15,TBF,one,6
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,15,None,,7
neg,IMDF_scanner,406.jpg,H044.bmp,1,89,9999,green,TBR_neg,IMDF_scanner,no,,9999,59,59,2,15,TBR,two,8
neg,IMDF_scanner,372.jpg,2692.jpg,1,82,9999,green,TBR_neg,IMDF_scanner,no,,9999,52,52,2,15,TBR,two,9
neg,IMDF_scanner,870.jpg,Faces_041_h.jpg,1,9999,75,red,TBF_neg,IMDF_scanner,no,,9999,75,105,4,15,TBF,one,10
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,15,None,,11
neu,IMDF_scanner,674.jpg,neutral_196.jpg,1,9999,55,red,TBF_neu,IMDF_scanner,no,,85,9999,85,3,15,TBF,two,12
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,15,None,,13
neu,IMDF_scanner,20.jpg,neutral_223.jpg,1,55,9999,green,TBR_neu,IMDF_scanner,no,,55,9999,25,1,15,TBR,two,14
neg,IMDF_scanner,779.jpg,Objects_022_h.jpg,1,9999,65,green,TBR_neg,IMDF_scanner,no,,9999,65,95,4,15,TBR,one,15
neu,IMDF_scanner,161.jpg,neutral_416.jpg,1,48,9999,green,TBR_neu,IMDF_scanner,no,,48,9999,18,1,15,TBR,two,16
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,15,None,,17
neg,IMDF_scanner,932.jpg,Faces_272_h.jpg,1,9999,88,red,TBF_neg,IMDF_scanner,no,,9999,88,118,4,15,TBF,two,18
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,15,None,,19
neg,IMDF_scanner,257.jpg,Objects_007_h.jpg,1,64,9999,green,TBR_neg,IMDF_scanner,no,,9999,34,34,2,15,TBR,one,20
neu,IMDF_scanner,421.jpg,neutral_131.jpg,1,9999,32,red,TBF_neu,IMDF_scanner,no,,62,9999,62,3,15,TBF,one,21
neg,IMDF_scanner,769.jpg,People_198_h.jpg,1,9999,64,green,TBR_neg,IMDF_scanner,no,,9999,64,94,4,15,TBR,one,22
neg,IMDF_scanner,276.jpg,Objects_125_h.jpg,1,67,9999,red,TBF_neg,IMDF_scanner,no,,9999,37,37,2,15,TBF,one,23
neg,IMDF_scanner,748.jpg,Animals_018_h.jpg,1,9999,61,green,TBR_neg,IMDF_scanner,no,,9999,61,91,4,15,TBR,one,24
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,15,None,,25
neu,IMDF_scanner,553.jpg,neutral_145.jpg,1,9999,51,red,TBF_neu,IMDF_scanner,no,,81,9999,81,3,15,TBF,two,26
neu,IMDF_scanner,151.jpg,neutral_132.jpg,1,44,9999,red,TBF_neu,IMDF_scanner,no,,44,9999,14,1,15,TBF,one,27
