Emotion,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neu,950.jpg,neutral_261.jpg,,91,9999,green,TBRneuFILLER,IMDF_scanner,yes,91,9999,121,5,5,TBR,9999,1
neg,954.jpg,People_143_h.jpg,,94,9999,red,TBRnegFILLER,IMDF_scanner,yes,9999,92,124,5,5,TBF,9999,2
neg,926.jpg,Animals_073_h.jpg,1,9999,87,red,TBF_neg,IMDF_scanner,no,9999,87,117,4,5,TBF,two,3
neu,202.jpg,neutral_667.jpg,1,57,9999,red,TBF_neu,IMDF_scanner,no,57,9999,27,1,5,TBF,two,4
neu,544.jpg,neutral_614.jpg,1,9999,49,red,TBF_neu,IMDF_scanner,no,79,9999,79,3,5,TBF,two,5
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,6
neg,947.jpg,Objects_001_h.jpg,1,9999,90,green,TBR_neg,IMDF_scanner,no,9999,90,120,4,5,TBR,two,7
neg,917.jpg,9424.jpg,1,9999,85,green,TBR_neg,IMDF_scanner,no,9999,85,115,4,5,TBR,two,8
neg,305.jpg,People_223_h.jpg,1,70,9999,red,TBF_neg,IMDF_scanner,no,9999,40,40,2,5,TBF,one,9
neu,123.jpg,neutral_461.jpg,1,38,9999,red,TBF_neu,IMDF_scanner,no,38,9999,8,1,5,TBF,one,10
neg,75.jpg,Animals_065_h.jpg,1,9999,62,red,TBF_neg,IMDF_scanner,no,9999,62,92,4,5,TBF,one,11
neu,560.jpg,neutral_148.jpg,1,9999,52,green,TBR_neu,IMDF_scanner,no,82,9999,82,3,5,TBR,two,12
neu,49.jpg,neutral_499.jpg,1,9999,43,red,TBF_neu,IMDF_scanner,no,73,9999,73,3,5,TBF,one,13
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,14
neg,317.jpg,Faces_034_h.jpg,1,75,9999,green,TBR_neg,IMDF_scanner,no,9999,45,45,2,5,TBR,one,15
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,16
neg,9.jpg,6370.jpg,1,9999,81,green,TBR_neg,IMDF_scanner,no,9999,81,111,4,5,TBR,two,17
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,18
neu,152.jpg,neutral_171.jpg,1,45,9999,red,TBF_neu,IMDF_scanner,no,45,9999,15,1,5,TBF,one,19
neu,118.jpg,neutral_096.jpg,1,36,9999,green,TBR_neu,IMDF_scanner,no,36,9999,6,1,5,TBR,one,20
neu,48.jpg,neutral_497.jpg,1,9999,42,green,TBR_neu,IMDF_scanner,no,72,9999,72,3,5,TBR,one,21
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,22
neg,25.jpg,Animals_078_h.jpg,1,63,9999,green,TBR_neg,IMDF_scanner,no,9999,33,33,2,5,TBR,one,23
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,24
neg,836.jpg,People_233_h.jpg,1,9999,70,green,TBR_neg,IMDF_scanner,no,9999,70,100,4,5,TBR,one,25
neu,6.jpg,neutral_193.jpg,1,9999,53,red,TBF_neu,IMDF_scanner,no,83,9999,83,3,5,TBF,two,26
neg,382.jpg,6312.jpg,1,86,9999,red,TBF_neg,IMDF_scanner,no,9999,56,56,2,5,TBF,two,27
neg,779.jpg,Objects_022_h.jpg,1,9999,65,green,TBR_neg,IMDF_scanner,no,9999,65,95,4,5,TBR,one,28
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,29
neg,870.jpg,Faces_041_h.jpg,1,9999,75,red,TBF_neg,IMDF_scanner,no,9999,75,105,4,5,TBF,one,30
neu,116.jpg,neutral_073.jpg,1,35,9999,red,TBF_neu,IMDF_scanner,no,35,9999,5,1,5,TBF,one,31
neu,106.jpg,neutral_057.jpg,1,33,9999,green,TBR_neu,IMDF_scanner,no,33,9999,3,1,5,TBR,one,32
neg,353.jpg,Objects_145_h.jpg,1,79,9999,green,TBR_neg,IMDF_scanner,no,9999,49,49,2,5,TBR,two,33
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,34
neu,72.jpg,neutral_240.jpg,1,9999,58,red,TBF_neu,IMDF_scanner,no,88,9999,88,3,5,TBF,two,35
neg,897.jpg,People_147_h.jpg,1,9999,80,red,TBF_neg,IMDF_scanner,no,9999,80,110,4,5,TBF,two,36
neu,173.jpg,neutral_290.jpg,1,51,9999,green,TBR_neu,IMDF_scanner,no,51,9999,21,1,5,TBR,two,37
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,38
neg,372.jpg,2692.jpg,1,82,9999,red,TBF_neg,IMDF_scanner,no,9999,52,52,2,5,TBF,two,39
neu,45.jpg,neutral_270.jpg,1,9999,35,red,TBF_neu,IMDF_scanner,no,65,9999,65,3,5,TBF,one,40
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,41
neu,675.jpg,neutral_598.jpg,1,9999,56,green,TBR_neu,IMDF_scanner,no,86,9999,86,3,5,TBR,two,42
neu,181.jpg,neutral_060.jpg,1,52,9999,red,TBF_neu,IMDF_scanner,no,52,9999,22,1,5,TBF,two,43
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,44
neg,920.jpg,9425.jpg,1,9999,86,green,TBR_neg,IMDF_scanner,no,9999,86,116,4,5,TBR,two,45
neg,376.jpg,6211.jpg,1,84,9999,red,TBF_neg,IMDF_scanner,no,9999,54,54,2,5,TBF,two,46
neu,24.jpg,neutral_224.jpg,1,60,9999,red,TBF_neu,IMDF_scanner,no,60,9999,30,1,5,TBF,two,47
neu,50.jpg,neutral_531.jpg,1,9999,44,green,TBR_neu,IMDF_scanner,no,74,9999,74,3,5,TBR,one,48
neu,668.jpg,neutral_194.jpg,1,9999,54,green,TBR_neu,IMDF_scanner,no,84,9999,84,3,5,TBR,two,49
neg,76.jpg,Landscapes_007_h.jpg,1,9999,63,green,TBR_neg,IMDF_scanner,no,9999,63,93,4,5,TBR,one,50
neg,257.jpg,Objects_007_h.jpg,1,64,9999,red,TBF_neg,IMDF_scanner,no,9999,34,34,2,5,TBF,one,51
neg,366.jpg,1930.jpg,1,81,9999,green,TBR_neg,IMDF_scanner,no,9999,51,51,2,5,TBR,two,52
neu,476.jpg,neutral_456.jpg,1,9999,41,red,TBF_neu,IMDF_scanner,no,71,9999,71,3,5,TBF,one,53
neg,942.jpg,H123.bmp,1,9999,89,red,TBF_neg,IMDF_scanner,no,9999,89,119,4,5,TBF,two,54
neu,506.jpg,neutral_532.jpg,1,9999,45,red,TBF_neu,IMDF_scanner,no,75,9999,75,3,5,TBF,one,55
neg,409.jpg,9630.jpg,1,90,9999,green,TBR_neg,IMDF_scanner,no,9999,60,60,2,5,TBR,two,56
neu,151.jpg,neutral_132.jpg,1,44,9999,green,TBR_neu,IMDF_scanner,no,44,9999,14,1,5,TBR,one,57
neu,161.jpg,neutral_416.jpg,1,48,9999,red,TBF_neu,IMDF_scanner,no,48,9999,18,1,5,TBF,two,58
neg,4.jpg,Faces_274_h.jpg,1,88,9999,red,TBF_neg,IMDF_scanner,no,9999,58,58,2,5,TBF,two,59
neg,307.jpg,Animals_001_h.jpg,1,71,9999,green,TBR_neg,IMDF_scanner,no,9999,41,41,2,5,TBR,one,60
neu,145.jpg,neutral_125.jpg,1,43,9999,green,TBR_neu,IMDF_scanner,no,43,9999,13,1,5,TBR,one,61
neg,361.jpg,People_210_h.jpg,1,80,9999,green,TBR_neg,IMDF_scanner,no,9999,50,50,2,5,TBR,two,62
neg,332.jpg,Landscapes_025_h.jpg,1,78,9999,red,TBF_neg,IMDF_scanner,no,9999,48,48,2,5,TBF,two,63
neg,87.jpg,Faces_028_h.jpg,1,9999,74,green,TBR_neg,IMDF_scanner,no,9999,74,104,4,5,TBR,one,64
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,65
neu,20.jpg,neutral_223.jpg,1,55,9999,green,TBR_neu,IMDF_scanner,no,55,9999,25,1,5,TBR,two,66
neu,23.jpg,neutral_104.jpg,1,58,9999,green,TBR_neu,IMDF_scanner,no,58,9999,28,1,5,TBR,two,67
neu,41.jpg,neutral_130.jpg,1,9999,31,green,TBR_neu,IMDF_scanner,no,61,9999,61,3,5,TBR,one,68
neg,280.jpg,Objects_206_h.jpg,1,68,9999,red,TBF_neg,IMDF_scanner,no,9999,38,38,2,5,TBF,one,69
neg,90.jpg,6555.jpg,1,9999,82,red,TBF_neg,IMDF_scanner,no,9999,82,112,4,5,TBF,two,70
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,5,None,,71
neu,461.jpg,neutral_638.jpg,1,9999,39,green,TBR_neu,IMDF_scanner,no,69,9999,69,3,5,TBR,one,72
