Emotion,Object,Scene,Trial_ID,distractor_object_1,distractor_object_2
neg,920.jpg,9425.jpg,116,90.jpg,836.jpg
neu,24.jpg,neutral_224.jpg,30,731.jpg,130.jpg
neu,202.jpg,neutral_667.jpg,27,140.jpg,145.jpg
neg,809.jpg,People_058_h.jpg,98,305.jpg,376.jpg
neg,382.jpg,6312.jpg,56,280.jpg,373.jpg
neg,779.jpg,Objects_022_h.jpg,95,947.jpg,917.jpg
neu,234.jpg,neutral_382.jpg,29,461.jpg,538.jpg
neu,668.jpg,neutral_194.jpg,84,116.jpg,123.jpg
neg,25.jpg,Animals_078_h.jpg,33,391.jpg,86.jpg
neu,140.jpg,neutral_121.jpg,12,20.jpg,453.jpg
neu,20.jpg,neutral_223.jpg,25,45.jpg,55.jpg
neg,32.jpg,Faces_172_h.jpg,46,361.jpg,332.jpg
neu,460.jpg,neutral_591.jpg,68,476.jpg,106.jpg
neu,51.jpg,neutral_538.jpg,76,106.jpg,50.jpg
neg,917.jpg,9424.jpg,115,82.jpg,926.jpg
neg,332.jpg,Landscapes_025_h.jpg,48,268.jpg,246.jpg
neg,38.jpg,6300.jpg,55,267.jpg,900.jpg
neu,196.jpg,neutral_067.jpg,24,161.jpg,542.jpg
neu,151.jpg,neutral_132.jpg,14,152.jpg,72.jpg
neu,544.jpg,neutral_614.jpg,79,156.jpg,506.jpg
neg,75.jpg,Animals_065_h.jpg,92,276.jpg,321.jpg
neg,366.jpg,1930.jpg,51,848.jpg,942.jpg
neu,145.jpg,neutral_125.jpg,13,674.jpg,184.jpg
neu,6.jpg,neutral_193.jpg,83,675.jpg,170.jpg
neu,724.jpg,neutral_242.jpg,89,49.jpg,714.jpg
neg,312.jpg,Animals_025_h.jpg,42,25.jpg,32.jpg
neg,76.jpg,Landscapes_007_h.jpg,93,281.jpg,809.jpg
neg,372.jpg,2692.jpg,52,75.jpg,409.jpg
neu,731.jpg,neutral_244.jpg,90,453.jpg,49.jpg
neu,50.jpg,neutral_531.jpg,74,130.jpg,132.jpg
neg,942.jpg,H123.bmp,119,317.jpg,79.jpg
neu,184.jpg,neutral_063.jpg,23,113.jpg,435.jpg
neg,245.jpg,Animals_033_h.jpg,31,9.jpg,76.jpg
neu,675.jpg,neutral_598.jpg,86,138.jpg,23.jpg
neg,987.jpg,6213.jpg,filler,954.jpg,981.jpg
neg,391.jpg,blood_034.jpg,57,332.jpg,845.jpg
neu,106.jpg,neutral_057.jpg,3,234.jpg,461.jpg
neg,802.jpg,Objects_126_h.jpg,97,32.jpg,848.jpg
neu,553.jpg,neutral_145.jpg,81,421.jpg,159.jpg
neg,86.jpg,Faces_007_h.jpg,103,373.jpg,391.jpg
neg,916.jpg,9423.jpg,114,406.jpg,382.jpg
neg,981.jpg,People_133_h.jpg,filler,953.jpg,987.jpg
neu,159.jpg,neutral_370.jpg,17,202.jpg,724.jpg
neg,900.jpg,6830.jpg,113,87.jpg,932.jpg
neg,4.jpg,Faces_274_h.jpg,58,409.jpg,75.jpg
neu,173.jpg,neutral_290.jpg,21,55.jpg,152.jpg
neu,118.jpg,neutral_096.jpg,6,121.jpg,166.jpg
neg,877.jpg,Faces_283_h.jpg,106,870.jpg,276.jpg
neu,47.jpg,neutral_671.jpg,70,714.jpg,202.jpg
neu,113.jpg,neutral_069.jpg,4,200.jpg,161.jpg
neu,506.jpg,neutral_532.jpg,75,24.jpg,668.jpg
neg,246.jpg,Animals_062_h.jpg,32,896.jpg,406.jpg
neg,281.jpg,People_239_h.jpg,39,942.jpg,316.jpg
neu,476.jpg,neutral_456.jpg,71,724.jpg,10.jpg
neu,166.jpg,neutral_422.jpg,19,460.jpg,47.jpg
neu,950.jpg,neutral_261.jpg,filler,975.jpg,957.jpg
neg,926.jpg,Animals_073_h.jpg,117,313.jpg,245.jpg
neg,947.jpg,Objects_001_h.jpg,120,926.jpg,895.jpg
neg,897.jpg,People_147_h.jpg,110,307.jpg,4.jpg
neu,161.jpg,neutral_416.jpg,18,538.jpg,45.jpg
neg,932.jpg,Faces_272_h.jpg,118,372.jpg,877.jpg
neu,102.jpg,neutral_003.jpg,2,159.jpg,560.jpg
neu,72.jpg,neutral_240.jpg,88,123.jpg,234.jpg
neg,353.jpg,Objects_145_h.jpg,49,802.jpg,313.jpg
neg,870.jpg,Faces_041_h.jpg,105,353.jpg,267.jpg
neu,123.jpg,neutral_461.jpg,8,170.jpg,20.jpg
neg,748.jpg,Animals_018_h.jpg,91,382.jpg,920.jpg
neg,79.jpg,Objects_109_h.jpg,96,920.jpg,281.jpg
neg,87.jpg,Faces_028_h.jpg,104,836.jpg,802.jpg
neu,538.jpg,neutral_560.jpg,77,553.jpg,51.jpg
neg,313.jpg,People_226_h.jpg,43,86.jpg,317.jpg
neu,138.jpg,neutral_119.jpg,11,102.jpg,173.jpg
neu,156.jpg,neutral_200.jpg,16,173.jpg,181.jpg
neu,23.jpg,neutral_104.jpg,28,51.jpg,156.jpg
neg,316.jpg,Faces_019_h.jpg,44,257.jpg,82.jpg
neu,130.jpg,neutral_504.jpg,9,668.jpg,138.jpg
neu,48.jpg,neutral_497.jpg,72,145.jpg,460.jpg
neu,181.jpg,neutral_060.jpg,22,47.jpg,200.jpg
neg,361.jpg,People_210_h.jpg,50,900.jpg,257.jpg
neg,276.jpg,Objects_125_h.jpg,37,884.jpg,897.jpg
neu,435.jpg,neutral_188.jpg,63,50.jpg,41.jpg
neu,560.jpg,neutral_148.jpg,82,72.jpg,675.jpg
neg,9.jpg,6370.jpg,111,366.jpg,38.jpg
neu,121.jpg,neutral_394.jpg,7,41.jpg,674.jpg
neu,453.jpg,neutral_588.jpg,67,450.jpg,118.jpg
neu,49.jpg,neutral_499.jpg,73,151.jpg,196.jpg
neg,376.jpg,6211.jpg,54,246.jpg,947.jpg
neu,450.jpg,neutral_276.jpg,66,181.jpg,48.jpg
neg,884.jpg,Landscapes_002_h.jpg,107,4.jpg,9.jpg
neg,305.jpg,People_223_h.jpg,40,877.jpg,916.jpg
neu,461.jpg,neutral_638.jpg,69,506.jpg,151.jpg
neg,90.jpg,6555.jpg,112,779.jpg,353.jpg
neu,957.jpg,neutral_695.jpg,filler,952.jpg,950.jpg
neu,975.jpg,neutral_707.jpg,filler,950.jpg,952.jpg
