Emotion,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neu,957.jpg,neutral_695.jpg,,9999,91,red,TBFneuFILLER,IMDF_scanner,yes,93,9999,125,5,46,TBF,9999,1
neg,987.jpg,6213.jpg,,9999,94,red,TBFnegFILLER,IMDF_scanner,yes,9999,94,128,5,46,TBF,9999,2
neu,731.jpg,neutral_244.jpg,1,9999,60,green,TBR_neu,IMDF_scanner,no,90,9999,90,3,46,TBR,two,3
neu,116.jpg,neutral_073.jpg,1,35,9999,green,TBR_neu,IMDF_scanner,no,35,9999,5,1,46,TBR,one,4
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,46,None,,5
neg,305.jpg,People_223_h.jpg,1,70,9999,red,TBF_neg,IMDF_scanner,no,9999,40,40,2,46,TBF,one,6
neu,145.jpg,neutral_125.jpg,1,43,9999,green,TBR_neu,IMDF_scanner,no,43,9999,13,1,46,TBR,one,7
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,46,None,,8
neu,152.jpg,neutral_171.jpg,1,45,9999,red,TBF_neu,IMDF_scanner,no,45,9999,15,1,46,TBF,one,9
neg,79.jpg,Objects_109_h.jpg,1,9999,66,red,TBF_neg,IMDF_scanner,no,9999,66,96,4,46,TBF,one,10
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,46,None,,11
neu,49.jpg,neutral_499.jpg,1,9999,43,red,TBF_neu,IMDF_scanner,no,73,9999,73,3,46,TBF,one,12
neu,542.jpg,neutral_568.jpg,1,9999,48,green,TBR_neu,IMDF_scanner,no,78,9999,78,3,46,TBR,two,13
neu,130.jpg,neutral_504.jpg,1,39,9999,red,TBF_neu,IMDF_scanner,no,39,9999,9,1,46,TBF,one,14
neg,779.jpg,Objects_022_h.jpg,1,9999,65,green,TBR_neg,IMDF_scanner,no,9999,65,95,4,46,TBR,one,15
neg,75.jpg,Animals_065_h.jpg,1,9999,62,red,TBF_neg,IMDF_scanner,no,9999,62,92,4,46,TBF,one,16
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,46,None,,17
neg,391.jpg,blood_034.jpg,1,87,9999,green,TBR_neg,IMDF_scanner,no,9999,57,57,2,46,TBR,two,18
neu,47.jpg,neutral_671.jpg,1,9999,40,red,TBF_neu,IMDF_scanner,no,70,9999,70,3,46,TBF,one,19
neu,506.jpg,neutral_532.jpg,1,9999,45,green,TBR_neu,IMDF_scanner,no,75,9999,75,3,46,TBR,one,20
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,46,None,,21
