Emotion,NT_ID,Object,Scene,Set_ID,T_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,pair_ID,pp_ID,repetition,think_condition,trial_count
neu,9999,fryingpan02a.jpg,neutral_066.jpg,,74,green,NTneuFILLER,TNT_scanner,yes,9999,75,99,filler,45,one,T,1
neg,75,microscope.jpg,Objects_283_hsad.jpg,,9999,green,TnegFILLER,TNT_scanner,yes,74,999,98,filler,45,one,T,2
neg,9999,ruler05.jpg,1201_animal_fearanddisgust.jpg,1,50,green,T_neg,TNT_scanner,no,9999,50,73,37,45,one,T,3
neu,9999,battery02b.jpg,neutral_509.jpg,1,31,green,T_neu,TNT_scanner,no,55,9999,54,30,45,one,T,4
neg,9999,dice05a.jpg,9050_people_accideNT.jpg,1,56,green,T_neg,TNT_scanner,no,9999,56,79,43,45,one,T,5
neg,56,makeupbrush04.jpg,People_127_fearh.jpg,1,9999,red,NT_neg,TNT_scanner,no,9999,32,31,19,45,one,NT,6
neu,9999,hinge.jpg,neutral_582.jpg,1,30,red,NT_neu,TNT_scanner,no,54,9999,53,29,45,one,NT,7
neu,9999,pylon.jpg,neutral_065.jpg,1,26,red,NT_neu,TNT_scanner,no,50,9999,49,25,45,one,NT,8
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,45,one,None,9
neg,58,globe.jpg,People_201_vsadterror.jpg,1,9999,green,T_neg,TNT_scanner,no,9999,34,33,21,45,one,T,10
neu,26,hat03b.jpg,neutral_017.jpg,1,9999,green,T_neu,TNT_scanner,no,26,9999,1,1,45,one,T,11
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,45,one,None,12
neu,9999,lifejacket.jpg,neutral_247.jpg,1,36,green,T_neu,TNT_scanner,no,60,9999,59,35,45,one,T,13
neg,9999,measuringcup01.jpg,2811_object_fear.jpg,1,61,red,NT_neg,TNT_scanner,no,9999,61,84,48,45,one,NT,14
neg,9999,plasticflower01a.jpg,6550_people_fear.jpg,1,58,red,NT_neg,TNT_scanner,no,9999,58,81,45,45,one,NT,15
neu,32,ring01.jpg,neutral_226.jpg,1,9999,red,NT_neu,TNT_scanner,no,32,9999,7,7,45,one,NT,16
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,45,one,None,17
neu,9999,stackingrings01a.jpg,neutral_246.jpg,2,29,red,NT_neu,TNT_scanner,no,53,9999,52,28,45,one,NT,18
neg,9999,glassmop.jpg,9440_object_disgustandfear.jpg,2,53,red,NT_neg,TNT_scanner,no,9999,53,76,40,45,one,NT,19
neg,9999,hanger02a.jpg,People_077_vfear.jpg,2,59,red,NT_neg,TNT_scanner,no,9999,59,82,46,45,one,NT,20
neu,9999,cup01.jpg,neutral_195.jpg,2,35,green,T_neu,TNT_scanner,no,59,9999,58,34,45,one,T,21
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,45,one,None,22
neg,54,box01.jpg,2900.1_people_crying.jpg,2,9999,green,T_neg,TNT_scanner,no,9999,30,29,17,45,one,T,23
