Emotion,Exp_ID,Object,Scene,Trial_ID,distractor_1,distractor_2,filler_type
neu,IMDF_memory_postscan,24.jpg,neutral_224.jpg,30,173.jpg,202.jpg,
neg,IMDF_memory_postscan,897.jpg,People_147_h.jpg,110,361.jpg,281.jpg,
neu,IMDF_memory_postscan,10.jpg,neutral_001.jpg,1,156.jpg,118.jpg,
neu,IMDF_memory_postscan,72.jpg,neutral_240.jpg,88,6.jpg,113.jpg,
neg,IMDF_memory_postscan,870.jpg,Faces_041_h.jpg,105,245.jpg,38.jpg,
neg,IMDF_memory_postscan,332.jpg,Landscapes_025_h.jpg,48,372.jpg,845.jpg,
neu,IMDF_memory_postscan,453.jpg,neutral_588.jpg,67,460.jpg,51.jpg,
neu,IMDF_memory_postscan,542.jpg,neutral_568.jpg,78,200.jpg,446.jpg,
neg,IMDF_memory_postscan,406.jpg,H044.bmp,59,9.jpg,267.jpg,
neg,IMDF_memory_postscan,373.jpg,6210.jpg,53,920.jpg,748.jpg,
neu,IMDF_memory_postscan,446.jpg,neutral_201.jpg,64,196.jpg,184.jpg,
neu,IMDF_memory_postscan,156.jpg,neutral_200.jpg,16,538.jpg,140.jpg,
neg,IMDF_memory_postscan,79.jpg,Objects_109_h.jpg,96,353.jpg,916.jpg,
neu,IMDF_memory_postscan,49.jpg,neutral_499.jpg,73,234.jpg,24.jpg,
neg,IMDF_memory_postscan,76.jpg,Landscapes_007_h.jpg,93,32.jpg,848.jpg,
neg,IMDF_memory_postscan,25.jpg,Animals_078_h.jpg,33,409.jpg,90.jpg,
neu,IMDF_memory_postscan,116.jpg,neutral_073.jpg,5,724.jpg,196.jpg,
neu,IMDF_memory_postscan,181.jpg,neutral_060.jpg,22,446.jpg,421.jpg,
neg,IMDF_memory_postscan,246.jpg,Animals_062_h.jpg,32,896.jpg,884.jpg,
neg,IMDF_memory_postscan,38.jpg,6300.jpg,55,313.jpg,268.jpg,
neg,IMDF_memory_postscan,313.jpg,People_226_h.jpg,43,307.jpg,382.jpg,
neu,IMDF_memory_postscan,41.jpg,neutral_130.jpg,61,140.jpg,674.jpg,
neu,IMDF_memory_postscan,132.jpg,neutral_585.jpg,10,202.jpg,538.jpg,
neg,IMDF_memory_postscan,900.jpg,6830.jpg,113,276.jpg,895.jpg,
neg,IMDF_memory_postscan,942.jpg,H123.bmp,119,38.jpg,9.jpg,
neg,IMDF_memory_postscan,802.jpg,Objects_126_h.jpg,97,312.jpg,942.jpg,
neu,IMDF_memory_postscan,130.jpg,neutral_504.jpg,9,553.jpg,159.jpg,
neu,IMDF_memory_postscan,461.jpg,neutral_638.jpg,69,24.jpg,20.jpg,
neg,IMDF_memory_postscan,845.jpg,Animals_013_h.jpg,101,870.jpg,4.jpg,
neg,IMDF_memory_postscan,361.jpg,People_210_h.jpg,50,917.jpg,769.jpg,
neg,IMDF_memory_postscan,257.jpg,Objects_007_h.jpg,34,769.jpg,353.jpg,
neu,IMDF_memory_postscan,170.jpg,neutral_423.jpg,20,421.jpg,106.jpg,
neu,IMDF_memory_postscan,731.jpg,neutral_244.jpg,90,48.jpg,173.jpg,
neg,IMDF_memory_postscan,779.jpg,Objects_022_h.jpg,95,897.jpg,896.jpg,
neu,IMDF_memory_postscan,714.jpg,neutral_236.jpg,87,113.jpg,476.jpg,
neg,IMDF_memory_postscan,305.jpg,People_223_h.jpg,40,391.jpg,86.jpg,
neg,IMDF_memory_postscan,981.jpg,People_133_h.jpg,filler,953.jpg,987.jpg,middle
neg,IMDF_memory_postscan,4.jpg,Faces_274_h.jpg,58,267.jpg,900.jpg,
neu,IMDF_memory_postscan,48.jpg,neutral_497.jpg,72,560.jpg,152.jpg,
neg,IMDF_memory_postscan,916.jpg,9423.jpg,114,779.jpg,947.jpg,
neg,IMDF_memory_postscan,87.jpg,Faces_028_h.jpg,104,75.jpg,779.jpg,
neu,IMDF_memory_postscan,140.jpg,neutral_121.jpg,12,116.jpg,47.jpg,
neu,IMDF_memory_postscan,161.jpg,neutral_416.jpg,18,151.jpg,123.jpg,
neu,IMDF_memory_postscan,166.jpg,neutral_422.jpg,19,47.jpg,41.jpg,
neg,IMDF_memory_postscan,920.jpg,9425.jpg,116,877.jpg,32.jpg,
neg,IMDF_memory_postscan,409.jpg,9630.jpg,60,82.jpg,870.jpg,
neu,IMDF_memory_postscan,553.jpg,neutral_145.jpg,81,170.jpg,200.jpg,
neu,IMDF_memory_postscan,55.jpg,neutral_620.jpg,80,41.jpg,145.jpg,
neg,IMDF_memory_postscan,947.jpg,Objects_001_h.jpg,120,848.jpg,257.jpg,
neu,IMDF_memory_postscan,151.jpg,neutral_132.jpg,14,450.jpg,48.jpg,
neg,IMDF_memory_postscan,769.jpg,People_198_h.jpg,94,895.jpg,79.jpg,
neu,IMDF_memory_postscan,118.jpg,neutral_096.jpg,6,10.jpg,553.jpg,
neu,IMDF_memory_postscan,6.jpg,neutral_193.jpg,83,184.jpg,724.jpg,
neu,IMDF_memory_postscan,202.jpg,neutral_667.jpg,27,132.jpg,50.jpg,
neg,IMDF_memory_postscan,987.jpg,6213.jpg,filler,954.jpg,953.jpg,middle
neg,IMDF_memory_postscan,281.jpg,People_239_h.jpg,39,4.jpg,305.jpg,
neg,IMDF_memory_postscan,896.jpg,People_003_h.jpg,109,942.jpg,917.jpg,
neu,IMDF_memory_postscan,121.jpg,neutral_394.jpg,7,542.jpg,560.jpg,
neu,IMDF_memory_postscan,675.jpg,neutral_598.jpg,86,152.jpg,121.jpg,
neg,IMDF_memory_postscan,307.jpg,Animals_001_h.jpg,41,305.jpg,376.jpg,
neg,IMDF_memory_postscan,316.jpg,Faces_019_h.jpg,44,280.jpg,836.jpg,
neg,IMDF_memory_postscan,9.jpg,6370.jpg,111,76.jpg,245.jpg,
neu,IMDF_memory_postscan,145.jpg,neutral_125.jpg,13,20.jpg,130.jpg,
neu,IMDF_memory_postscan,674.jpg,neutral_196.jpg,85,675.jpg,450.jpg,
neu,IMDF_memory_postscan,51.jpg,neutral_538.jpg,76,159.jpg,234.jpg,
neg,IMDF_memory_postscan,245.jpg,Animals_033_h.jpg,31,257.jpg,932.jpg,
neg,IMDF_memory_postscan,926.jpg,Animals_073_h.jpg,117,316.jpg,897.jpg,
neu,IMDF_memory_postscan,23.jpg,neutral_104.jpg,28,121.jpg,161.jpg,
neg,IMDF_memory_postscan,848.jpg,Animals_060_h.jpg,102,246.jpg,312.jpg,
neu,IMDF_memory_postscan,20.jpg,neutral_223.jpg,25,714.jpg,116.jpg,
neu,IMDF_memory_postscan,460.jpg,neutral_591.jpg,68,138.jpg,668.jpg,
neu,IMDF_memory_postscan,45.jpg,neutral_270.jpg,65,506.jpg,542.jpg,
neg,IMDF_memory_postscan,809.jpg,People_058_h.jpg,98,268.jpg,332.jpg,
neg,IMDF_memory_postscan,877.jpg,Faces_283_h.jpg,106,87.jpg,276.jpg,
neu,IMDF_memory_postscan,435.jpg,neutral_188.jpg,63,55.jpg,714.jpg,
neg,IMDF_memory_postscan,391.jpg,blood_034.jpg,57,366.jpg,809.jpg,
neg,IMDF_memory_postscan,32.jpg,Faces_172_h.jpg,46,809.jpg,280.jpg,
neu,IMDF_memory_postscan,102.jpg,neutral_003.jpg,2,118.jpg,453.jpg,
neu,IMDF_memory_postscan,47.jpg,neutral_671.jpg,70,50.jpg,132.jpg,
neu,IMDF_memory_postscan,450.jpg,neutral_276.jpg,66,145.jpg,49.jpg,
neg,IMDF_memory_postscan,748.jpg,Animals_018_h.jpg,91,802.jpg,246.jpg,
neu,IMDF_memory_postscan,184.jpg,neutral_063.jpg,23,544.jpg,181.jpg,
neg,IMDF_memory_postscan,836.jpg,People_233_h.jpg,100,916.jpg,802.jpg,
neu,IMDF_memory_postscan,159.jpg,neutral_370.jpg,17,106.jpg,72.jpg,
neg,IMDF_memory_postscan,75.jpg,Animals_065_h.jpg,92,86.jpg,366.jpg,
neu,IMDF_memory_postscan,234.jpg,neutral_382.jpg,29,453.jpg,55.jpg,
neu,IMDF_memory_postscan,668.jpg,neutral_194.jpg,84,23.jpg,170.jpg,
neg,IMDF_memory_postscan,90.jpg,6555.jpg,112,373.jpg,87.jpg,
neg,IMDF_memory_postscan,86.jpg,Faces_007_h.jpg,103,932.jpg,391.jpg,
neu,IMDF_memory_postscan,957.jpg,neutral_695.jpg,filler,950.jpg,952.jpg,middle
neg,IMDF_memory_postscan,382.jpg,6312.jpg,56,376.jpg,926.jpg,
neu,IMDF_memory_postscan,952.jpg,neutral_673.jpg,filler,957.jpg,975.jpg,last
neg,IMDF_memory_postscan,953.jpg,1050.jpg,filler,981.jpg,954.jpg,last
