Emotion,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,987.jpg,6213.jpg,,9999,94,red,TBFnegFILLER,IMDF_scanner,yes,9999,94,128,5,14,TBF,9999,1
neu,950.jpg,neutral_261.jpg,,91,9999,red,TBRneuFILLER,IMDF_scanner,yes,91,9999,121,5,14,TBF,9999,2
neu,724.jpg,neutral_242.jpg,1,9999,59,green,TBR_neu,IMDF_scanner,no,89,9999,89,3,14,TBR,two,3
neu,121.jpg,neutral_394.jpg,1,37,9999,red,TBF_neu,IMDF_scanner,no,37,9999,7,1,14,TBF,one,4
neg,305.jpg,People_223_h.jpg,1,70,9999,red,TBF_neg,IMDF_scanner,no,9999,40,40,2,14,TBF,one,5
neg,317.jpg,Faces_034_h.jpg,1,75,9999,green,TBR_neg,IMDF_scanner,no,9999,45,45,2,14,TBR,one,6
neu,166.jpg,neutral_422.jpg,1,49,9999,green,TBR_neu,IMDF_scanner,no,49,9999,19,1,14,TBR,two,7
neg,361.jpg,People_210_h.jpg,1,80,9999,red,TBF_neg,IMDF_scanner,no,9999,50,50,2,14,TBF,two,8
neg,38.jpg,6300.jpg,1,85,9999,green,TBR_neg,IMDF_scanner,no,9999,55,55,2,14,TBR,two,9
neg,884.jpg,Landscapes_002_h.jpg,1,9999,77,red,TBF_neg,IMDF_scanner,no,9999,77,107,4,14,TBF,two,10
neu,156.jpg,neutral_200.jpg,1,46,9999,red,TBF_neu,IMDF_scanner,no,46,9999,16,1,14,TBF,two,11
neu,674.jpg,neutral_196.jpg,1,9999,55,red,TBF_neu,IMDF_scanner,no,85,9999,85,3,14,TBF,two,12
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,13
neg,926.jpg,Animals_073_h.jpg,1,9999,87,red,TBF_neg,IMDF_scanner,no,9999,87,117,4,14,TBF,two,14
neg,748.jpg,Animals_018_h.jpg,1,9999,61,green,TBR_neg,IMDF_scanner,no,9999,61,91,4,14,TBR,one,15
neu,668.jpg,neutral_194.jpg,1,9999,54,red,TBF_neu,IMDF_scanner,no,84,9999,84,3,14,TBF,two,16
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,17
neg,845.jpg,Animals_013_h.jpg,1,9999,71,green,TBR_neg,IMDF_scanner,no,9999,71,101,4,14,TBR,one,18
neg,779.jpg,Objects_022_h.jpg,1,9999,65,red,TBF_neg,IMDF_scanner,no,9999,65,95,4,14,TBF,one,19
neg,79.jpg,Objects_109_h.jpg,1,9999,66,green,TBR_neg,IMDF_scanner,no,9999,66,96,4,14,TBR,one,20
neu,731.jpg,neutral_244.jpg,1,9999,60,green,TBR_neu,IMDF_scanner,no,90,9999,90,3,14,TBR,two,21
neu,45.jpg,neutral_270.jpg,1,9999,35,red,TBF_neu,IMDF_scanner,no,65,9999,65,3,14,TBF,one,22
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,23
neu,20.jpg,neutral_223.jpg,1,55,9999,green,TBR_neu,IMDF_scanner,no,55,9999,25,1,14,TBR,two,24
neg,75.jpg,Animals_065_h.jpg,1,9999,62,green,TBR_neg,IMDF_scanner,no,9999,62,92,4,14,TBR,one,25
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,26
neu,675.jpg,neutral_598.jpg,1,9999,56,red,TBF_neu,IMDF_scanner,no,86,9999,86,3,14,TBF,two,27
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,28
neu,542.jpg,neutral_568.jpg,1,9999,48,green,TBR_neu,IMDF_scanner,no,78,9999,78,3,14,TBR,two,29
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,30
neu,55.jpg,neutral_620.jpg,1,9999,50,red,TBF_neu,IMDF_scanner,no,80,9999,80,3,14,TBF,two,31
neg,246.jpg,Animals_062_h.jpg,1,62,9999,green,TBR_neg,IMDF_scanner,no,9999,32,32,2,14,TBR,one,32
neg,257.jpg,Objects_007_h.jpg,1,64,9999,red,TBF_neg,IMDF_scanner,no,9999,34,34,2,14,TBF,one,33
neu,202.jpg,neutral_667.jpg,1,57,9999,green,TBR_neu,IMDF_scanner,no,57,9999,27,1,14,TBR,two,34
neg,313.jpg,People_226_h.jpg,1,73,9999,green,TBR_neg,IMDF_scanner,no,9999,43,43,2,14,TBR,one,35
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,36
neu,10.jpg,neutral_001.jpg,1,31,9999,red,TBF_neu,IMDF_scanner,no,31,9999,1,1,14,TBF,one,37
neu,476.jpg,neutral_456.jpg,1,9999,41,green,TBR_neu,IMDF_scanner,no,71,9999,71,3,14,TBR,one,38
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,39
neg,942.jpg,H123.bmp,1,9999,89,green,TBR_neg,IMDF_scanner,no,9999,89,119,4,14,TBR,two,40
neg,268.jpg,Objects_088_h.jpg,1,66,9999,red,TBF_neg,IMDF_scanner,no,9999,36,36,2,14,TBF,one,41
neu,23.jpg,neutral_104.jpg,1,58,9999,red,TBF_neu,IMDF_scanner,no,58,9999,28,1,14,TBF,two,42
neg,372.jpg,2692.jpg,1,82,9999,green,TBR_neg,IMDF_scanner,no,9999,52,52,2,14,TBR,two,43
neu,151.jpg,neutral_132.jpg,1,44,9999,green,TBR_neu,IMDF_scanner,no,44,9999,14,1,14,TBR,one,44
neu,132.jpg,neutral_585.jpg,1,40,9999,green,TBR_neu,IMDF_scanner,no,40,9999,10,1,14,TBR,one,45
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,46
neg,307.jpg,Animals_001_h.jpg,1,71,9999,red,TBF_neg,IMDF_scanner,no,9999,41,41,2,14,TBF,one,47
neg,932.jpg,Faces_272_h.jpg,1,9999,88,red,TBF_neg,IMDF_scanner,no,9999,88,118,4,14,TBF,two,48
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,49
neg,409.jpg,9630.jpg,1,90,9999,green,TBR_neg,IMDF_scanner,no,9999,60,60,2,14,TBR,two,50
neu,24.jpg,neutral_224.jpg,1,60,9999,green,TBR_neu,IMDF_scanner,no,60,9999,30,1,14,TBR,two,51
neu,170.jpg,neutral_423.jpg,1,50,9999,green,TBR_neu,IMDF_scanner,no,50,9999,20,1,14,TBR,two,52
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,53
neu,461.jpg,neutral_638.jpg,1,9999,39,red,TBF_neu,IMDF_scanner,no,69,9999,69,3,14,TBF,one,54
neg,90.jpg,6555.jpg,1,9999,82,red,TBF_neg,IMDF_scanner,no,9999,82,112,4,14,TBF,two,55
neg,332.jpg,Landscapes_025_h.jpg,1,78,9999,red,TBF_neg,IMDF_scanner,no,9999,48,48,2,14,TBF,two,56
neg,896.jpg,People_003_h.jpg,1,9999,79,green,TBR_neg,IMDF_scanner,no,9999,79,109,4,14,TBR,two,57
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,58
neg,245.jpg,Animals_033_h.jpg,1,61,9999,red,TBF_neg,IMDF_scanner,no,9999,31,31,2,14,TBF,one,59
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,60
neu,200.jpg,neutral_198.jpg,1,56,9999,green,TBR_neu,IMDF_scanner,no,56,9999,26,1,14,TBR,two,61
neu,181.jpg,neutral_060.jpg,1,52,9999,green,TBR_neu,IMDF_scanner,no,52,9999,22,1,14,TBR,two,62
neg,280.jpg,Objects_206_h.jpg,1,68,9999,red,TBF_neg,IMDF_scanner,no,9999,38,38,2,14,TBF,one,63
neg,895.jpg,Objects_003_h.jpg,1,9999,78,red,TBF_neg,IMDF_scanner,no,9999,78,108,4,14,TBF,two,64
neg,382.jpg,6312.jpg,1,86,9999,green,TBR_neg,IMDF_scanner,no,9999,56,56,2,14,TBR,two,65
neu,116.jpg,neutral_073.jpg,1,35,9999,green,TBR_neu,IMDF_scanner,no,35,9999,5,1,14,TBR,one,66
neu,49.jpg,neutral_499.jpg,1,9999,43,red,TBF_neu,IMDF_scanner,no,73,9999,73,3,14,TBF,one,67
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,68
neg,877.jpg,Faces_283_h.jpg,1,9999,76,red,TBF_neg,IMDF_scanner,no,9999,76,106,4,14,TBF,two,69
neg,391.jpg,blood_034.jpg,1,87,9999,green,TBR_neg,IMDF_scanner,no,9999,57,57,2,14,TBR,two,70
neu,41.jpg,neutral_130.jpg,1,9999,31,green,TBR_neu,IMDF_scanner,no,61,9999,61,3,14,TBR,one,71
neu,140.jpg,neutral_121.jpg,1,42,9999,red,TBF_neu,IMDF_scanner,no,42,9999,12,1,14,TBF,one,72
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,14,None,,73
neu,234.jpg,neutral_382.jpg,1,59,9999,red,TBF_neu,IMDF_scanner,no,59,9999,29,1,14,TBF,two,74
neu,184.jpg,neutral_063.jpg,1,53,9999,red,TBF_neu,IMDF_scanner,no,53,9999,23,1,14,TBF,two,75
neu,446.jpg,neutral_201.jpg,1,9999,34,red,TBF_neu,IMDF_scanner,no,64,9999,64,3,14,TBF,one,76
