Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neu,IMDF_scanner,952.jpg,neutral_673.jpg,,92,9999,red,FILLER,IMDF_scanner,yes,first,92,9999,122,5,55,TBF,9999,1
neg,IMDF_scanner,987.jpg,6213.jpg,,9999,94,red,FILLER,IMDF_scanner,yes,first,9999,94,128,5,55,TBF,9999,2
neu,IMDF_scanner,181.jpg,neutral_060.jpg,1,52,9999,red,TBF_neu,IMDF_scanner,no,,52,9999,22,1,55,TBF,two,3
neg,IMDF_scanner,353.jpg,Objects_145_h.jpg,1,79,9999,green,TBR_neg,IMDF_scanner,no,,9999,49,49,2,55,TBR,two,4
neg,IMDF_scanner,281.jpg,People_239_h.jpg,1,69,9999,green,TBR_neg,IMDF_scanner,no,,9999,39,39,2,55,TBR,one,5
neg,IMDF_scanner,809.jpg,People_058_h.jpg,1,9999,68,red,TBF_neg,IMDF_scanner,no,,9999,68,98,4,55,TBF,one,6
neu,IMDF_scanner,152.jpg,neutral_171.jpg,1,45,9999,red,TBF_neu,IMDF_scanner,no,,45,9999,15,1,55,TBF,one,7
neg,IMDF_scanner,748.jpg,Animals_018_h.jpg,1,9999,61,red,TBF_neg,IMDF_scanner,no,,9999,61,91,4,55,TBF,one,8
neu,IMDF_scanner,123.jpg,neutral_461.jpg,1,38,9999,green,TBR_neu,IMDF_scanner,no,,38,9999,8,1,55,TBR,one,9
neg,IMDF_scanner,382.jpg,6312.jpg,1,86,9999,red,TBF_neg,IMDF_scanner,no,,9999,56,56,2,55,TBF,two,10
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,55,None,,11
neu,IMDF_scanner,51.jpg,neutral_538.jpg,1,9999,46,green,TBR_neu,IMDF_scanner,no,,76,9999,76,3,55,TBR,two,12
neg,IMDF_scanner,76.jpg,Landscapes_007_h.jpg,1,9999,63,red,TBF_neg,IMDF_scanner,no,,9999,63,93,4,55,TBF,one,13
neg,IMDF_scanner,280.jpg,Objects_206_h.jpg,1,68,9999,green,TBR_neg,IMDF_scanner,no,,9999,38,38,2,55,TBR,one,14
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,55,None,,15
neu,IMDF_scanner,202.jpg,neutral_667.jpg,1,57,9999,green,TBR_neu,IMDF_scanner,no,,57,9999,27,1,55,TBR,two,16
neu,IMDF_scanner,461.jpg,neutral_638.jpg,1,9999,39,red,TBF_neu,IMDF_scanner,no,,69,9999,69,3,55,TBF,one,17
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,55,None,,18
neu,IMDF_scanner,421.jpg,neutral_131.jpg,1,9999,32,green,TBR_neu,IMDF_scanner,no,,62,9999,62,3,55,TBR,one,19
neg,IMDF_scanner,845.jpg,Animals_013_h.jpg,1,9999,71,red,TBF_neg,IMDF_scanner,no,,9999,71,101,4,55,TBF,one,20
neu,IMDF_scanner,453.jpg,neutral_588.jpg,1,9999,37,red,TBF_neu,IMDF_scanner,no,,67,9999,67,3,55,TBF,one,21
neu,IMDF_scanner,184.jpg,neutral_063.jpg,1,53,9999,red,TBF_neu,IMDF_scanner,no,,53,9999,23,1,55,TBF,two,22
neg,IMDF_scanner,79.jpg,Objects_109_h.jpg,1,9999,66,green,TBR_neg,IMDF_scanner,no,,9999,66,96,4,55,TBR,one,23
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,55,None,,24
neu,IMDF_scanner,450.jpg,neutral_276.jpg,1,9999,36,green,TBR_neu,IMDF_scanner,no,,66,9999,66,3,55,TBR,one,25
neu,IMDF_scanner,476.jpg,neutral_456.jpg,1,9999,41,green,TBR_neu,IMDF_scanner,no,,71,9999,71,3,55,TBR,one,26
neg,IMDF_scanner,316.jpg,Faces_019_h.jpg,1,74,9999,green,TBR_neg,IMDF_scanner,no,,9999,44,44,2,55,TBR,one,27
neg,IMDF_scanner,75.jpg,Animals_065_h.jpg,1,9999,62,red,TBF_neg,IMDF_scanner,no,,9999,62,92,4,55,TBF,one,28
neg,IMDF_scanner,87.jpg,Faces_028_h.jpg,1,9999,74,red,TBF_neg,IMDF_scanner,no,,9999,74,104,4,55,TBF,one,29
neu,IMDF_scanner,553.jpg,neutral_145.jpg,1,9999,51,green,TBR_neu,IMDF_scanner,no,,81,9999,81,3,55,TBR,two,30
