Emotion,Exp_ID,Object,Scene,Trial_ID,distractor_1,distractor_2,filler_type
neu,IMDF_memory_postscan,113.jpg,neutral_069.jpg,4,446.jpg,731.jpg,
neu,IMDF_memory_postscan,24.jpg,neutral_224.jpg,30,553.jpg,138.jpg,
neg,IMDF_memory_postscan,317.jpg,Faces_034_h.jpg,45,848.jpg,373.jpg,
neu,IMDF_memory_postscan,714.jpg,neutral_236.jpg,87,106.jpg,140.jpg,
neg,IMDF_memory_postscan,4.jpg,Faces_274_h.jpg,58,307.jpg,896.jpg,
neg,IMDF_memory_postscan,82.jpg,People_217_h.jpg,99,305.jpg,87.jpg,
neu,IMDF_memory_postscan,166.jpg,neutral_422.jpg,19,138.jpg,674.jpg,
neu,IMDF_memory_postscan,173.jpg,neutral_290.jpg,21,123.jpg,538.jpg,
neu,IMDF_memory_postscan,460.jpg,neutral_591.jpg,68,731.jpg,102.jpg,
neg,IMDF_memory_postscan,316.jpg,Faces_019_h.jpg,44,769.jpg,246.jpg,
neg,IMDF_memory_postscan,281.jpg,People_239_h.jpg,39,391.jpg,366.jpg,
neu,IMDF_memory_postscan,506.jpg,neutral_532.jpg,75,20.jpg,116.jpg,
neu,IMDF_memory_postscan,476.jpg,neutral_456.jpg,71,152.jpg,121.jpg,
neu,IMDF_memory_postscan,421.jpg,neutral_131.jpg,62,41.jpg,184.jpg,
neg,IMDF_memory_postscan,76.jpg,Landscapes_007_h.jpg,93,317.jpg,25.jpg,
neg,IMDF_memory_postscan,372.jpg,2692.jpg,52,280.jpg,313.jpg,
neg,IMDF_memory_postscan,313.jpg,People_226_h.jpg,43,276.jpg,917.jpg,
neu,IMDF_memory_postscan,49.jpg,neutral_499.jpg,73,460.jpg,200.jpg,
neg,IMDF_memory_postscan,845.jpg,Animals_013_h.jpg,101,409.jpg,9.jpg,
neu,IMDF_memory_postscan,553.jpg,neutral_145.jpg,81,161.jpg,202.jpg,
neu,IMDF_memory_postscan,48.jpg,neutral_497.jpg,72,50.jpg,450.jpg,
neg,IMDF_memory_postscan,916.jpg,9423.jpg,114,942.jpg,312.jpg,
neg,IMDF_memory_postscan,353.jpg,Objects_145_h.jpg,49,916.jpg,947.jpg,
neg,IMDF_memory_postscan,32.jpg,Faces_172_h.jpg,46,257.jpg,845.jpg,
neu,IMDF_memory_postscan,132.jpg,neutral_585.jpg,10,181.jpg,50.jpg,
neu,IMDF_memory_postscan,140.jpg,neutral_121.jpg,12,476.jpg,72.jpg,
neg,IMDF_memory_postscan,361.jpg,People_210_h.jpg,50,406.jpg,802.jpg,
neg,IMDF_memory_postscan,981.jpg,People_133_h.jpg,filler,954.jpg,953.jpg,middle
neg,IMDF_memory_postscan,897.jpg,People_147_h.jpg,110,920.jpg,276.jpg,
neu,IMDF_memory_postscan,72.jpg,neutral_240.jpg,88,173.jpg,23.jpg,
neu,IMDF_memory_postscan,121.jpg,neutral_394.jpg,7,116.jpg,196.jpg,
neg,IMDF_memory_postscan,257.jpg,Objects_007_h.jpg,34,802.jpg,245.jpg,
neg,IMDF_memory_postscan,942.jpg,H123.bmp,119,316.jpg,848.jpg,
neg,IMDF_memory_postscan,246.jpg,Animals_062_h.jpg,32,779.jpg,406.jpg,
neu,IMDF_memory_postscan,724.jpg,neutral_242.jpg,89,184.jpg,506.jpg,
neg,IMDF_memory_postscan,25.jpg,Animals_078_h.jpg,33,312.jpg,409.jpg,
neu,IMDF_memory_postscan,123.jpg,neutral_461.jpg,8,118.jpg,234.jpg,
neg,IMDF_memory_postscan,9.jpg,6370.jpg,111,897.jpg,257.jpg,
neg,IMDF_memory_postscan,332.jpg,Landscapes_025_h.jpg,48,382.jpg,916.jpg,
neg,IMDF_memory_postscan,373.jpg,6210.jpg,53,809.jpg,267.jpg,
neu,IMDF_memory_postscan,41.jpg,neutral_130.jpg,61,145.jpg,118.jpg,
neu,IMDF_memory_postscan,106.jpg,neutral_057.jpg,3,668.jpg,166.jpg,
neg,IMDF_memory_postscan,366.jpg,1930.jpg,51,82.jpg,382.jpg,
neu,IMDF_memory_postscan,181.jpg,neutral_060.jpg,22,24.jpg,675.jpg,
neg,IMDF_memory_postscan,268.jpg,Objects_088_h.jpg,36,353.jpg,897.jpg,
neu,IMDF_memory_postscan,151.jpg,neutral_132.jpg,14,55.jpg,435.jpg,
neu,IMDF_memory_postscan,950.jpg,neutral_261.jpg,filler,957.jpg,952.jpg,middle
neu,IMDF_memory_postscan,23.jpg,neutral_104.jpg,28,130.jpg,421.jpg,
neg,IMDF_memory_postscan,38.jpg,6300.jpg,55,245.jpg,920.jpg,
neg,IMDF_memory_postscan,900.jpg,6830.jpg,113,38.jpg,82.jpg,
neg,IMDF_memory_postscan,90.jpg,6555.jpg,112,313.jpg,76.jpg,
neu,IMDF_memory_postscan,102.jpg,neutral_003.jpg,2,234.jpg,6.jpg,
neg,IMDF_memory_postscan,75.jpg,Animals_065_h.jpg,92,281.jpg,877.jpg,
neu,IMDF_memory_postscan,51.jpg,neutral_538.jpg,76,675.jpg,161.jpg,
neg,IMDF_memory_postscan,86.jpg,Faces_007_h.jpg,103,4.jpg,748.jpg,
neg,IMDF_memory_postscan,276.jpg,Objects_125_h.jpg,37,321.jpg,809.jpg,
neu,IMDF_memory_postscan,45.jpg,neutral_270.jpg,65,156.jpg,542.jpg,
neg,IMDF_memory_postscan,267.jpg,Objects_011_h.jpg,35,86.jpg,361.jpg,
neu,IMDF_memory_postscan,435.jpg,neutral_188.jpg,63,421.jpg,48.jpg,
neu,IMDF_memory_postscan,159.jpg,neutral_370.jpg,17,560.jpg,453.jpg,
neu,IMDF_memory_postscan,184.jpg,neutral_063.jpg,23,159.jpg,668.jpg,
neg,IMDF_memory_postscan,870.jpg,Faces_041_h.jpg,105,76.jpg,281.jpg,
neu,IMDF_memory_postscan,50.jpg,neutral_531.jpg,74,453.jpg,476.jpg,
neu,IMDF_memory_postscan,450.jpg,neutral_276.jpg,66,102.jpg,181.jpg,
neg,IMDF_memory_postscan,884.jpg,Landscapes_002_h.jpg,107,267.jpg,332.jpg,
neu,IMDF_memory_postscan,145.jpg,neutral_125.jpg,13,10.jpg,49.jpg,
neg,IMDF_memory_postscan,836.jpg,People_233_h.jpg,100,332.jpg,4.jpg,
neu,IMDF_memory_postscan,731.jpg,neutral_244.jpg,90,49.jpg,113.jpg,
neu,IMDF_memory_postscan,538.jpg,neutral_560.jpg,77,542.jpg,170.jpg,
neu,IMDF_memory_postscan,138.jpg,neutral_119.jpg,11,23.jpg,41.jpg,
neg,IMDF_memory_postscan,987.jpg,6213.jpg,filler,953.jpg,954.jpg,middle
neu,IMDF_memory_postscan,6.jpg,neutral_193.jpg,83,461.jpg,553.jpg,
neg,IMDF_memory_postscan,809.jpg,People_058_h.jpg,98,87.jpg,779.jpg,
neu,IMDF_memory_postscan,55.jpg,neutral_620.jpg,80,200.jpg,173.jpg,
neu,IMDF_memory_postscan,20.jpg,neutral_223.jpg,25,48.jpg,145.jpg,
neu,IMDF_memory_postscan,130.jpg,neutral_504.jpg,9,140.jpg,10.jpg,
neg,IMDF_memory_postscan,376.jpg,6211.jpg,54,896.jpg,926.jpg,
neu,IMDF_memory_postscan,47.jpg,neutral_671.jpg,70,674.jpg,130.jpg,
neu,IMDF_memory_postscan,196.jpg,neutral_067.jpg,24,450.jpg,724.jpg,
neg,IMDF_memory_postscan,802.jpg,Objects_126_h.jpg,97,361.jpg,75.jpg,
neg,IMDF_memory_postscan,932.jpg,Faces_272_h.jpg,118,25.jpg,307.jpg,
neu,IMDF_memory_postscan,116.jpg,neutral_073.jpg,5,6.jpg,159.jpg,
neu,IMDF_memory_postscan,461.jpg,neutral_638.jpg,69,166.jpg,45.jpg,
neg,IMDF_memory_postscan,280.jpg,Objects_206_h.jpg,38,932.jpg,79.jpg,
neu,IMDF_memory_postscan,152.jpg,neutral_171.jpg,15,724.jpg,47.jpg,
neg,IMDF_memory_postscan,305.jpg,People_223_h.jpg,40,75.jpg,932.jpg,
neu,IMDF_memory_postscan,674.jpg,neutral_196.jpg,85,72.jpg,152.jpg,
neg,IMDF_memory_postscan,926.jpg,Animals_073_h.jpg,117,895.jpg,836.jpg,
neg,IMDF_memory_postscan,917.jpg,9424.jpg,115,79.jpg,268.jpg,
neg,IMDF_memory_postscan,947.jpg,Objects_001_h.jpg,120,90.jpg,884.jpg,
neu,IMDF_memory_postscan,161.jpg,neutral_416.jpg,18,45.jpg,123.jpg,
neg,IMDF_memory_postscan,895.jpg,Objects_003_h.jpg,108,836.jpg,305.jpg,
neu,IMDF_memory_postscan,668.jpg,neutral_194.jpg,84,51.jpg,156.jpg,
neg,IMDF_memory_postscan,877.jpg,Faces_283_h.jpg,106,9.jpg,321.jpg,
neg,IMDF_memory_postscan,87.jpg,Faces_028_h.jpg,104,947.jpg,86.jpg,
neu,IMDF_memory_postscan,975.jpg,neutral_707.jpg,filler,952.jpg,957.jpg,last
neg,IMDF_memory_postscan,954.jpg,People_143_h.jpg,filler,981.jpg,987.jpg,last
