Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,IMDF_scanner,954.jpg,People_143_h.jpg,,94,9999,green,FILLER,IMDF_scanner,yes,first,9999,92,124,5,58,TBR,9999,1
neu,IMDF_scanner,950.jpg,neutral_261.jpg,,91,9999,red,FILLER,IMDF_scanner,yes,first,91,9999,121,5,58,TBF,9999,2
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,58,None,,3
neg,IMDF_scanner,79.jpg,Objects_109_h.jpg,1,9999,66,green,TBR_neg,IMDF_scanner,no,,9999,66,96,4,58,TBR,one,4
neg,IMDF_scanner,382.jpg,6312.jpg,1,86,9999,red,TBF_neg,IMDF_scanner,no,,9999,56,56,2,58,TBF,two,5
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,58,None,,6
neg,IMDF_scanner,25.jpg,Animals_078_h.jpg,1,63,9999,red,TBF_neg,IMDF_scanner,no,,9999,33,33,2,58,TBF,one,7
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,58,None,,8
neg,IMDF_scanner,245.jpg,Animals_033_h.jpg,1,61,9999,green,TBR_neg,IMDF_scanner,no,,9999,31,31,2,58,TBR,one,9
neu,IMDF_scanner,55.jpg,neutral_620.jpg,1,9999,50,green,TBR_neu,IMDF_scanner,no,,80,9999,80,3,58,TBR,two,10
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,58,None,,11
neg,IMDF_scanner,86.jpg,Faces_007_h.jpg,1,9999,73,red,TBF_neg,IMDF_scanner,no,,9999,73,103,4,58,TBF,one,12
neg,IMDF_scanner,926.jpg,Animals_073_h.jpg,1,9999,87,red,TBF_neg,IMDF_scanner,no,,9999,87,117,4,58,TBF,two,13
neu,IMDF_scanner,184.jpg,neutral_063.jpg,1,53,9999,green,TBR_neu,IMDF_scanner,no,,53,9999,23,1,58,TBR,two,14
neg,IMDF_scanner,877.jpg,Faces_283_h.jpg,1,9999,76,red,TBF_neg,IMDF_scanner,no,,9999,76,106,4,58,TBF,two,15
neu,IMDF_scanner,41.jpg,neutral_130.jpg,1,9999,31,red,TBF_neu,IMDF_scanner,no,,61,9999,61,3,58,TBF,one,16
neu,IMDF_scanner,132.jpg,neutral_585.jpg,1,40,9999,red,TBF_neu,IMDF_scanner,no,,40,9999,10,1,58,TBF,one,17
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,58,None,,18
neu,IMDF_scanner,181.jpg,neutral_060.jpg,1,52,9999,red,TBF_neu,IMDF_scanner,no,,52,9999,22,1,58,TBF,two,19
neg,IMDF_scanner,38.jpg,6300.jpg,1,85,9999,green,TBR_neg,IMDF_scanner,no,,9999,55,55,2,58,TBR,two,20
neg,IMDF_scanner,917.jpg,9424.jpg,1,9999,85,green,TBR_neg,IMDF_scanner,no,,9999,85,115,4,58,TBR,two,21
neu,IMDF_scanner,50.jpg,neutral_531.jpg,1,9999,44,green,TBR_neu,IMDF_scanner,no,,74,9999,74,3,58,TBR,one,22
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,58,None,,23
neg,IMDF_scanner,372.jpg,2692.jpg,1,82,9999,red,TBF_neg,IMDF_scanner,no,,9999,52,52,2,58,TBF,two,24
neu,IMDF_scanner,24.jpg,neutral_224.jpg,1,60,9999,green,TBR_neu,IMDF_scanner,no,,60,9999,30,1,58,TBR,two,25
neg,IMDF_scanner,281.jpg,People_239_h.jpg,1,69,9999,red,TBF_neg,IMDF_scanner,no,,9999,39,39,2,58,TBF,one,26
neg,IMDF_scanner,942.jpg,H123.bmp,1,9999,89,red,TBF_neg,IMDF_scanner,no,,9999,89,119,4,58,TBF,two,27
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,58,None,,28
neu,IMDF_scanner,48.jpg,neutral_497.jpg,1,9999,42,green,TBR_neu,IMDF_scanner,no,,72,9999,72,3,58,TBR,one,29
neu,IMDF_scanner,161.jpg,neutral_416.jpg,1,48,9999,red,TBF_neu,IMDF_scanner,no,,48,9999,18,1,58,TBF,two,30
