Emotion,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neu,952.jpg,neutral_673.jpg,,92,9999,green,TBRneuFILLER,IMDF_scanner,yes,92,9999,122,5,61,TBR,9999,1
neg,954.jpg,People_143_h.jpg,,94,9999,green,TBRnegFILLER,IMDF_scanner,yes,9999,92,124,5,61,TBR,9999,2
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,61,None,,3
neg,895.jpg,Objects_003_h.jpg,1,9999,78,red,TBF_neg,IMDF_scanner,no,9999,78,108,4,61,TBF,two,4
neu,6.jpg,neutral_193.jpg,1,9999,53,green,TBR_neu,IMDF_scanner,no,83,9999,83,3,61,TBR,two,5
neu,130.jpg,neutral_504.jpg,1,39,9999,green,TBR_neu,IMDF_scanner,no,39,9999,9,1,61,TBR,one,6
neg,932.jpg,Faces_272_h.jpg,1,9999,88,red,TBF_neg,IMDF_scanner,no,9999,88,118,4,61,TBF,two,7
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,61,None,,8
neg,312.jpg,Animals_025_h.jpg,1,72,9999,green,TBR_neg,IMDF_scanner,no,9999,42,42,2,61,TBR,one,9
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,61,None,,10
neg,281.jpg,People_239_h.jpg,1,69,9999,red,TBF_neg,IMDF_scanner,no,9999,39,39,2,61,TBF,one,11
neg,769.jpg,People_198_h.jpg,1,9999,64,red,TBF_neg,IMDF_scanner,no,9999,64,94,4,61,TBF,one,12
neu,24.jpg,neutral_224.jpg,1,60,9999,red,TBF_neu,IMDF_scanner,no,60,9999,30,1,61,TBF,two,13
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,61,None,,14
neu,41.jpg,neutral_130.jpg,1,9999,31,red,TBF_neu,IMDF_scanner,no,61,9999,61,3,61,TBF,one,15
neu,159.jpg,neutral_370.jpg,1,47,9999,green,TBR_neu,IMDF_scanner,no,47,9999,17,1,61,TBR,two,16
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,61,None,,17
neg,267.jpg,Objects_011_h.jpg,1,65,9999,green,TBR_neg,IMDF_scanner,no,9999,35,35,2,61,TBR,one,18
neu,152.jpg,neutral_171.jpg,1,45,9999,red,TBF_neu,IMDF_scanner,no,45,9999,15,1,61,TBF,one,19
neu,461.jpg,neutral_638.jpg,1,9999,39,green,TBR_neu,IMDF_scanner,no,69,9999,69,3,61,TBR,one,20
neu,20.jpg,neutral_223.jpg,1,55,9999,green,TBR_neu,IMDF_scanner,no,55,9999,25,1,61,TBR,two,21
neg,76.jpg,Landscapes_007_h.jpg,1,9999,63,green,TBR_neg,IMDF_scanner,no,9999,63,93,4,61,TBR,one,22
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,61,None,,23
neg,87.jpg,Faces_028_h.jpg,1,9999,74,red,TBF_neg,IMDF_scanner,no,9999,74,104,4,61,TBF,one,24
neu,48.jpg,neutral_497.jpg,1,9999,42,red,TBF_neu,IMDF_scanner,no,72,9999,72,3,61,TBF,one,25
neg,366.jpg,1930.jpg,1,81,9999,green,TBR_neg,IMDF_scanner,no,9999,51,51,2,61,TBR,two,26
neu,161.jpg,neutral_416.jpg,1,48,9999,red,TBF_neu,IMDF_scanner,no,48,9999,18,1,61,TBF,two,27
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,61,None,,28
neg,802.jpg,Objects_126_h.jpg,1,9999,67,red,TBF_neg,IMDF_scanner,no,9999,67,97,4,61,TBF,one,29
neg,305.jpg,People_223_h.jpg,1,70,9999,red,TBF_neg,IMDF_scanner,no,9999,40,40,2,61,TBF,one,30
neg,307.jpg,Animals_001_h.jpg,1,71,9999,red,TBF_neg,IMDF_scanner,no,9999,41,41,2,61,TBF,one,31
neu,10.jpg,neutral_001.jpg,1,31,9999,green,TBR_neu,IMDF_scanner,no,31,9999,1,1,61,TBR,one,32
neu,113.jpg,neutral_069.jpg,1,34,9999,red,TBF_neu,IMDF_scanner,no,34,9999,4,1,61,TBF,one,33
neg,25.jpg,Animals_078_h.jpg,1,63,9999,green,TBR_neg,IMDF_scanner,no,9999,33,33,2,61,TBR,one,34
neu,460.jpg,neutral_591.jpg,1,9999,38,red,TBF_neu,IMDF_scanner,no,68,9999,68,3,61,TBF,one,35
