Emotion,Exp_ID,Object,Scene,Trial_ID,distractor_1,distractor_2,filler_type
neu,IMDF_memory_postscan,20.jpg,neutral_223.jpg,25,47.jpg,668.jpg,
neg,IMDF_memory_postscan,280.jpg,Objects_206_h.jpg,38,86.jpg,305.jpg,
neg,IMDF_memory_postscan,409.jpg,9630.jpg,60,317.jpg,268.jpg,
neg,IMDF_memory_postscan,90.jpg,6555.jpg,112,897.jpg,836.jpg,
neu,IMDF_memory_postscan,113.jpg,neutral_069.jpg,4,51.jpg,130.jpg,
neg,IMDF_memory_postscan,900.jpg,6830.jpg,113,82.jpg,920.jpg,
neg,IMDF_memory_postscan,836.jpg,People_233_h.jpg,100,87.jpg,802.jpg,
neg,IMDF_memory_postscan,372.jpg,2692.jpg,52,75.jpg,748.jpg,
neu,IMDF_memory_postscan,950.jpg,neutral_261.jpg,filler,952.jpg,957.jpg,middle
neu,IMDF_memory_postscan,170.jpg,neutral_423.jpg,20,132.jpg,200.jpg,
neu,IMDF_memory_postscan,116.jpg,neutral_073.jpg,5,152.jpg,50.jpg,
neg,IMDF_memory_postscan,954.jpg,People_143_h.jpg,filler,981.jpg,953.jpg,middle
neu,IMDF_memory_postscan,476.jpg,neutral_456.jpg,71,145.jpg,421.jpg,
neg,IMDF_memory_postscan,917.jpg,9424.jpg,115,257.jpg,406.jpg,
neu,IMDF_memory_postscan,72.jpg,neutral_240.jpg,88,553.jpg,51.jpg,
neu,IMDF_memory_postscan,24.jpg,neutral_224.jpg,30,506.jpg,166.jpg,
neg,IMDF_memory_postscan,366.jpg,1930.jpg,51,809.jpg,409.jpg,
neu,IMDF_memory_postscan,102.jpg,neutral_003.jpg,2,24.jpg,196.jpg,
neg,IMDF_memory_postscan,76.jpg,Landscapes_007_h.jpg,93,280.jpg,313.jpg,
neg,IMDF_memory_postscan,82.jpg,People_217_h.jpg,99,361.jpg,942.jpg,
neu,IMDF_memory_postscan,200.jpg,neutral_198.jpg,26,421.jpg,48.jpg,
neu,IMDF_memory_postscan,731.jpg,neutral_244.jpg,90,20.jpg,156.jpg,
neg,IMDF_memory_postscan,896.jpg,People_003_h.jpg,109,312.jpg,87.jpg,
neg,IMDF_memory_postscan,897.jpg,People_147_h.jpg,110,877.jpg,896.jpg,
neu,IMDF_memory_postscan,156.jpg,neutral_200.jpg,16,102.jpg,145.jpg,
neg,IMDF_memory_postscan,257.jpg,Objects_007_h.jpg,34,895.jpg,246.jpg,
neu,IMDF_memory_postscan,724.jpg,neutral_242.jpg,89,41.jpg,10.jpg,
neg,IMDF_memory_postscan,332.jpg,Landscapes_025_h.jpg,48,779.jpg,947.jpg,
neu,IMDF_memory_postscan,542.jpg,neutral_568.jpg,78,435.jpg,674.jpg,
neg,IMDF_memory_postscan,809.jpg,People_058_h.jpg,98,268.jpg,769.jpg,
neu,IMDF_memory_postscan,23.jpg,neutral_104.jpg,28,72.jpg,24.jpg,
neg,IMDF_memory_postscan,4.jpg,Faces_274_h.jpg,58,406.jpg,245.jpg,
neu,IMDF_memory_postscan,118.jpg,neutral_096.jpg,6,234.jpg,560.jpg,
neg,IMDF_memory_postscan,321.jpg,Faces_302_h.jpg,47,916.jpg,316.jpg,
neu,IMDF_memory_postscan,151.jpg,neutral_132.jpg,14,476.jpg,138.jpg,
neg,IMDF_memory_postscan,932.jpg,Faces_272_h.jpg,118,4.jpg,76.jpg,
neu,IMDF_memory_postscan,196.jpg,neutral_067.jpg,24,170.jpg,20.jpg,
neg,IMDF_memory_postscan,32.jpg,Faces_172_h.jpg,46,917.jpg,25.jpg,
neu,IMDF_memory_postscan,446.jpg,neutral_201.jpg,64,675.jpg,170.jpg,
neu,IMDF_memory_postscan,461.jpg,neutral_638.jpg,69,55.jpg,675.jpg,
neu,IMDF_memory_postscan,714.jpg,neutral_236.jpg,87,731.jpg,542.jpg,
neg,IMDF_memory_postscan,75.jpg,Animals_065_h.jpg,92,276.jpg,877.jpg,
neu,IMDF_memory_postscan,47.jpg,neutral_671.jpg,70,50.jpg,450.jpg,
neu,IMDF_memory_postscan,421.jpg,neutral_131.jpg,62,714.jpg,123.jpg,
neg,IMDF_memory_postscan,382.jpg,6312.jpg,56,332.jpg,280.jpg,
neu,IMDF_memory_postscan,152.jpg,neutral_171.jpg,15,118.jpg,446.jpg,
neu,IMDF_memory_postscan,952.jpg,neutral_673.jpg,filler,950.jpg,975.jpg,middle
neg,IMDF_memory_postscan,281.jpg,People_239_h.jpg,39,376.jpg,897.jpg,
neg,IMDF_memory_postscan,895.jpg,Objects_003_h.jpg,108,926.jpg,9.jpg,
neg,IMDF_memory_postscan,245.jpg,Animals_033_h.jpg,31,373.jpg,391.jpg,
neu,IMDF_memory_postscan,450.jpg,neutral_276.jpg,66,140.jpg,731.jpg,
neu,IMDF_memory_postscan,668.jpg,neutral_194.jpg,84,184.jpg,6.jpg,
neu,IMDF_memory_postscan,140.jpg,neutral_121.jpg,12,460.jpg,41.jpg,
neg,IMDF_memory_postscan,877.jpg,Faces_283_h.jpg,106,900.jpg,307.jpg,
neg,IMDF_memory_postscan,373.jpg,6210.jpg,53,366.jpg,4.jpg,
neu,IMDF_memory_postscan,674.jpg,neutral_196.jpg,85,724.jpg,118.jpg,
neg,IMDF_memory_postscan,748.jpg,Animals_018_h.jpg,91,372.jpg,884.jpg,
neg,IMDF_memory_postscan,9.jpg,6370.jpg,111,281.jpg,32.jpg,
neg,IMDF_memory_postscan,769.jpg,People_198_h.jpg,94,313.jpg,870.jpg,
neu,IMDF_memory_postscan,132.jpg,neutral_585.jpg,10,560.jpg,435.jpg,
neu,IMDF_memory_postscan,184.jpg,neutral_063.jpg,23,674.jpg,538.jpg,
neg,IMDF_memory_postscan,87.jpg,Faces_028_h.jpg,104,245.jpg,321.jpg,
neu,IMDF_memory_postscan,538.jpg,neutral_560.jpg,77,200.jpg,23.jpg,
neg,IMDF_memory_postscan,246.jpg,Animals_062_h.jpg,32,848.jpg,926.jpg,
neg,IMDF_memory_postscan,802.jpg,Objects_126_h.jpg,97,90.jpg,366.jpg,
neg,IMDF_memory_postscan,25.jpg,Animals_078_h.jpg,33,947.jpg,382.jpg,
neu,IMDF_memory_postscan,544.jpg,neutral_014.jpg,79,461.jpg,113.jpg,
neg,IMDF_memory_postscan,267.jpg,Objects_011_h.jpg,35,38.jpg,79.jpg,
neu,IMDF_memory_postscan,460.jpg,neutral_591.jpg,68,196.jpg,181.jpg,
neg,IMDF_memory_postscan,38.jpg,6300.jpg,55,769.jpg,809.jpg,
neg,IMDF_memory_postscan,779.jpg,Objects_022_h.jpg,95,316.jpg,90.jpg,
neu,IMDF_memory_postscan,123.jpg,neutral_461.jpg,8,166.jpg,173.jpg,
neu,IMDF_memory_postscan,159.jpg,neutral_370.jpg,17,121.jpg,132.jpg,
neu,IMDF_memory_postscan,166.jpg,neutral_422.jpg,19,113.jpg,121.jpg,
neg,IMDF_memory_postscan,947.jpg,Objects_001_h.jpg,120,845.jpg,332.jpg,
neu,IMDF_memory_postscan,45.jpg,neutral_270.jpg,65,542.jpg,234.jpg,
neu,IMDF_memory_postscan,506.jpg,neutral_532.jpg,75,116.jpg,45.jpg,
neu,IMDF_memory_postscan,234.jpg,neutral_382.jpg,29,151.jpg,55.jpg,
neg,IMDF_memory_postscan,406.jpg,H044.bmp,59,884.jpg,281.jpg,
neu,IMDF_memory_postscan,453.jpg,neutral_588.jpg,67,48.jpg,116.jpg,
neg,IMDF_memory_postscan,313.jpg,People_226_h.jpg,43,391.jpg,916.jpg,
neu,IMDF_memory_postscan,161.jpg,neutral_416.jpg,18,49.jpg,151.jpg,
neg,IMDF_memory_postscan,848.jpg,Animals_060_h.jpg,102,246.jpg,845.jpg,
neg,IMDF_memory_postscan,870.jpg,Faces_041_h.jpg,105,896.jpg,895.jpg,
neg,IMDF_memory_postscan,307.jpg,Animals_001_h.jpg,41,305.jpg,848.jpg,
neg,IMDF_memory_postscan,953.jpg,1050.jpg,filler,987.jpg,954.jpg,last
neu,IMDF_memory_postscan,975.jpg,neutral_707.jpg,filler,957.jpg,952.jpg,last
