Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,IMDF_scanner,987.jpg,6213.jpg,,9999,94,red,FILLER,IMDF_scanner,yes,first,9999,94,128,5,23,TBF,9999,1
neu,IMDF_scanner,952.jpg,neutral_673.jpg,,92,9999,green,FILLER,IMDF_scanner,yes,first,92,9999,122,5,23,TBR,9999,2
neg,IMDF_scanner,25.jpg,Animals_078_h.jpg,1,63,9999,red,TBF_neg,IMDF_scanner,no,,9999,33,33,2,23,TBF,one,3
neu,IMDF_scanner,166.jpg,neutral_422.jpg,1,49,9999,red,TBF_neu,IMDF_scanner,no,,49,9999,19,1,23,TBF,two,4
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,23,None,,5
neu,IMDF_scanner,51.jpg,neutral_538.jpg,1,9999,46,green,TBR_neu,IMDF_scanner,no,,76,9999,76,3,23,TBR,two,6
neg,IMDF_scanner,86.jpg,Faces_007_h.jpg,1,9999,73,red,TBF_neg,IMDF_scanner,no,,9999,73,103,4,23,TBF,one,7
neg,IMDF_scanner,382.jpg,6312.jpg,1,86,9999,green,TBR_neg,IMDF_scanner,no,,9999,56,56,2,23,TBR,two,8
neu,IMDF_scanner,118.jpg,neutral_096.jpg,1,36,9999,red,TBF_neu,IMDF_scanner,no,,36,9999,6,1,23,TBF,one,9
neu,IMDF_scanner,170.jpg,neutral_423.jpg,1,50,9999,red,TBF_neu,IMDF_scanner,no,,50,9999,20,1,23,TBF,two,10
neu,IMDF_scanner,47.jpg,neutral_671.jpg,1,9999,40,red,TBF_neu,IMDF_scanner,no,,70,9999,70,3,23,TBF,one,11
neg,IMDF_scanner,896.jpg,People_003_h.jpg,1,9999,79,green,TBR_neg,IMDF_scanner,no,,9999,79,109,4,23,TBR,two,12
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,23,None,,13
neu,IMDF_scanner,132.jpg,neutral_585.jpg,1,40,9999,green,TBR_neu,IMDF_scanner,no,,40,9999,10,1,23,TBR,one,14
neg,IMDF_scanner,79.jpg,Objects_109_h.jpg,1,9999,66,red,TBF_neg,IMDF_scanner,no,,9999,66,96,4,23,TBF,one,15
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,23,None,,16
neg,IMDF_scanner,884.jpg,Landscapes_002_h.jpg,1,9999,77,green,TBR_neg,IMDF_scanner,no,,9999,77,107,4,23,TBR,two,17
neu,IMDF_scanner,121.jpg,neutral_394.jpg,1,37,9999,red,TBF_neu,IMDF_scanner,no,,37,9999,7,1,23,TBF,one,18
neg,IMDF_scanner,376.jpg,6211.jpg,1,84,9999,red,TBF_neg,IMDF_scanner,no,,9999,54,54,2,23,TBF,two,19
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,23,None,,20
neg,IMDF_scanner,313.jpg,People_226_h.jpg,1,73,9999,green,TBR_neg,IMDF_scanner,no,,9999,43,43,2,23,TBR,one,21
neu,IMDF_scanner,181.jpg,neutral_060.jpg,1,52,9999,red,TBF_neu,IMDF_scanner,no,,52,9999,22,1,23,TBF,two,22
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,23,None,,23
neu,IMDF_scanner,140.jpg,neutral_121.jpg,1,42,9999,red,TBF_neu,IMDF_scanner,no,,42,9999,12,1,23,TBF,one,24
neu,IMDF_scanner,113.jpg,neutral_069.jpg,1,34,9999,green,TBR_neu,IMDF_scanner,no,,34,9999,4,1,23,TBR,one,25
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,23,None,,26
neu,IMDF_scanner,138.jpg,neutral_119.jpg,1,41,9999,green,TBR_neu,IMDF_scanner,no,,41,9999,11,1,23,TBR,one,27
neg,IMDF_scanner,305.jpg,People_223_h.jpg,1,70,9999,green,TBR_neg,IMDF_scanner,no,,9999,40,40,2,23,TBR,one,28
neg,IMDF_scanner,932.jpg,Faces_272_h.jpg,1,9999,88,red,TBF_neg,IMDF_scanner,no,,9999,88,118,4,23,TBF,two,29
neg,IMDF_scanner,361.jpg,People_210_h.jpg,1,80,9999,green,TBR_neg,IMDF_scanner,no,,9999,50,50,2,23,TBR,two,30
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,23,None,,31
neu,IMDF_scanner,50.jpg,neutral_531.jpg,1,9999,44,red,TBF_neu,IMDF_scanner,no,,74,9999,74,3,23,TBF,one,32
neu,IMDF_scanner,200.jpg,neutral_198.jpg,1,56,9999,green,TBR_neu,IMDF_scanner,no,,56,9999,26,1,23,TBR,two,33
neg,IMDF_scanner,82.jpg,People_217_h.jpg,1,9999,69,red,TBF_neg,IMDF_scanner,no,,9999,69,99,4,23,TBF,one,34
neu,IMDF_scanner,714.jpg,neutral_236.jpg,1,9999,57,red,TBF_neu,IMDF_scanner,no,,87,9999,87,3,23,TBF,two,35
neu,IMDF_scanner,544.jpg,neutral_014.jpg,1,9999,49,red,TBF_neu,IMDF_scanner,no,,79,9999,79,3,23,TBF,two,36
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,23,None,,37
neg,IMDF_scanner,267.jpg,Objects_011_h.jpg,1,65,9999,red,TBF_neg,IMDF_scanner,no,,9999,35,35,2,23,TBF,one,38
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,23,None,,39
neg,IMDF_scanner,307.jpg,Animals_001_h.jpg,1,71,9999,green,TBR_neg,IMDF_scanner,no,,9999,41,41,2,23,TBR,one,40
neu,IMDF_scanner,6.jpg,neutral_193.jpg,1,9999,53,green,TBR_neu,IMDF_scanner,no,,83,9999,83,3,23,TBR,two,41
neg,IMDF_scanner,332.jpg,Landscapes_025_h.jpg,1,78,9999,green,TBR_neg,IMDF_scanner,no,,9999,48,48,2,23,TBR,two,42
neg,IMDF_scanner,900.jpg,6830.jpg,1,9999,83,red,TBF_neg,IMDF_scanner,no,,9999,83,113,4,23,TBF,two,43
neg,IMDF_scanner,76.jpg,Landscapes_007_h.jpg,1,9999,63,red,TBF_neg,IMDF_scanner,no,,9999,63,93,4,23,TBF,one,44
neu,IMDF_scanner,542.jpg,neutral_568.jpg,1,9999,48,red,TBF_neu,IMDF_scanner,no,,78,9999,78,3,23,TBF,two,45
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,23,None,,46
neg,IMDF_scanner,373.jpg,6210.jpg,1,83,9999,green,TBR_neg,IMDF_scanner,no,,9999,53,53,2,23,TBR,two,47
