Emotion,Object,Scene,Trial_ID,distractor_object_1,distractor_object_2
neg,953.jpg,1050.jpg,filler,987.jpg,954.jpg
neg,987.jpg,6213.jpg,filler,953.jpg,981.jpg
neg,382.jpg,6312.jpg,56,942.jpg,332.jpg
neu,446.jpg,neutral_201.jpg,64,724.jpg,450.jpg
neu,41.jpg,neutral_130.jpg,61,51.jpg,130.jpg
neu,113.jpg,neutral_069.jpg,4,542.jpg,714.jpg
neg,268.jpg,Objects_088_h.jpg,36,76.jpg,305.jpg
neg,313.jpg,People_226_h.jpg,43,372.jpg,769.jpg
neu,184.jpg,neutral_063.jpg,23,23.jpg,10.jpg
neg,870.jpg,Faces_041_h.jpg,105,900.jpg,361.jpg
neu,138.jpg,neutral_119.jpg,11,132.jpg,72.jpg
neu,152.jpg,neutral_171.jpg,15,49.jpg,196.jpg
neg,32.jpg,Faces_172_h.jpg,46,917.jpg,376.jpg
neu,106.jpg,neutral_057.jpg,3,196.jpg,170.jpg
neg,38.jpg,6300.jpg,55,316.jpg,942.jpg
neu,6.jpg,neutral_193.jpg,83,138.jpg,24.jpg
neg,779.jpg,Objects_022_h.jpg,95,307.jpg,836.jpg
neu,975.jpg,neutral_707.jpg,filler,950.jpg,952.jpg
neu,476.jpg,neutral_456.jpg,71,113.jpg,446.jpg
neg,87.jpg,Faces_028_h.jpg,104,809.jpg,932.jpg
neg,406.jpg,H044.bmp,59,305.jpg,809.jpg
neu,544.jpg,neutral_614.jpg,79,173.jpg,6.jpg
neu,49.jpg,neutral_499.jpg,73,24.jpg,544.jpg
neg,895.jpg,Objects_003_h.jpg,108,280.jpg,382.jpg
neg,748.jpg,Animals_018_h.jpg,91,75.jpg,848.jpg
neg,321.jpg,Faces_302_h.jpg,47,87.jpg,312.jpg
neu,145.jpg,neutral_125.jpg,13,123.jpg,151.jpg
neu,72.jpg,neutral_240.jpg,88,731.jpg,460.jpg
neu,121.jpg,neutral_394.jpg,7,106.jpg,132.jpg
neg,981.jpg,People_133_h.jpg,filler,954.jpg,987.jpg
neg,877.jpg,Faces_283_h.jpg,106,382.jpg,391.jpg
neu,23.jpg,neutral_104.jpg,28,121.jpg,476.jpg
neg,317.jpg,Faces_034_h.jpg,45,932.jpg,802.jpg
neg,409.jpg,9630.jpg,60,276.jpg,917.jpg
neg,836.jpg,People_233_h.jpg,100,779.jpg,4.jpg
neu,161.jpg,neutral_416.jpg,18,20.jpg,41.jpg
neg,926.jpg,Animals_073_h.jpg,117,769.jpg,38.jpg
neg,366.jpg,1930.jpg,51,32.jpg,947.jpg
neu,47.jpg,neutral_671.jpg,70,674.jpg,116.jpg
neu,166.jpg,neutral_422.jpg,19,10.jpg,20.jpg
neu,118.jpg,neutral_096.jpg,6,668.jpg,538.jpg
neg,802.jpg,Objects_126_h.jpg,97,926.jpg,321.jpg
neu,553.jpg,neutral_145.jpg,81,234.jpg,453.jpg
neu,55.jpg,neutral_620.jpg,80,675.jpg,102.jpg
neg,376.jpg,6211.jpg,54,409.jpg,366.jpg
neu,542.jpg,neutral_568.jpg,78,166.jpg,138.jpg
neg,917.jpg,9424.jpg,115,353.jpg,86.jpg
neg,305.jpg,People_223_h.jpg,40,947.jpg,409.jpg
neg,316.jpg,Faces_019_h.jpg,44,877.jpg,268.jpg
neu,50.jpg,neutral_531.jpg,74,446.jpg,166.jpg
neu,460.jpg,neutral_591.jpg,68,421.jpg,55.jpg
neu,45.jpg,neutral_270.jpg,65,181.jpg,668.jpg
neg,4.jpg,Faces_274_h.jpg,58,376.jpg,877.jpg
neg,372.jpg,2692.jpg,52,884.jpg,82.jpg
neg,769.jpg,People_198_h.jpg,94,246.jpg,870.jpg
neu,181.jpg,neutral_060.jpg,22,6.jpg,435.jpg
neu,724.jpg,neutral_242.jpg,89,152.jpg,542.jpg
neg,900.jpg,6830.jpg,113,391.jpg,9.jpg
neg,896.jpg,People_003_h.jpg,109,897.jpg,267.jpg
neg,267.jpg,Objects_011_h.jpg,35,836.jpg,25.jpg
neu,170.jpg,neutral_423.jpg,20,184.jpg,674.jpg
neu,674.jpg,neutral_196.jpg,85,151.jpg,202.jpg
neu,957.jpg,neutral_695.jpg,filler,952.jpg,950.jpg
neg,245.jpg,Animals_033_h.jpg,31,332.jpg,896.jpg
neu,461.jpg,neutral_638.jpg,69,553.jpg,123.jpg
neu,24.jpg,neutral_224.jpg,30,476.jpg,200.jpg
neu,159.jpg,neutral_370.jpg,17,116.jpg,675.jpg
neg,932.jpg,Faces_272_h.jpg,118,313.jpg,75.jpg
neg,246.jpg,Animals_062_h.jpg,32,896.jpg,245.jpg
neg,257.jpg,Objects_007_h.jpg,34,916.jpg,79.jpg
neu,10.jpg,neutral_001.jpg,1,538.jpg,47.jpg
neg,312.jpg,Animals_025_h.jpg,42,870.jpg,353.jpg
neg,947.jpg,Objects_001_h.jpg,120,312.jpg,372.jpg
neg,391.jpg,blood_034.jpg,57,317.jpg,257.jpg
neu,450.jpg,neutral_276.jpg,66,130.jpg,506.jpg
neg,25.jpg,Animals_078_h.jpg,33,366.jpg,90.jpg
neu,668.jpg,neutral_194.jpg,84,161.jpg,50.jpg
neg,809.jpg,People_058_h.jpg,98,848.jpg,406.jpg
neu,560.jpg,neutral_148.jpg,82,45.jpg,51.jpg
neu,675.jpg,neutral_598.jpg,86,41.jpg,234.jpg
neu,123.jpg,neutral_461.jpg,8,47.jpg,181.jpg
neg,332.jpg,Landscapes_025_h.jpg,48,920.jpg,897.jpg
neu,731.jpg,neutral_244.jpg,90,544.jpg,121.jpg
neg,845.jpg,Animals_013_h.jpg,101,281.jpg,916.jpg
neu,20.jpg,neutral_223.jpg,25,453.jpg,113.jpg
neg,920.jpg,9425.jpg,116,268.jpg,317.jpg
neu,173.jpg,neutral_290.jpg,21,102.jpg,118.jpg
neg,276.jpg,Objects_125_h.jpg,37,86.jpg,920.jpg
neg,82.jpg,People_217_h.jpg,99,4.jpg,87.jpg
neu,234.jpg,neutral_382.jpg,29,506.jpg,145.jpg
neg,353.jpg,Objects_145_h.jpg,49,38.jpg,32.jpg
neu,435.jpg,neutral_188.jpg,63,714.jpg,49.jpg
neg,884.jpg,Landscapes_002_h.jpg,107,82.jpg,845.jpg
neg,373.jpg,6210.jpg,53,406.jpg,246.jpg
neg,307.jpg,Animals_001_h.jpg,41,90.jpg,926.jpg
neu,48.jpg,neutral_497.jpg,72,461.jpg,560.jpg
neu,200.jpg,neutral_198.jpg,26,50.jpg,159.jpg
neg,897.jpg,People_147_h.jpg,110,245.jpg,276.jpg
neg,90.jpg,6555.jpg,112,895.jpg,748.jpg
