Emotion,Exp_ID,Object,Scene,Trial_ID,distractor_1,distractor_2,filler_type
neg,IMDF_memory_postscan,802.jpg,Objects_126_h.jpg,97,79.jpg,245.jpg,
neu,IMDF_memory_postscan,123.jpg,neutral_461.jpg,8,161.jpg,553.jpg,
neg,IMDF_memory_postscan,32.jpg,Faces_172_h.jpg,46,877.jpg,268.jpg,
neu,IMDF_memory_postscan,116.jpg,neutral_073.jpg,5,461.jpg,55.jpg,
neg,IMDF_memory_postscan,942.jpg,H123.bmp,119,87.jpg,25.jpg,
neg,IMDF_memory_postscan,748.jpg,Animals_018_h.jpg,91,321.jpg,802.jpg,
neg,IMDF_memory_postscan,246.jpg,Animals_062_h.jpg,32,947.jpg,897.jpg,
neu,IMDF_memory_postscan,674.jpg,neutral_196.jpg,85,102.jpg,152.jpg,
neu,IMDF_memory_postscan,152.jpg,neutral_171.jpg,15,130.jpg,48.jpg,
neg,IMDF_memory_postscan,305.jpg,People_223_h.jpg,40,391.jpg,267.jpg,
neg,IMDF_memory_postscan,917.jpg,9424.jpg,115,916.jpg,276.jpg,
neu,IMDF_memory_postscan,538.jpg,neutral_560.jpg,77,166.jpg,184.jpg,
neu,IMDF_memory_postscan,113.jpg,neutral_069.jpg,4,159.jpg,200.jpg,
neg,IMDF_memory_postscan,953.jpg,1050.jpg,filler,954.jpg,987.jpg,middle
neu,IMDF_memory_postscan,446.jpg,neutral_201.jpg,64,132.jpg,118.jpg,
neg,IMDF_memory_postscan,312.jpg,Animals_025_h.jpg,42,353.jpg,779.jpg,
neu,IMDF_memory_postscan,184.jpg,neutral_063.jpg,23,145.jpg,106.jpg,
neu,IMDF_memory_postscan,421.jpg,neutral_131.jpg,62,724.jpg,20.jpg,
neg,IMDF_memory_postscan,900.jpg,6830.jpg,113,779.jpg,4.jpg,
neu,IMDF_memory_postscan,668.jpg,neutral_194.jpg,84,138.jpg,461.jpg,
neg,IMDF_memory_postscan,932.jpg,Faces_272_h.jpg,118,409.jpg,917.jpg,
neg,IMDF_memory_postscan,848.jpg,Animals_060_h.jpg,102,809.jpg,312.jpg,
neg,IMDF_memory_postscan,4.jpg,Faces_274_h.jpg,58,896.jpg,366.jpg,
neu,IMDF_memory_postscan,950.jpg,neutral_261.jpg,filler,957.jpg,952.jpg,middle
neu,IMDF_memory_postscan,106.jpg,neutral_057.jpg,3,113.jpg,145.jpg,
neu,IMDF_memory_postscan,121.jpg,neutral_394.jpg,7,48.jpg,138.jpg,
neg,IMDF_memory_postscan,245.jpg,Animals_033_h.jpg,31,75.jpg,769.jpg,
neg,IMDF_memory_postscan,76.jpg,Landscapes_007_h.jpg,93,245.jpg,79.jpg,
neu,IMDF_memory_postscan,10.jpg,neutral_001.jpg,1,196.jpg,116.jpg,
neu,IMDF_memory_postscan,200.jpg,neutral_198.jpg,26,170.jpg,47.jpg,
neg,IMDF_memory_postscan,257.jpg,Objects_007_h.jpg,34,268.jpg,916.jpg,
neu,IMDF_memory_postscan,476.jpg,neutral_456.jpg,71,202.jpg,714.jpg,
neg,IMDF_memory_postscan,361.jpg,People_210_h.jpg,50,276.jpg,90.jpg,
neu,IMDF_memory_postscan,161.jpg,neutral_416.jpg,18,47.jpg,560.jpg,
neu,IMDF_memory_postscan,6.jpg,neutral_193.jpg,83,20.jpg,10.jpg,
neu,IMDF_memory_postscan,156.jpg,neutral_200.jpg,16,460.jpg,72.jpg,
neg,IMDF_memory_postscan,366.jpg,1930.jpg,51,769.jpg,32.jpg,
neu,IMDF_memory_postscan,461.jpg,neutral_638.jpg,69,674.jpg,170.jpg,
neg,IMDF_memory_postscan,86.jpg,Faces_007_h.jpg,103,920.jpg,76.jpg,
neg,IMDF_memory_postscan,897.jpg,People_147_h.jpg,110,246.jpg,9.jpg,
neu,IMDF_memory_postscan,173.jpg,neutral_290.jpg,21,450.jpg,476.jpg,
neg,IMDF_memory_postscan,87.jpg,Faces_028_h.jpg,104,836.jpg,409.jpg,
neu,IMDF_memory_postscan,166.jpg,neutral_422.jpg,19,50.jpg,51.jpg,
neu,IMDF_memory_postscan,560.jpg,neutral_148.jpg,82,544.jpg,151.jpg,
neu,IMDF_memory_postscan,453.jpg,neutral_588.jpg,67,553.jpg,130.jpg,
neg,IMDF_memory_postscan,376.jpg,6211.jpg,54,748.jpg,307.jpg,
neg,IMDF_memory_postscan,406.jpg,H044.bmp,59,257.jpg,280.jpg,
neu,IMDF_memory_postscan,24.jpg,neutral_224.jpg,30,23.jpg,181.jpg,
neu,IMDF_memory_postscan,450.jpg,neutral_276.jpg,66,542.jpg,6.jpg,
neu,IMDF_memory_postscan,47.jpg,neutral_671.jpg,70,116.jpg,132.jpg,
neg,IMDF_memory_postscan,267.jpg,Objects_011_h.jpg,35,406.jpg,321.jpg,
neu,IMDF_memory_postscan,435.jpg,neutral_188.jpg,63,151.jpg,24.jpg,
neg,IMDF_memory_postscan,316.jpg,Faces_019_h.jpg,44,895.jpg,748.jpg,
neg,IMDF_memory_postscan,79.jpg,Objects_109_h.jpg,96,267.jpg,947.jpg,
neu,IMDF_memory_postscan,181.jpg,neutral_060.jpg,22,675.jpg,50.jpg,
neu,IMDF_memory_postscan,542.jpg,neutral_568.jpg,78,714.jpg,234.jpg,
neg,IMDF_memory_postscan,896.jpg,People_003_h.jpg,109,926.jpg,845.jpg,
neu,IMDF_memory_postscan,234.jpg,neutral_382.jpg,29,6.jpg,446.jpg,
neu,IMDF_memory_postscan,55.jpg,neutral_620.jpg,80,181.jpg,113.jpg,
neu,IMDF_memory_postscan,145.jpg,neutral_125.jpg,13,45.jpg,173.jpg,
neg,IMDF_memory_postscan,280.jpg,Objects_206_h.jpg,38,845.jpg,391.jpg,
neu,IMDF_memory_postscan,159.jpg,neutral_370.jpg,17,184.jpg,668.jpg,
neg,IMDF_memory_postscan,82.jpg,People_217_h.jpg,99,372.jpg,809.jpg,
neu,IMDF_memory_postscan,41.jpg,neutral_130.jpg,61,453.jpg,166.jpg,
neu,IMDF_memory_postscan,130.jpg,neutral_504.jpg,9,51.jpg,23.jpg,
neg,IMDF_memory_postscan,9.jpg,6370.jpg,111,317.jpg,942.jpg,
neg,IMDF_memory_postscan,845.jpg,Animals_013_h.jpg,101,82.jpg,38.jpg,
neg,IMDF_memory_postscan,947.jpg,Objects_001_h.jpg,120,382.jpg,86.jpg,
neu,IMDF_memory_postscan,544.jpg,neutral_014.jpg,79,731.jpg,542.jpg,
neg,IMDF_memory_postscan,884.jpg,Landscapes_002_h.jpg,107,313.jpg,246.jpg,
neu,IMDF_memory_postscan,132.jpg,neutral_585.jpg,10,435.jpg,41.jpg,
neg,IMDF_memory_postscan,779.jpg,Objects_022_h.jpg,95,366.jpg,920.jpg,
neg,IMDF_memory_postscan,276.jpg,Objects_125_h.jpg,37,884.jpg,382.jpg,
neu,IMDF_memory_postscan,72.jpg,neutral_240.jpg,88,41.jpg,731.jpg,
neg,IMDF_memory_postscan,313.jpg,People_226_h.jpg,43,802.jpg,896.jpg,
neg,IMDF_memory_postscan,895.jpg,Objects_003_h.jpg,108,9.jpg,932.jpg,
neg,IMDF_memory_postscan,90.jpg,6555.jpg,112,361.jpg,257.jpg,
neu,IMDF_memory_postscan,102.jpg,neutral_003.jpg,2,156.jpg,453.jpg,
neu,IMDF_memory_postscan,151.jpg,neutral_132.jpg,14,123.jpg,724.jpg,
neg,IMDF_memory_postscan,307.jpg,Animals_001_h.jpg,41,25.jpg,353.jpg,
neg,IMDF_memory_postscan,769.jpg,People_198_h.jpg,94,307.jpg,361.jpg,
neg,IMDF_memory_postscan,38.jpg,6300.jpg,55,281.jpg,373.jpg,
neu,IMDF_memory_postscan,553.jpg,neutral_145.jpg,81,538.jpg,123.jpg,
neu,IMDF_memory_postscan,23.jpg,neutral_104.jpg,28,10.jpg,421.jpg,
neu,IMDF_memory_postscan,170.jpg,neutral_423.jpg,20,668.jpg,538.jpg,
neg,IMDF_memory_postscan,391.jpg,blood_034.jpg,57,32.jpg,75.jpg,
neg,IMDF_memory_postscan,877.jpg,Faces_283_h.jpg,106,312.jpg,884.jpg,
neg,IMDF_memory_postscan,332.jpg,Landscapes_025_h.jpg,48,897.jpg,372.jpg,
neu,IMDF_memory_postscan,714.jpg,neutral_236.jpg,87,49.jpg,161.jpg,
neg,IMDF_memory_postscan,916.jpg,9423.jpg,114,38.jpg,316.jpg,
neu,IMDF_memory_postscan,140.jpg,neutral_121.jpg,12,152.jpg,675.jpg,
neg,IMDF_memory_postscan,75.jpg,Animals_065_h.jpg,92,848.jpg,313.jpg,
neu,IMDF_memory_postscan,957.jpg,neutral_695.jpg,filler,975.jpg,950.jpg,middle
neg,IMDF_memory_postscan,281.jpg,People_239_h.jpg,39,90.jpg,332.jpg,
neu,IMDF_memory_postscan,724.jpg,neutral_242.jpg,89,446.jpg,450.jpg,
neg,IMDF_memory_postscan,926.jpg,Animals_073_h.jpg,117,376.jpg,848.jpg,
neg,IMDF_memory_postscan,353.jpg,Objects_145_h.jpg,49,76.jpg,900.jpg,
neg,IMDF_memory_postscan,372.jpg,2692.jpg,52,305.jpg,376.jpg,
neg,IMDF_memory_postscan,954.jpg,People_143_h.jpg,filler,953.jpg,981.jpg,last
neu,IMDF_memory_postscan,975.jpg,neutral_707.jpg,filler,952.jpg,957.jpg,last
