Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,IMDF_scanner,257.jpg,Objects_007_h.jpg,1,64,9999,red,TBF_neg,IMDF_scanner,no,,9999,34,34,2,8,TBF,one,31
neu,IMDF_scanner,10.jpg,neutral_001.jpg,1,31,9999,red,TBF_neu,IMDF_scanner,no,,31,9999,1,1,8,TBF,one,32
neg,IMDF_scanner,321.jpg,Faces_302_h.jpg,1,77,9999,red,TBF_neg,IMDF_scanner,no,,9999,47,47,2,8,TBF,two,33
neu,IMDF_scanner,156.jpg,neutral_200.jpg,1,46,9999,green,TBR_neu,IMDF_scanner,no,,46,9999,16,1,8,TBR,two,34
neu,IMDF_scanner,181.jpg,neutral_060.jpg,1,52,9999,green,TBR_neu,IMDF_scanner,no,,52,9999,22,1,8,TBR,two,35
neg,IMDF_scanner,884.jpg,Landscapes_002_h.jpg,1,9999,77,green,TBR_neg,IMDF_scanner,no,,9999,77,107,4,8,TBR,two,36
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,37
neu,IMDF_scanner,51.jpg,neutral_538.jpg,1,9999,46,red,TBF_neu,IMDF_scanner,no,,76,9999,76,3,8,TBF,two,38
neu,IMDF_scanner,48.jpg,neutral_497.jpg,1,9999,42,red,TBF_neu,IMDF_scanner,no,,72,9999,72,3,8,TBF,one,39
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,40
neg,IMDF_scanner,353.jpg,Objects_145_h.jpg,1,79,9999,red,TBF_neg,IMDF_scanner,no,,9999,49,49,2,8,TBF,two,41
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,42
neu,IMDF_scanner,184.jpg,neutral_063.jpg,1,53,9999,green,TBR_neu,IMDF_scanner,no,,53,9999,23,1,8,TBR,two,43
neg,IMDF_scanner,281.jpg,People_239_h.jpg,1,69,9999,red,TBF_neg,IMDF_scanner,no,,9999,39,39,2,8,TBF,one,44
neg,IMDF_scanner,25.jpg,Animals_078_h.jpg,1,63,9999,green,TBR_neg,IMDF_scanner,no,,9999,33,33,2,8,TBR,one,45
neu,IMDF_scanner,102.jpg,neutral_003.jpg,1,32,9999,red,TBF_neu,IMDF_scanner,no,,32,9999,2,1,8,TBF,one,46
neg,IMDF_scanner,916.jpg,9423.jpg,1,9999,84,red,TBF_neg,IMDF_scanner,no,,9999,84,114,4,8,TBF,two,47
neg,IMDF_scanner,932.jpg,Faces_272_h.jpg,1,9999,88,red,TBF_neg,IMDF_scanner,no,,9999,88,118,4,8,TBF,two,48
neg,IMDF_scanner,307.jpg,Animals_001_h.jpg,1,71,9999,green,TBR_neg,IMDF_scanner,no,,9999,41,41,2,8,TBR,one,49
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,50
neg,IMDF_scanner,920.jpg,9425.jpg,1,9999,86,red,TBF_neg,IMDF_scanner,no,,9999,86,116,4,8,TBF,two,51
neu,IMDF_scanner,435.jpg,neutral_188.jpg,1,9999,33,red,TBF_neu,IMDF_scanner,no,,63,9999,63,3,8,TBF,one,52
neg,IMDF_scanner,32.jpg,Faces_172_h.jpg,1,76,9999,red,TBF_neg,IMDF_scanner,no,,9999,46,46,2,8,TBF,two,53
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,54
neu,IMDF_scanner,152.jpg,neutral_171.jpg,1,45,9999,red,TBF_neu,IMDF_scanner,no,,45,9999,15,1,8,TBF,one,55
neu,IMDF_scanner,116.jpg,neutral_073.jpg,1,35,9999,green,TBR_neu,IMDF_scanner,no,,35,9999,5,1,8,TBR,one,56
neu,IMDF_scanner,674.jpg,neutral_196.jpg,1,9999,55,red,TBF_neu,IMDF_scanner,no,,85,9999,85,3,8,TBF,two,57
neg,IMDF_scanner,87.jpg,Faces_028_h.jpg,1,9999,74,green,TBR_neg,IMDF_scanner,no,,9999,74,104,4,8,TBR,one,58
neg,IMDF_scanner,947.jpg,Objects_001_h.jpg,1,9999,90,green,TBR_neg,IMDF_scanner,no,,9999,90,120,4,8,TBR,two,59
neg,IMDF_scanner,769.jpg,People_198_h.jpg,1,9999,64,red,TBF_neg,IMDF_scanner,no,,9999,64,94,4,8,TBF,one,60
neu,IMDF_scanner,724.jpg,neutral_242.jpg,1,9999,59,red,TBF_neu,IMDF_scanner,no,,89,9999,89,3,8,TBF,two,61
neu,IMDF_scanner,446.jpg,neutral_201.jpg,1,9999,34,red,TBF_neu,IMDF_scanner,no,,64,9999,64,3,8,TBF,one,62
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,63
neg,IMDF_scanner,316.jpg,Faces_019_h.jpg,1,74,9999,green,TBR_neg,IMDF_scanner,no,,9999,44,44,2,8,TBR,one,64
neu,IMDF_scanner,450.jpg,neutral_276.jpg,1,9999,36,red,TBF_neu,IMDF_scanner,no,,66,9999,66,3,8,TBF,one,65
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,66
neg,IMDF_scanner,38.jpg,6300.jpg,1,85,9999,green,TBR_neg,IMDF_scanner,no,,9999,55,55,2,8,TBR,two,67
neu,IMDF_scanner,538.jpg,neutral_560.jpg,1,9999,47,green,TBR_neu,IMDF_scanner,no,,77,9999,77,3,8,TBR,two,68
neu,IMDF_scanner,106.jpg,neutral_057.jpg,1,33,9999,red,TBF_neu,IMDF_scanner,no,,33,9999,3,1,8,TBF,one,69
neg,IMDF_scanner,917.jpg,9424.jpg,1,9999,85,red,TBF_neg,IMDF_scanner,no,,9999,85,115,4,8,TBF,two,70
neu,IMDF_scanner,45.jpg,neutral_270.jpg,1,9999,35,green,TBR_neu,IMDF_scanner,no,,65,9999,65,3,8,TBR,one,71
neg,IMDF_scanner,317.jpg,Faces_034_h.jpg,1,75,9999,red,TBF_neg,IMDF_scanner,no,,9999,45,45,2,8,TBF,one,72
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,73
neg,IMDF_scanner,9.jpg,6370.jpg,1,9999,81,green,TBR_neg,IMDF_scanner,no,,9999,81,111,4,8,TBR,two,74
neu,IMDF_scanner,145.jpg,neutral_125.jpg,1,43,9999,red,TBF_neu,IMDF_scanner,no,,43,9999,13,1,8,TBF,one,75
neu,IMDF_scanner,460.jpg,neutral_591.jpg,1,9999,38,green,TBR_neu,IMDF_scanner,no,,68,9999,68,3,8,TBR,one,76
neg,IMDF_scanner,836.jpg,People_233_h.jpg,1,9999,70,red,TBF_neg,IMDF_scanner,no,,9999,70,100,4,8,TBF,one,77
neg,IMDF_scanner,953.jpg,1050.jpg,,93,9999,green,FILLER,IMDF_scanner,yes,middle,9999,91,123,5,8,TBR,9999,78
neu,IMDF_scanner,950.jpg,neutral_261.jpg,,91,9999,green,FILLER,IMDF_scanner,yes,middle,91,9999,121,5,8,TBR,9999,79
neg,IMDF_scanner,987.jpg,6213.jpg,,9999,94,red,FILLER,IMDF_scanner,yes,middle,9999,94,128,5,8,TBF,9999,80
neu,IMDF_scanner,952.jpg,neutral_673.jpg,,92,9999,green,FILLER,IMDF_scanner,yes,middle,92,9999,122,5,8,TBR,9999,81
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,82
neu,IMDF_scanner,542.jpg,neutral_568.jpg,2,9999,48,green,TBR_neu,IMDF_scanner,no,,78,9999,78,3,8,TBR,two,83
neu,IMDF_scanner,140.jpg,neutral_121.jpg,2,42,9999,red,TBF_neu,IMDF_scanner,no,,42,9999,12,1,8,TBF,one,84
neg,IMDF_scanner,391.jpg,blood_034.jpg,2,87,9999,green,TBR_neg,IMDF_scanner,no,,9999,57,57,2,8,TBR,two,85
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,86
neu,IMDF_scanner,506.jpg,neutral_532.jpg,2,9999,45,red,TBF_neu,IMDF_scanner,no,,75,9999,75,3,8,TBF,one,87
neu,IMDF_scanner,151.jpg,neutral_132.jpg,2,44,9999,green,TBR_neu,IMDF_scanner,no,,44,9999,14,1,8,TBR,one,88
neg,IMDF_scanner,900.jpg,6830.jpg,2,9999,83,red,TBF_neg,IMDF_scanner,no,,9999,83,113,4,8,TBF,two,89
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,90
neg,IMDF_scanner,82.jpg,People_217_h.jpg,2,9999,69,green,TBR_neg,IMDF_scanner,no,,9999,69,99,4,8,TBR,one,91
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,92
neu,IMDF_scanner,72.jpg,neutral_240.jpg,2,9999,58,green,TBR_neu,IMDF_scanner,no,,88,9999,88,3,8,TBR,two,93
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,94
neg,IMDF_scanner,897.jpg,People_147_h.jpg,2,9999,80,red,TBF_neg,IMDF_scanner,no,,9999,80,110,4,8,TBF,two,95
neu,IMDF_scanner,161.jpg,neutral_416.jpg,2,48,9999,red,TBF_neu,IMDF_scanner,no,,48,9999,18,1,8,TBF,two,96
neg,IMDF_scanner,845.jpg,Animals_013_h.jpg,2,9999,71,red,TBF_neg,IMDF_scanner,no,,9999,71,101,4,8,TBF,one,97
neg,IMDF_scanner,382.jpg,6312.jpg,2,86,9999,green,TBR_neg,IMDF_scanner,no,,9999,56,56,2,8,TBR,two,98
neu,IMDF_scanner,20.jpg,neutral_223.jpg,2,55,9999,green,TBR_neu,IMDF_scanner,no,,55,9999,25,1,8,TBR,two,99
neg,IMDF_scanner,809.jpg,People_058_h.jpg,2,9999,68,red,TBF_neg,IMDF_scanner,no,,9999,68,98,4,8,TBF,one,100
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,101
neg,IMDF_scanner,76.jpg,Landscapes_007_h.jpg,2,9999,63,green,TBR_neg,IMDF_scanner,no,,9999,63,93,4,8,TBR,one,102
neu,IMDF_scanner,668.jpg,neutral_194.jpg,2,9999,54,red,TBF_neu,IMDF_scanner,no,,84,9999,84,3,8,TBF,two,103
neg,IMDF_scanner,86.jpg,Faces_007_h.jpg,2,9999,73,green,TBR_neg,IMDF_scanner,no,,9999,73,103,4,8,TBR,one,104
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,105
neg,IMDF_scanner,312.jpg,Animals_025_h.jpg,2,72,9999,red,TBF_neg,IMDF_scanner,no,,9999,42,42,2,8,TBF,one,106
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,107
neu,IMDF_scanner,159.jpg,neutral_370.jpg,2,47,9999,green,TBR_neu,IMDF_scanner,no,,47,9999,17,1,8,TBR,two,108
neu,IMDF_scanner,234.jpg,neutral_382.jpg,2,59,9999,green,TBR_neu,IMDF_scanner,no,,59,9999,29,1,8,TBR,two,109
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,110
neg,IMDF_scanner,332.jpg,Landscapes_025_h.jpg,2,78,9999,red,TBF_neg,IMDF_scanner,no,,9999,48,48,2,8,TBF,two,111
neu,IMDF_scanner,476.jpg,neutral_456.jpg,2,9999,41,red,TBF_neu,IMDF_scanner,no,,71,9999,71,3,8,TBF,one,112
neu,IMDF_scanner,200.jpg,neutral_198.jpg,2,56,9999,green,TBR_neu,IMDF_scanner,no,,56,9999,26,1,8,TBR,two,113
neg,IMDF_scanner,848.jpg,Animals_060_h.jpg,2,9999,72,green,TBR_neg,IMDF_scanner,no,,9999,72,102,4,8,TBR,one,114
neg,IMDF_scanner,895.jpg,Objects_003_h.jpg,2,9999,78,red,TBF_neg,IMDF_scanner,no,,9999,78,108,4,8,TBF,two,115
neu,IMDF_scanner,560.jpg,neutral_148.jpg,2,9999,52,green,TBR_neu,IMDF_scanner,no,,82,9999,82,3,8,TBR,two,116
neg,IMDF_scanner,280.jpg,Objects_206_h.jpg,2,68,9999,red,TBF_neg,IMDF_scanner,no,,9999,38,38,2,8,TBF,one,117
neu,IMDF_scanner,55.jpg,neutral_620.jpg,2,9999,50,green,TBR_neu,IMDF_scanner,no,,80,9999,80,3,8,TBR,two,118
neg,IMDF_scanner,75.jpg,Animals_065_h.jpg,2,9999,62,red,TBF_neg,IMDF_scanner,no,,9999,62,92,4,8,TBF,one,119
neu,IMDF_scanner,47.jpg,neutral_671.jpg,2,9999,40,red,TBF_neu,IMDF_scanner,no,,70,9999,70,3,8,TBF,one,120
neu,IMDF_scanner,714.jpg,neutral_236.jpg,2,9999,57,green,TBR_neu,IMDF_scanner,no,,87,9999,87,3,8,TBR,two,121
neu,IMDF_scanner,6.jpg,neutral_193.jpg,2,9999,53,green,TBR_neu,IMDF_scanner,no,,83,9999,83,3,8,TBR,two,122
neg,IMDF_scanner,748.jpg,Animals_018_h.jpg,2,9999,61,green,TBR_neg,IMDF_scanner,no,,9999,61,91,4,8,TBR,one,123
neu,IMDF_scanner,50.jpg,neutral_531.jpg,2,9999,44,red,TBF_neu,IMDF_scanner,no,,74,9999,74,3,8,TBF,one,124
neg,IMDF_scanner,802.jpg,Objects_126_h.jpg,2,9999,67,green,TBR_neg,IMDF_scanner,no,,9999,67,97,4,8,TBR,one,125
neg,IMDF_scanner,267.jpg,Objects_011_h.jpg,2,65,9999,green,TBR_neg,IMDF_scanner,no,,9999,35,35,2,8,TBR,one,126
neu,IMDF_scanner,675.jpg,neutral_598.jpg,2,9999,56,red,TBF_neu,IMDF_scanner,no,,86,9999,86,3,8,TBF,two,127
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,128
neu,IMDF_scanner,130.jpg,neutral_504.jpg,2,39,9999,green,TBR_neu,IMDF_scanner,no,,39,9999,9,1,8,TBR,one,129
neg,IMDF_scanner,372.jpg,2692.jpg,2,82,9999,green,TBR_neg,IMDF_scanner,no,,9999,52,52,2,8,TBR,two,130
neg,IMDF_scanner,79.jpg,Objects_109_h.jpg,2,9999,66,green,TBR_neg,IMDF_scanner,no,,9999,66,96,4,8,TBR,one,131
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,132
neg,IMDF_scanner,942.jpg,H123.bmp,2,9999,89,green,TBR_neg,IMDF_scanner,no,,9999,89,119,4,8,TBR,two,133
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,134
neu,IMDF_scanner,170.jpg,neutral_423.jpg,2,50,9999,green,TBR_neu,IMDF_scanner,no,,50,9999,20,1,8,TBR,two,135
neg,IMDF_scanner,90.jpg,6555.jpg,2,9999,82,red,TBF_neg,IMDF_scanner,no,,9999,82,112,4,8,TBF,two,136
neu,IMDF_scanner,138.jpg,neutral_119.jpg,2,41,9999,red,TBF_neu,IMDF_scanner,no,,41,9999,11,1,8,TBF,one,137
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,138
neu,IMDF_scanner,24.jpg,neutral_224.jpg,2,60,9999,red,TBF_neu,IMDF_scanner,no,,60,9999,30,1,8,TBF,two,139
neu,IMDF_scanner,173.jpg,neutral_290.jpg,2,51,9999,red,TBF_neu,IMDF_scanner,no,,51,9999,21,1,8,TBF,two,140
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,141
neg,IMDF_scanner,406.jpg,H044.bmp,2,89,9999,green,TBR_neg,IMDF_scanner,no,,9999,59,59,2,8,TBR,two,142
neg,IMDF_scanner,361.jpg,People_210_h.jpg,2,80,9999,red,TBF_neg,IMDF_scanner,no,,9999,50,50,2,8,TBF,two,143
neg,IMDF_scanner,779.jpg,Objects_022_h.jpg,2,9999,65,green,TBR_neg,IMDF_scanner,no,,9999,65,95,4,8,TBR,one,144
None,IMDF_scanner,,,2,,,None,NULL,IMDF_scanner,,,,,9999,,8,None,,145
neg,IMDF_scanner,245.jpg,Animals_033_h.jpg,2,61,9999,green,TBR_neg,IMDF_scanner,no,,9999,31,31,2,8,TBR,one,146
neu,IMDF_scanner,118.jpg,neutral_096.jpg,2,36,9999,red,TBF_neu,IMDF_scanner,no,,36,9999,6,1,8,TBF,one,147
neu,IMDF_scanner,421.jpg,neutral_131.jpg,2,9999,32,red,TBF_neu,IMDF_scanner,no,,62,9999,62,3,8,TBF,one,148
neu,IMDF_scanner,132.jpg,neutral_585.jpg,2,40,9999,green,TBR_neu,IMDF_scanner,no,,40,9999,10,1,8,TBR,one,149
neg,IMDF_scanner,313.jpg,People_226_h.jpg,2,73,9999,red,TBF_neg,IMDF_scanner,no,,9999,43,43,2,8,TBF,one,150
neu,IMDF_scanner,196.jpg,neutral_067.jpg,2,54,9999,red,TBF_neu,IMDF_scanner,no,,54,9999,24,1,8,TBF,two,151
neu,IMDF_scanner,731.jpg,neutral_244.jpg,2,9999,60,red,TBF_neu,IMDF_scanner,no,,90,9999,90,3,8,TBF,two,152
neu,IMDF_scanner,123.jpg,neutral_461.jpg,2,38,9999,green,TBR_neu,IMDF_scanner,no,,38,9999,8,1,8,TBR,one,153
neg,IMDF_scanner,4.jpg,Faces_274_h.jpg,2,88,9999,red,TBF_neg,IMDF_scanner,no,,9999,58,58,2,8,TBF,two,154
neg,IMDF_scanner,373.jpg,6210.jpg,2,83,9999,red,TBF_neg,IMDF_scanner,no,,9999,53,53,2,8,TBF,two,155
neg,IMDF_scanner,926.jpg,Animals_073_h.jpg,2,9999,87,red,TBF_neg,IMDF_scanner,no,,9999,87,117,4,8,TBF,two,156
neu,IMDF_scanner,957.jpg,neutral_695.jpg,,9999,91,red,FILLER,IMDF_scanner,yes,last,93,9999,125,5,8,TBF,9999,157
neg,IMDF_scanner,981.jpg,People_133_h.jpg,,9999,93,green,FILLER,IMDF_scanner,yes,last,9999,93,127,5,8,TBR,9999,158
