Emotion,Exp_ID,NT_ID,Object,Scene,Set_ID,T_ID,color,condition,exp_ID,filler,filler_type,main_run,neg_ID,neu_ID,null_ID,pair_ID,pp_ID,repetition,think_condition,trial_count
neu,TNT_scanner,9999,fryingpan02a.jpg,neutral_066.jpg,,74,green,FILLER,TNT_scanner,yes,first,first,9999,75,99,filler,28,one,T,1
neg,TNT_scanner,9999,brick.jpg,Objects_106_vdisgust.jpg,,75,green,FILLER,TNT_scanner,yes,first,first,75,999,100,filler,28,one,T,2
neu,TNT_scanner,31,negativefilm.jpg,neutral_192.jpg,1,9999,red,NT_neu,TNT_scanner,no,,first,31,9999,6,6,28,one,NT,3
neu,TNT_scanner,33,fan.jpg,neutral_706.jpg,1,9999,red,NT_neu,TNT_scanner,no,,first,33,9999,8,8,28,one,NT,4
neg,TNT_scanner,55,safetypin.jpg,8480_people_fear.jpg,1,9999,green,T_neg,TNT_scanner,no,,first,9999,31,30,18,28,one,T,5
None,TNT_scanner,,,,1,,None,NULL,TNT_scanner,,,first,,,9999,,28,one,None,6
neg,TNT_scanner,56,makeupbrush04.jpg,People_127_fearh.jpg,1,9999,red,NT_neg,TNT_scanner,no,,first,9999,32,31,19,28,one,NT,7
neg,TNT_scanner,58,globe.jpg,People_201_vsadterror.jpg,1,9999,red,NT_neg,TNT_scanner,no,,first,9999,34,33,21,28,one,NT,8
neg,TNT_scanner,50,thimble.jpg,Objects_021_vdisgust.jpg,1,9999,green,T_neg,TNT_scanner,no,,first,9999,26,25,13,28,one,T,9
neu,TNT_scanner,34,lock03a.jpg,neutral_659.jpg,1,9999,red,NT_neu,TNT_scanner,no,,first,34,9999,9,9,28,one,NT,10
None,TNT_scanner,,,,1,,None,NULL,TNT_scanner,,,first,,,9999,,28,one,None,11
neg,TNT_scanner,9999,book01b.jpg,9412_people_sad.jpg,1,52,red,NT_neg,TNT_scanner,no,,first,9999,52,75,39,28,one,NT,12
neg,TNT_scanner,53,calculator01.jpg,6520_people_fear.jpg,1,9999,green,T_neg,TNT_scanner,no,,first,9999,29,28,16,28,one,T,13
neu,TNT_scanner,26,hat03b.jpg,neutral_017.jpg,1,9999,green,T_neu,TNT_scanner,no,,first,26,9999,1,1,28,one,T,14
neu,TNT_scanner,9999,birdie.jpg,neutral_614.jpg,1,37,green,T_neu,TNT_scanner,no,,first,61,9999,60,36,28,one,T,15
None,TNT_scanner,,,,1,,None,NULL,TNT_scanner,,,first,,,9999,,28,one,None,16
neu,TNT_scanner,29,toothbrush03b.jpg,neutral_390.jpg,1,9999,green,T_neu,TNT_scanner,no,,first,29,9999,4,4,28,one,T,17
None,TNT_scanner,,,,2,,None,NULL,TNT_scanner,,,first,,,9999,,28,one,None,18
neu,TNT_scanner,9999,pencilsharpener02a.jpg,neutral_022.jpg,2,34,green,T_neu,TNT_scanner,no,,first,58,9999,57,33,28,one,T,19
neu,TNT_scanner,27,tuque03b.jpg,neutral_098.jpg,2,9999,red,NT_neu,TNT_scanner,no,,first,27,9999,2,2,28,one,NT,20
neg,TNT_scanner,9999,measuringcup01.jpg,2811_object_fear.jpg,2,61,green,T_neg,TNT_scanner,no,,first,9999,61,84,48,28,one,T,21
neg,TNT_scanner,9999,dice05a.jpg,9050_people_accideNT.jpg,2,56,green,T_neg,TNT_scanner,no,,first,9999,56,79,43,28,one,T,22
None,TNT_scanner,,,,2,,None,NULL,TNT_scanner,,,first,,,9999,,28,one,None,23
neu,TNT_scanner,9999,watch02a.jpg,neutral_380.jpg,2,32,green,T_neu,TNT_scanner,no,,first,56,9999,55,31,28,one,T,24
neu,TNT_scanner,9999,cup01.jpg,neutral_195.jpg,2,35,green,T_neu,TNT_scanner,no,,first,59,9999,58,34,28,one,T,25
neg,TNT_scanner,9999,hanger02a.jpg,People_077_vfear.jpg,2,59,red,NT_neg,TNT_scanner,no,,first,9999,59,82,46,28,one,NT,26
None,TNT_scanner,,,,2,,None,NULL,TNT_scanner,,,first,,,9999,,28,one,None,27
neg,TNT_scanner,60,towel02a.jpg,Objects_006_hdisgust.jpg,2,9999,red,NT_neg,TNT_scanner,no,,first,9999,36,35,23,28,one,NT,28
neg,TNT_scanner,61,wallet04.jpg,People_140_hsad.jpg,2,9999,green,T_neg,TNT_scanner,no,,first,9999,37,36,24,28,one,T,29
neu,TNT_scanner,9999,battery02b.jpg,neutral_509.jpg,2,31,red,NT_neu,TNT_scanner,no,,first,55,9999,54,30,28,one,NT,30
neg,TNT_scanner,9999,spoon01.jpg,Animals_008_v_disgust.jpg,2,60,red,NT_neg,TNT_scanner,no,,first,9999,60,83,47,28,one,NT,31
neu,TNT_scanner,9999,pylon.jpg,neutral_065.jpg,2,26,red,NT_neu,TNT_scanner,no,,first,50,9999,49,25,28,one,NT,32
neu,TNT_scanner,37,bottlecap.jpg,neutral_134.jpg,3,9999,green,T_neu,TNT_scanner,no,,first,37,9999,12,12,28,one,T,33
neg,TNT_scanner,9999,pillow02b.jpg,2700._people_crying_sad.jpg,3,57,green,T_neg,TNT_scanner,no,,first,9999,57,80,44,28,one,T,34
None,TNT_scanner,,,,3,,None,NULL,TNT_scanner,,,first,,,9999,,28,one,None,35
neu,TNT_scanner,9999,bow04.jpg,neutral_128.jpg,3,27,green,T_neu,TNT_scanner,no,,first,51,9999,50,26,28,one,T,36
neu,TNT_scanner,28,belt02a.jpg,neutral_293.jpg,3,9999,green,T_neu,TNT_scanner,no,,first,28,9999,3,3,28,one,T,37
neg,TNT_scanner,9999,stapler03a.jpg,People_001_hsadterror.jpg,3,54,red,NT_neg,TNT_scanner,no,,first,9999,54,77,41,28,one,NT,38
neg,TNT_scanner,51,binoculars01b.jpg,Animals_221_hdisgustfear.jpg,3,9999,green,T_neg,TNT_scanner,no,,first,9999,27,26,14,28,one,T,39
None,TNT_scanner,,,,3,,None,NULL,TNT_scanner,,,first,,,9999,,28,one,None,40
neu,TNT_scanner,9999,hinge.jpg,neutral_582.jpg,3,30,red,NT_neu,TNT_scanner,no,,first,54,9999,53,29,28,one,NT,41
neg,TNT_scanner,9999,boot02b.jpg,Objects_328_hdisgust.jpg,3,51,red,NT_neg,TNT_scanner,no,,first,9999,51,74,38,28,one,NT,42
neg,TNT_scanner,9999,ruler05.jpg,1201_animal_fearanddisgust.jpg,3,50,red,NT_neg,TNT_scanner,no,,first,9999,50,73,37,28,one,NT,43
neg,TNT_scanner,9999,mirror.jpg,2981_animal_disgust.jpg,3,55,green,T_neg,TNT_scanner,no,,first,9999,55,78,42,28,one,T,44
neu,TNT_scanner,36,chair.jpg,neutral_144.jpg,3,9999,red,NT_neu,TNT_scanner,no,,first,36,9999,11,11,28,one,NT,45
None,TNT_scanner,,,,3,,None,NULL,TNT_scanner,,,first,,,9999,,28,one,None,46
neu,TNT_scanner,9999,lifejacket.jpg,neutral_247.jpg,3,36,red,NT_neu,TNT_scanner,no,,first,60,9999,59,35,28,one,NT,47
None,TNT_scanner,,,,4,,None,NULL,TNT_scanner,,,first,,,9999,,28,one,None,48
