Emotion,NT_ID,Object,Scene,Set_ID,T_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,pair_ID,pp_ID,repetition,think_condition,trial_count
neg,75,microscope.jpg,Objects_283_hsad.jpg,,9999,green,TnegFILLER,TNT_scanner,yes,74,999,98,filler,19,one,T,1
neu,9999,fryingpan02a.jpg,neutral_066.jpg,,74,green,NTneuFILLER,TNT_scanner,yes,9999,75,99,filler,19,one,T,2
neg,9999,boot02b.jpg,Objects_328_hdisgust.jpg,1,51,green,T_neg,TNT_scanner,no,9999,51,74,38,19,one,T,3
neg,60,towel02a.jpg,Objects_006_hdisgust.jpg,1,9999,red,NT_neg,TNT_scanner,no,9999,36,35,23,19,one,NT,4
neu,37,bottlecap.jpg,neutral_134.jpg,1,9999,green,T_neu,TNT_scanner,no,37,9999,12,12,19,one,T,5
neg,9999,book01b.jpg,9412_people_sad.jpg,1,52,red,NT_neg,TNT_scanner,no,9999,52,75,39,19,one,NT,6
neu,9999,pylon.jpg,neutral_065.jpg,1,26,red,NT_neu,TNT_scanner,no,50,9999,49,25,19,one,NT,7
neg,9999,stapler03a.jpg,People_001_hsadterror.jpg,1,54,green,T_neg,TNT_scanner,no,9999,54,77,41,19,one,T,8
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,19,one,None,9
neu,35,chessboard.jpg,neutral_227.jpg,1,9999,green,T_neu,TNT_scanner,no,35,9999,10,10,19,one,T,10
neu,9999,hinge.jpg,neutral_582.jpg,1,30,red,NT_neu,TNT_scanner,no,54,9999,53,29,19,one,NT,11
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,19,one,None,12
neu,28,belt02a.jpg,neutral_293.jpg,1,9999,green,T_neu,TNT_scanner,no,28,9999,3,3,19,one,T,13
neu,36,chair.jpg,neutral_144.jpg,1,9999,red,NT_neu,TNT_scanner,no,36,9999,11,11,19,one,NT,14
neg,9999,pillow02b.jpg,2700._people_crying_sad.jpg,1,57,red,NT_neg,TNT_scanner,no,9999,57,80,44,19,one,NT,15
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,19,one,None,16
neg,53,calculator01.jpg,6520_people_fear.jpg,1,9999,green,T_neg,TNT_scanner,no,9999,29,28,16,19,one,T,17
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,19,one,None,18
neg,9999,dice05a.jpg,9050_people_accideNT.jpg,2,56,red,NT_neg,TNT_scanner,no,9999,56,79,43,19,one,NT,19
neg,9999,mirror.jpg,2981_animal_disgust.jpg,2,55,green,T_neg,TNT_scanner,no,9999,55,78,42,19,one,T,20
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,19,one,None,21
neg,9999,glassmop.jpg,9440_object_disgustandfear.jpg,2,53,red,NT_neg,TNT_scanner,no,9999,53,76,40,19,one,NT,22
neg,50,thimble.jpg,Objects_021_vdisgust.jpg,2,9999,red,NT_neg,TNT_scanner,no,9999,26,25,13,19,one,NT,23
neu,9999,stackingrings01a.jpg,neutral_246.jpg,2,29,red,NT_neu,TNT_scanner,no,53,9999,52,28,19,one,NT,24
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,19,one,None,25
neu,26,hat03b.jpg,neutral_017.jpg,2,9999,green,T_neu,TNT_scanner,no,26,9999,1,1,19,one,T,26
neu,31,negativefilm.jpg,neutral_192.jpg,2,9999,green,T_neu,TNT_scanner,no,31,9999,6,6,19,one,T,27
neg,9999,measuringcup01.jpg,2811_object_fear.jpg,2,61,green,T_neg,TNT_scanner,no,9999,61,84,48,19,one,T,28
neu,9999,battery02b.jpg,neutral_509.jpg,2,31,red,NT_neu,TNT_scanner,no,55,9999,54,30,19,one,NT,29
neg,51,binoculars01b.jpg,Animals_221_hdisgustfear.jpg,2,9999,green,T_neg,TNT_scanner,no,9999,27,26,14,19,one,T,30
neu,29,toothbrush03b.jpg,neutral_390.jpg,2,9999,green,T_neu,TNT_scanner,no,29,9999,4,4,19,one,T,31
neu,9999,cup01.jpg,neutral_195.jpg,2,35,red,NT_neu,TNT_scanner,no,59,9999,58,34,19,one,NT,32
neu,32,ring01.jpg,neutral_226.jpg,3,9999,red,NT_neu,TNT_scanner,no,32,9999,7,7,19,one,NT,33
neg,55,safetypin.jpg,8480_people_fear.jpg,3,9999,red,NT_neg,TNT_scanner,no,9999,31,30,18,19,one,NT,34
neg,9999,spoon01.jpg,Animals_008_v_disgust.jpg,3,60,green,T_neg,TNT_scanner,no,9999,60,83,47,19,one,T,35
neu,27,tuque03b.jpg,neutral_098.jpg,3,9999,red,NT_neu,TNT_scanner,no,27,9999,2,2,19,one,NT,36
neu,33,fan.jpg,neutral_706.jpg,3,9999,green,T_neu,TNT_scanner,no,33,9999,8,8,19,one,T,37
