Emotion,NT_ID,Object,Scene,Set_ID,T_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,pair_ID,pp_ID,repetition,think_condition,trial_count
neg,75,microscope.jpg,Objects_283_hsad.jpg,,9999,green,TnegFILLER,TNT_scanner,yes,74,999,98,filler,36,one,T,1
neu,74,pingpongracket.jpg,neutral_053.jpg,,9999,red,TneuFILLER,TNT_scanner,yes,9999,74,97,filler,36,one,NT,2
neu,26,hat03b.jpg,neutral_017.jpg,1,9999,red,NT_neu,TNT_scanner,no,26,9999,1,1,36,one,NT,3
neg,54,box01.jpg,2900.1_people_crying.jpg,1,9999,red,NT_neg,TNT_scanner,no,9999,30,29,17,36,one,NT,4
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,36,one,None,5
neu,28,belt02a.jpg,neutral_293.jpg,1,9999,green,T_neu,TNT_scanner,no,28,9999,3,3,36,one,T,6
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,36,one,None,7
neg,56,makeupbrush04.jpg,People_127_fearh.jpg,1,9999,red,NT_neg,TNT_scanner,no,9999,32,31,19,36,one,NT,8
neu,9999,hinge.jpg,neutral_582.jpg,1,30,green,T_neu,TNT_scanner,no,54,9999,53,29,36,one,T,9
neu,32,ring01.jpg,neutral_226.jpg,1,9999,red,NT_neu,TNT_scanner,no,32,9999,7,7,36,one,NT,10
neu,9999,cup01.jpg,neutral_195.jpg,1,35,green,T_neu,TNT_scanner,no,59,9999,58,34,36,one,T,11
neg,52,key01.jpg,1033_animal_fearanddisgust.jpg,1,9999,green,T_neg,TNT_scanner,no,9999,28,27,15,36,one,T,12
neg,51,binoculars01b.jpg,Animals_221_hdisgustfear.jpg,1,9999,red,NT_neg,TNT_scanner,no,9999,27,26,14,36,one,NT,13
neg,9999,dice05a.jpg,9050_people_accideNT.jpg,1,56,green,T_neg,TNT_scanner,no,9999,56,79,43,36,one,T,14
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,36,one,None,15
neu,36,chair.jpg,neutral_144.jpg,1,9999,red,NT_neu,TNT_scanner,no,36,9999,11,11,36,one,NT,16
neg,9999,glassmop.jpg,9440_object_disgustandfear.jpg,1,53,green,T_neg,TNT_scanner,no,9999,53,76,40,36,one,T,17
neu,33,fan.jpg,neutral_706.jpg,2,9999,red,NT_neu,TNT_scanner,no,33,9999,8,8,36,one,NT,18
neu,30,radio02.jpg,neutral_331.jpg,2,9999,red,NT_neu,TNT_scanner,no,30,9999,5,5,36,one,NT,19
neg,58,globe.jpg,People_201_vsadterror.jpg,2,9999,green,T_neg,TNT_scanner,no,9999,34,33,21,36,one,T,20
neu,9999,pylon.jpg,neutral_065.jpg,2,26,green,T_neu,TNT_scanner,no,50,9999,49,25,36,one,T,21
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,36,one,None,22
neg,9999,spoon01.jpg,Animals_008_v_disgust.jpg,2,60,green,T_neg,TNT_scanner,no,9999,60,83,47,36,one,T,23
neu,34,lock03a.jpg,neutral_659.jpg,2,9999,green,T_neu,TNT_scanner,no,34,9999,9,9,36,one,T,24
neg,9999,plasticflower01a.jpg,6550_people_fear.jpg,2,58,green,T_neg,TNT_scanner,no,9999,58,81,45,36,one,T,25
neu,37,bottlecap.jpg,neutral_134.jpg,2,9999,red,NT_neu,TNT_scanner,no,37,9999,12,12,36,one,NT,26
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,36,one,None,27
neg,55,safetypin.jpg,8480_people_fear.jpg,2,9999,red,NT_neg,TNT_scanner,no,9999,31,30,18,36,one,NT,28
neg,50,thimble.jpg,Objects_021_vdisgust.jpg,2,9999,red,NT_neg,TNT_scanner,no,9999,26,25,13,36,one,NT,29
neu,9999,stackingrings01a.jpg,neutral_246.jpg,2,29,green,T_neu,TNT_scanner,no,53,9999,52,28,36,one,T,30
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,36,one,None,31
neg,9999,measuringcup01.jpg,2811_object_fear.jpg,2,61,red,NT_neg,TNT_scanner,no,9999,61,84,48,36,one,NT,32
None,,,,3,,None,NULL,TNT_scanner,,,,9999,,36,one,None,33
neu,9999,watch02a.jpg,neutral_380.jpg,3,32,green,T_neu,TNT_scanner,no,56,9999,55,31,36,one,T,34
neg,61,wallet04.jpg,People_140_hsad.jpg,3,9999,red,NT_neg,TNT_scanner,no,9999,37,36,24,36,one,NT,35
neg,9999,book01b.jpg,9412_people_sad.jpg,3,52,green,T_neg,TNT_scanner,no,9999,52,75,39,36,one,T,36
None,,,,3,,None,NULL,TNT_scanner,,,,9999,,36,one,None,37
neu,9999,lifejacket.jpg,neutral_247.jpg,3,36,red,NT_neu,TNT_scanner,no,60,9999,59,35,36,one,NT,38
neu,9999,pencilsharpener02a.jpg,neutral_022.jpg,3,34,green,T_neu,TNT_scanner,no,58,9999,57,33,36,one,T,39
neg,9999,ruler05.jpg,1201_animal_fearanddisgust.jpg,3,50,green,T_neg,TNT_scanner,no,9999,50,73,37,36,one,T,40
neg,9999,mirror.jpg,2981_animal_disgust.jpg,3,55,green,T_neg,TNT_scanner,no,9999,55,78,42,36,one,T,41
None,,,,3,,None,NULL,TNT_scanner,,,,9999,,36,one,None,42
