Emotion,NT_ID,Object,Scene,Set_ID,T_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,pair_ID,pp_ID,repetition,think_condition,trial_count
neg,9999,brick.jpg,Objects_106_vdisgust.jpg,,75,red,NTnegFILLER,TNT_scanner,yes,75,999,100,filler,70,one,NT,1
neu,74,pingpongracket.jpg,neutral_053.jpg,,9999,red,TneuFILLER,TNT_scanner,yes,9999,74,97,filler,70,one,NT,2
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,70,one,None,3
neu,9999,binder03b.jpg,neutral_512.jpg,1,33,red,NT_neu,TNT_scanner,no,57,9999,56,32,70,one,NT,4
neg,9999,spoon01.jpg,Animals_008_v_disgust.jpg,1,60,green,T_neg,TNT_scanner,no,9999,60,83,47,70,one,T,5
neg,51,binoculars01b.jpg,Animals_221_hdisgustfear.jpg,1,9999,green,T_neg,TNT_scanner,no,9999,27,26,14,70,one,T,6
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,70,one,None,7
neu,32,ring01.jpg,neutral_226.jpg,1,9999,red,NT_neu,TNT_scanner,no,32,9999,7,7,70,one,NT,8
neu,34,lock03a.jpg,neutral_659.jpg,1,9999,red,NT_neu,TNT_scanner,no,34,9999,9,9,70,one,NT,9
neg,55,safetypin.jpg,8480_people_fear.jpg,1,9999,red,NT_neg,TNT_scanner,no,9999,31,30,18,70,one,NT,10
neu,28,belt02a.jpg,neutral_293.jpg,1,9999,green,T_neu,TNT_scanner,no,28,9999,3,3,70,one,T,11
neg,9999,boot02b.jpg,Objects_328_hdisgust.jpg,1,51,red,NT_neg,TNT_scanner,no,9999,51,74,38,70,one,NT,12
neg,9999,hanger02a.jpg,People_077_vfear.jpg,1,59,green,T_neg,TNT_scanner,no,9999,59,82,46,70,one,T,13
neu,9999,watch02a.jpg,neutral_380.jpg,1,32,green,T_neu,TNT_scanner,no,56,9999,55,31,70,one,T,14
None,,,,1,,None,NULL,TNT_scanner,,,,9999,,70,one,None,15
neu,36,chair.jpg,neutral_144.jpg,1,9999,green,T_neu,TNT_scanner,no,36,9999,11,11,70,one,T,16
neg,9999,measuringcup01.jpg,2811_object_fear.jpg,1,61,red,NT_neg,TNT_scanner,no,9999,61,84,48,70,one,NT,17
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,70,one,None,18
neu,33,fan.jpg,neutral_706.jpg,2,9999,red,NT_neu,TNT_scanner,no,33,9999,8,8,70,one,NT,19
None,,,,2,,None,NULL,TNT_scanner,,,,9999,,70,one,None,20
neu,9999,pencilsharpener02a.jpg,neutral_022.jpg,2,34,green,T_neu,TNT_scanner,no,58,9999,57,33,70,one,T,21
neg,52,key01.jpg,1033_animal_fearanddisgust.jpg,2,9999,green,T_neg,TNT_scanner,no,9999,28,27,15,70,one,T,22
neg,9999,pillow02b.jpg,2700._people_crying_sad.jpg,2,57,green,T_neg,TNT_scanner,no,9999,57,80,44,70,one,T,23
neg,9999,book01b.jpg,9412_people_sad.jpg,2,52,red,NT_neg,TNT_scanner,no,9999,52,75,39,70,one,NT,24
neu,9999,pylon.jpg,neutral_065.jpg,2,26,red,NT_neu,TNT_scanner,no,50,9999,49,25,70,one,NT,25
neu,9999,bow04.jpg,neutral_128.jpg,2,27,green,T_neu,TNT_scanner,no,51,9999,50,26,70,one,T,26
