Emotion,Exp_ID,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,filler_type,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,IMDF_scanner,987.jpg,6213.jpg,,9999,94,red,FILLER,IMDF_scanner,yes,first,9999,94,128,5,51,TBF,9999,1
neu,IMDF_scanner,952.jpg,neutral_673.jpg,,92,9999,red,FILLER,IMDF_scanner,yes,first,92,9999,122,5,51,TBF,9999,2
neu,IMDF_scanner,234.jpg,neutral_382.jpg,1,59,9999,green,TBR_neu,IMDF_scanner,no,,59,9999,29,1,51,TBR,two,3
neu,IMDF_scanner,50.jpg,neutral_531.jpg,1,9999,44,green,TBR_neu,IMDF_scanner,no,,74,9999,74,3,51,TBR,one,4
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,51,None,,5
neg,IMDF_scanner,769.jpg,People_198_h.jpg,1,9999,64,red,TBF_neg,IMDF_scanner,no,,9999,64,94,4,51,TBF,one,6
neg,IMDF_scanner,932.jpg,Faces_272_h.jpg,1,9999,88,green,TBR_neg,IMDF_scanner,no,,9999,88,118,4,51,TBR,two,7
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,51,None,,8
neg,IMDF_scanner,372.jpg,2692.jpg,1,82,9999,red,TBF_neg,IMDF_scanner,no,,9999,52,52,2,51,TBF,two,9
neu,IMDF_scanner,51.jpg,neutral_538.jpg,1,9999,46,red,TBF_neu,IMDF_scanner,no,,76,9999,76,3,51,TBF,two,10
neg,IMDF_scanner,916.jpg,9423.jpg,1,9999,84,green,TBR_neg,IMDF_scanner,no,,9999,84,114,4,51,TBR,two,11
neg,IMDF_scanner,245.jpg,Animals_033_h.jpg,1,61,9999,red,TBF_neg,IMDF_scanner,no,,9999,31,31,2,51,TBF,one,12
neu,IMDF_scanner,476.jpg,neutral_456.jpg,1,9999,41,green,TBR_neu,IMDF_scanner,no,,71,9999,71,3,51,TBR,one,13
neg,IMDF_scanner,75.jpg,Animals_065_h.jpg,1,9999,62,red,TBF_neg,IMDF_scanner,no,,9999,62,92,4,51,TBF,one,14
neg,IMDF_scanner,802.jpg,Objects_126_h.jpg,1,9999,67,red,TBF_neg,IMDF_scanner,no,,9999,67,97,4,51,TBF,one,15
neg,IMDF_scanner,373.jpg,6210.jpg,1,83,9999,red,TBF_neg,IMDF_scanner,no,,9999,53,53,2,51,TBF,two,16
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,51,None,,17
neu,IMDF_scanner,421.jpg,neutral_131.jpg,1,9999,32,green,TBR_neu,IMDF_scanner,no,,62,9999,62,3,51,TBR,one,18
neg,IMDF_scanner,267.jpg,Objects_011_h.jpg,1,65,9999,green,TBR_neg,IMDF_scanner,no,,9999,35,35,2,51,TBR,one,19
neg,IMDF_scanner,312.jpg,Animals_025_h.jpg,1,72,9999,red,TBF_neg,IMDF_scanner,no,,9999,42,42,2,51,TBF,one,20
neu,IMDF_scanner,140.jpg,neutral_121.jpg,1,42,9999,red,TBF_neu,IMDF_scanner,no,,42,9999,12,1,51,TBF,one,21
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,51,None,,22
neg,IMDF_scanner,926.jpg,Animals_073_h.jpg,1,9999,87,green,TBR_neg,IMDF_scanner,no,,9999,87,117,4,51,TBR,two,23
neu,IMDF_scanner,461.jpg,neutral_638.jpg,1,9999,39,green,TBR_neu,IMDF_scanner,no,,69,9999,69,3,51,TBR,one,24
None,IMDF_scanner,,,1,,,None,NULL,IMDF_scanner,,,,,9999,,51,None,,25
neu,IMDF_scanner,166.jpg,neutral_422.jpg,1,49,9999,green,TBR_neu,IMDF_scanner,no,,49,9999,19,1,51,TBR,two,26
neg,IMDF_scanner,376.jpg,6211.jpg,1,84,9999,green,TBR_neg,IMDF_scanner,no,,9999,54,54,2,51,TBR,two,27
neu,IMDF_scanner,553.jpg,neutral_145.jpg,1,9999,51,red,TBF_neu,IMDF_scanner,no,,81,9999,81,3,51,TBF,two,28
