Emotion,Exp_ID,Object,Scene,Trial_ID,distractor_1,distractor_2,filler_type
neu,IMDF_memory_postscan,106.jpg,neutral_057.jpg,3,170.jpg,714.jpg,
neu,IMDF_memory_postscan,724.jpg,neutral_242.jpg,89,23.jpg,544.jpg,
neu,IMDF_memory_postscan,461.jpg,neutral_638.jpg,69,49.jpg,196.jpg,
neg,IMDF_memory_postscan,802.jpg,Objects_126_h.jpg,97,372.jpg,779.jpg,
neg,IMDF_memory_postscan,900.jpg,6830.jpg,113,361.jpg,317.jpg,
neg,IMDF_memory_postscan,409.jpg,9630.jpg,60,246.jpg,276.jpg,
neu,IMDF_memory_postscan,48.jpg,neutral_497.jpg,72,118.jpg,47.jpg,
neu,IMDF_memory_postscan,72.jpg,neutral_240.jpg,88,10.jpg,130.jpg,
neg,IMDF_memory_postscan,82.jpg,People_217_h.jpg,99,321.jpg,917.jpg,
neg,IMDF_memory_postscan,4.jpg,Faces_274_h.jpg,58,884.jpg,409.jpg,
neg,IMDF_memory_postscan,280.jpg,Objects_206_h.jpg,38,307.jpg,848.jpg,
neu,IMDF_memory_postscan,132.jpg,neutral_585.jpg,10,156.jpg,538.jpg,
neu,IMDF_memory_postscan,200.jpg,neutral_198.jpg,26,113.jpg,138.jpg,
neu,IMDF_memory_postscan,234.jpg,neutral_382.jpg,29,55.jpg,50.jpg,
neg,IMDF_memory_postscan,987.jpg,6213.jpg,filler,981.jpg,954.jpg,middle
neu,IMDF_memory_postscan,102.jpg,neutral_003.jpg,2,145.jpg,41.jpg,
neu,IMDF_memory_postscan,145.jpg,neutral_125.jpg,13,151.jpg,49.jpg,
neg,IMDF_memory_postscan,87.jpg,Faces_028_h.jpg,104,257.jpg,366.jpg,
neu,IMDF_memory_postscan,506.jpg,neutral_532.jpg,75,668.jpg,161.jpg,
neg,IMDF_memory_postscan,845.jpg,Animals_013_h.jpg,101,4.jpg,86.jpg,
neu,IMDF_memory_postscan,50.jpg,neutral_531.jpg,74,6.jpg,674.jpg,
neu,IMDF_memory_postscan,140.jpg,neutral_121.jpg,12,123.jpg,55.jpg,
neg,IMDF_memory_postscan,312.jpg,Animals_025_h.jpg,42,276.jpg,942.jpg,
neu,IMDF_memory_postscan,731.jpg,neutral_244.jpg,90,106.jpg,121.jpg,
neg,IMDF_memory_postscan,86.jpg,Faces_007_h.jpg,103,917.jpg,246.jpg,
neu,IMDF_memory_postscan,957.jpg,neutral_695.jpg,filler,950.jpg,975.jpg,middle
neg,IMDF_memory_postscan,9.jpg,6370.jpg,111,79.jpg,870.jpg,
neg,IMDF_memory_postscan,25.jpg,Animals_078_h.jpg,33,75.jpg,267.jpg,
neu,IMDF_memory_postscan,123.jpg,neutral_461.jpg,8,121.jpg,173.jpg,
neg,IMDF_memory_postscan,769.jpg,People_198_h.jpg,94,9.jpg,32.jpg,
neu,IMDF_memory_postscan,45.jpg,neutral_270.jpg,65,152.jpg,24.jpg,
neg,IMDF_memory_postscan,884.jpg,Landscapes_002_h.jpg,107,353.jpg,845.jpg,
neu,IMDF_memory_postscan,544.jpg,neutral_614.jpg,79,132.jpg,10.jpg,
neg,IMDF_memory_postscan,76.jpg,Landscapes_007_h.jpg,93,25.jpg,916.jpg,
neg,IMDF_memory_postscan,391.jpg,blood_034.jpg,57,896.jpg,312.jpg,
neu,IMDF_memory_postscan,41.jpg,neutral_130.jpg,61,421.jpg,140.jpg,
neg,IMDF_memory_postscan,316.jpg,Faces_019_h.jpg,44,409.jpg,836.jpg,
neg,IMDF_memory_postscan,38.jpg,6300.jpg,55,895.jpg,769.jpg,
neg,IMDF_memory_postscan,32.jpg,Faces_172_h.jpg,46,920.jpg,281.jpg,
neu,IMDF_memory_postscan,151.jpg,neutral_132.jpg,14,159.jpg,23.jpg,
neg,IMDF_memory_postscan,317.jpg,Faces_034_h.jpg,45,245.jpg,361.jpg,
neg,IMDF_memory_postscan,836.jpg,People_233_h.jpg,100,406.jpg,373.jpg,
neu,IMDF_memory_postscan,950.jpg,neutral_261.jpg,filler,975.jpg,952.jpg,middle
neg,IMDF_memory_postscan,257.jpg,Objects_007_h.jpg,34,748.jpg,280.jpg,
neg,IMDF_memory_postscan,917.jpg,9424.jpg,115,769.jpg,406.jpg,
neu,IMDF_memory_postscan,714.jpg,neutral_236.jpg,87,506.jpg,453.jpg,
neg,IMDF_memory_postscan,373.jpg,6210.jpg,53,316.jpg,896.jpg,
neg,IMDF_memory_postscan,779.jpg,Objects_022_h.jpg,95,32.jpg,305.jpg,
neg,IMDF_memory_postscan,305.jpg,People_223_h.jpg,40,373.jpg,932.jpg,
neu,IMDF_memory_postscan,196.jpg,neutral_067.jpg,24,161.jpg,156.jpg,
neg,IMDF_memory_postscan,870.jpg,Faces_041_h.jpg,105,932.jpg,920.jpg,
neu,IMDF_memory_postscan,668.jpg,neutral_194.jpg,84,45.jpg,184.jpg,
neu,IMDF_memory_postscan,47.jpg,neutral_671.jpg,70,196.jpg,106.jpg,
neu,IMDF_memory_postscan,156.jpg,neutral_200.jpg,16,138.jpg,450.jpg,
neg,IMDF_memory_postscan,376.jpg,6211.jpg,54,845.jpg,9.jpg,
neu,IMDF_memory_postscan,121.jpg,neutral_394.jpg,7,538.jpg,435.jpg,
neg,IMDF_memory_postscan,406.jpg,H044.bmp,59,802.jpg,245.jpg,
neg,IMDF_memory_postscan,75.jpg,Animals_065_h.jpg,92,305.jpg,748.jpg,
neg,IMDF_memory_postscan,920.jpg,9425.jpg,116,281.jpg,895.jpg,
neu,IMDF_memory_postscan,161.jpg,neutral_416.jpg,18,461.jpg,116.jpg,
neu,IMDF_memory_postscan,170.jpg,neutral_423.jpg,20,173.jpg,45.jpg,
neu,IMDF_memory_postscan,10.jpg,neutral_001.jpg,1,724.jpg,113.jpg,
neg,IMDF_memory_postscan,307.jpg,Animals_001_h.jpg,41,947.jpg,257.jpg,
neu,IMDF_memory_postscan,476.jpg,neutral_456.jpg,71,202.jpg,200.jpg,
neu,IMDF_memory_postscan,181.jpg,neutral_060.jpg,22,50.jpg,102.jpg,
neu,IMDF_memory_postscan,23.jpg,neutral_104.jpg,28,476.jpg,159.jpg,
neg,IMDF_memory_postscan,313.jpg,People_226_h.jpg,43,877.jpg,809.jpg,
neg,IMDF_memory_postscan,895.jpg,Objects_003_h.jpg,108,332.jpg,76.jpg,
neu,IMDF_memory_postscan,159.jpg,neutral_370.jpg,17,450.jpg,72.jpg,
neg,IMDF_memory_postscan,268.jpg,Objects_088_h.jpg,36,897.jpg,75.jpg,
neg,IMDF_memory_postscan,877.jpg,Faces_283_h.jpg,106,382.jpg,4.jpg,
neu,IMDF_memory_postscan,24.jpg,neutral_224.jpg,30,460.jpg,461.jpg,
neu,IMDF_memory_postscan,450.jpg,neutral_276.jpg,66,140.jpg,234.jpg,
neu,IMDF_memory_postscan,20.jpg,neutral_223.jpg,25,166.jpg,152.jpg,
neg,IMDF_memory_postscan,897.jpg,People_147_h.jpg,110,836.jpg,376.jpg,
neu,IMDF_memory_postscan,152.jpg,neutral_171.jpg,15,542.jpg,506.jpg,
neg,IMDF_memory_postscan,267.jpg,Objects_011_h.jpg,35,848.jpg,307.jpg,
neg,IMDF_memory_postscan,332.jpg,Landscapes_025_h.jpg,48,779.jpg,313.jpg,
neu,IMDF_memory_postscan,560.jpg,neutral_148.jpg,82,731.jpg,51.jpg,
neg,IMDF_memory_postscan,281.jpg,People_239_h.jpg,39,312.jpg,332.jpg,
neg,IMDF_memory_postscan,896.jpg,People_003_h.jpg,109,366.jpg,391.jpg,
neu,IMDF_memory_postscan,130.jpg,neutral_504.jpg,9,72.jpg,560.jpg,
neu,IMDF_memory_postscan,55.jpg,neutral_620.jpg,80,48.jpg,6.jpg,
neu,IMDF_memory_postscan,173.jpg,neutral_290.jpg,21,544.jpg,202.jpg,
neg,IMDF_memory_postscan,748.jpg,Animals_018_h.jpg,91,87.jpg,926.jpg,
neg,IMDF_memory_postscan,276.jpg,Objects_125_h.jpg,37,809.jpg,25.jpg,
neu,IMDF_memory_postscan,49.jpg,neutral_499.jpg,73,200.jpg,421.jpg,
neg,IMDF_memory_postscan,79.jpg,Objects_109_h.jpg,96,317.jpg,321.jpg,
neu,IMDF_memory_postscan,453.jpg,neutral_588.jpg,67,20.jpg,675.jpg,
neg,IMDF_memory_postscan,809.jpg,People_058_h.jpg,98,38.jpg,802.jpg,
neu,IMDF_memory_postscan,51.jpg,neutral_538.jpg,76,102.jpg,123.jpg,
neu,IMDF_memory_postscan,116.jpg,neutral_073.jpg,5,714.jpg,20.jpg,
neu,IMDF_memory_postscan,138.jpg,neutral_119.jpg,11,553.jpg,132.jpg,
neg,IMDF_memory_postscan,90.jpg,6555.jpg,112,82.jpg,87.jpg,
neu,IMDF_memory_postscan,674.jpg,neutral_196.jpg,85,24.jpg,48.jpg,
neg,IMDF_memory_postscan,366.jpg,1930.jpg,51,391.jpg,877.jpg,
neg,IMDF_memory_postscan,942.jpg,H123.bmp,119,916.jpg,372.jpg,
neg,IMDF_memory_postscan,353.jpg,Objects_145_h.jpg,49,942.jpg,900.jpg,
neu,IMDF_memory_postscan,184.jpg,neutral_063.jpg,23,234.jpg,553.jpg,
neg,IMDF_memory_postscan,848.jpg,Animals_060_h.jpg,102,280.jpg,268.jpg,
neg,IMDF_memory_postscan,372.jpg,2692.jpg,52,900.jpg,353.jpg,
neu,IMDF_memory_postscan,435.jpg,neutral_188.jpg,63,41.jpg,460.jpg,
neu,IMDF_memory_postscan,542.jpg,neutral_568.jpg,78,453.jpg,145.jpg,
neu,IMDF_memory_postscan,113.jpg,neutral_069.jpg,4,181.jpg,170.jpg,
neg,IMDF_memory_postscan,926.jpg,Animals_073_h.jpg,117,870.jpg,884.jpg,
neu,IMDF_memory_postscan,975.jpg,neutral_707.jpg,filler,952.jpg,957.jpg,last
neg,IMDF_memory_postscan,954.jpg,People_143_h.jpg,filler,953.jpg,981.jpg,last
