Emotion,Object,Scene,Trial_ID,distractor_object_1,distractor_object_2
neu,156.jpg,neutral_200.jpg,16,724.jpg,106.jpg
neg,848.jpg,Animals_060_h.jpg,102,82.jpg,9.jpg
neu,453.jpg,neutral_588.jpg,67,24.jpg,23.jpg
neu,560.jpg,neutral_148.jpg,82,542.jpg,553.jpg
neg,246.jpg,Animals_062_h.jpg,32,845.jpg,317.jpg
neg,372.jpg,2692.jpg,52,246.jpg,4.jpg
neu,55.jpg,neutral_620.jpg,80,461.jpg,202.jpg
neg,317.jpg,Faces_034_h.jpg,45,896.jpg,25.jpg
neu,435.jpg,neutral_188.jpg,63,476.jpg,118.jpg
neg,391.jpg,blood_034.jpg,57,4.jpg,409.jpg
neu,159.jpg,neutral_370.jpg,17,453.jpg,24.jpg
neg,917.jpg,9424.jpg,115,779.jpg,82.jpg
neu,10.jpg,neutral_001.jpg,1,47.jpg,102.jpg
neu,668.jpg,neutral_194.jpg,84,145.jpg,45.jpg
neu,957.jpg,neutral_695.jpg,filler,975.jpg,950.jpg
neg,409.jpg,9630.jpg,60,312.jpg,870.jpg
neg,884.jpg,Landscapes_002_h.jpg,107,90.jpg,896.jpg
neu,106.jpg,neutral_057.jpg,3,20.jpg,140.jpg
neu,20.jpg,neutral_223.jpg,25,560.jpg,435.jpg
neg,86.jpg,Faces_007_h.jpg,103,926.jpg,245.jpg
neg,920.jpg,9425.jpg,116,281.jpg,86.jpg
neg,366.jpg,1930.jpg,51,884.jpg,280.jpg
neu,553.jpg,neutral_145.jpg,81,200.jpg,121.jpg
neu,140.jpg,neutral_121.jpg,12,138.jpg,453.jpg
neu,724.jpg,neutral_242.jpg,89,55.jpg,560.jpg
neg,353.jpg,Objects_145_h.jpg,49,257.jpg,276.jpg
neg,312.jpg,Animals_025_h.jpg,42,372.jpg,769.jpg
neg,313.jpg,People_226_h.jpg,43,25.jpg,836.jpg
neu,181.jpg,neutral_060.jpg,22,132.jpg,184.jpg
neg,316.jpg,Faces_019_h.jpg,44,916.jpg,246.jpg
neg,9.jpg,6370.jpg,111,361.jpg,845.jpg
neg,76.jpg,Landscapes_007_h.jpg,93,267.jpg,406.jpg
neu,731.jpg,neutral_244.jpg,90,553.jpg,6.jpg
neg,802.jpg,Objects_126_h.jpg,97,870.jpg,267.jpg
neg,809.jpg,People_058_h.jpg,98,900.jpg,932.jpg
neu,714.jpg,neutral_236.jpg,87,130.jpg,196.jpg
neu,460.jpg,neutral_591.jpg,68,106.jpg,145.jpg
neg,748.jpg,Animals_018_h.jpg,91,897.jpg,75.jpg
neg,981.jpg,People_133_h.jpg,filler,954.jpg,987.jpg
neu,138.jpg,neutral_119.jpg,11,181.jpg,51.jpg
neg,276.jpg,Objects_125_h.jpg,37,802.jpg,316.jpg
neu,51.jpg,neutral_538.jpg,76,152.jpg,156.jpg
neg,942.jpg,H123.bmp,119,406.jpg,947.jpg
neg,280.jpg,Objects_206_h.jpg,38,317.jpg,748.jpg
neg,932.jpg,Faces_272_h.jpg,118,79.jpg,38.jpg
neu,675.jpg,neutral_598.jpg,86,421.jpg,151.jpg
neu,542.jpg,neutral_568.jpg,78,159.jpg,446.jpg
neg,361.jpg,People_210_h.jpg,50,332.jpg,391.jpg
neg,75.jpg,Animals_065_h.jpg,92,373.jpg,376.jpg
neu,476.jpg,neutral_456.jpg,71,48.jpg,72.jpg
neu,132.jpg,neutral_585.jpg,10,731.jpg,55.jpg
neu,950.jpg,neutral_261.jpg,filler,952.jpg,957.jpg
neg,987.jpg,6213.jpg,filler,953.jpg,954.jpg
