Emotion,Object,Scene,Trial_ID,distractor_object_1,distractor_object_2
neu,975.jpg,neutral_707.jpg,filler,957.jpg,952.jpg
neu,952.jpg,neutral_673.jpg,filler,950.jpg,975.jpg
neg,267.jpg,Objects_011_h.jpg,35,245.jpg,366.jpg
neg,947.jpg,Objects_001_h.jpg,120,76.jpg,281.jpg
neu,202.jpg,neutral_667.jpg,27,45.jpg,460.jpg
neg,257.jpg,Objects_007_h.jpg,34,920.jpg,32.jpg
neu,184.jpg,neutral_063.jpg,23,202.jpg,48.jpg
neu,50.jpg,neutral_531.jpg,74,161.jpg,234.jpg
neg,954.jpg,People_143_h.jpg,filler,981.jpg,953.jpg
neg,281.jpg,People_239_h.jpg,39,32.jpg,312.jpg
neu,113.jpg,neutral_069.jpg,4,450.jpg,476.jpg
neg,900.jpg,6830.jpg,113,75.jpg,305.jpg
neu,461.jpg,neutral_638.jpg,69,460.jpg,544.jpg
neu,234.jpg,neutral_382.jpg,29,446.jpg,130.jpg
neg,406.jpg,H044.bmp,59,307.jpg,268.jpg
neg,376.jpg,6211.jpg,54,932.jpg,917.jpg
neg,4.jpg,Faces_274_h.jpg,58,836.jpg,353.jpg
neu,23.jpg,neutral_104.jpg,28,170.jpg,506.jpg
neu,446.jpg,neutral_201.jpg,64,234.jpg,538.jpg
neg,373.jpg,6210.jpg,53,877.jpg,802.jpg
neg,25.jpg,Animals_078_h.jpg,33,942.jpg,257.jpg
neu,102.jpg,neutral_003.jpg,2,675.jpg,116.jpg
neg,79.jpg,Objects_109_h.jpg,96,366.jpg,920.jpg
neu,45.jpg,neutral_270.jpg,65,166.jpg,724.jpg
neg,332.jpg,Landscapes_025_h.jpg,48,382.jpg,779.jpg
neu,72.jpg,neutral_240.jpg,88,668.jpg,674.jpg
neg,926.jpg,Animals_073_h.jpg,117,38.jpg,361.jpg
neu,24.jpg,neutral_224.jpg,30,123.jpg,450.jpg
neu,48.jpg,neutral_497.jpg,72,116.jpg,50.jpg
neg,382.jpg,6312.jpg,56,809.jpg,848.jpg
neg,769.jpg,People_198_h.jpg,94,917.jpg,897.jpg
neu,544.jpg,neutral_614.jpg,79,674.jpg,200.jpg
neu,130.jpg,neutral_504.jpg,9,72.jpg,113.jpg
neg,268.jpg,Objects_088_h.jpg,36,321.jpg,79.jpg
neg,90.jpg,6555.jpg,112,748.jpg,926.jpg
neu,151.jpg,neutral_132.jpg,14,714.jpg,173.jpg
neg,82.jpg,People_217_h.jpg,99,268.jpg,76.jpg
neg,245.jpg,Animals_033_h.jpg,31,87.jpg,307.jpg
neu,116.jpg,neutral_073.jpg,5,51.jpg,41.jpg
neu,450.jpg,neutral_276.jpg,66,538.jpg,123.jpg
neu,166.jpg,neutral_422.jpg,19,196.jpg,731.jpg
neg,38.jpg,6300.jpg,55,353.jpg,321.jpg
neg,845.jpg,Animals_013_h.jpg,101,947.jpg,372.jpg
neu,161.jpg,neutral_416.jpg,18,173.jpg,170.jpg
neu,421.jpg,neutral_131.jpg,62,102.jpg,542.jpg
neu,118.jpg,neutral_096.jpg,6,544.jpg,138.jpg
neg,779.jpg,Objects_022_h.jpg,95,313.jpg,332.jpg
neu,506.jpg,neutral_532.jpg,75,49.jpg,421.jpg
neg,896.jpg,People_003_h.jpg,109,848.jpg,87.jpg
neu,6.jpg,neutral_193.jpg,83,23.jpg,161.jpg
neu,121.jpg,neutral_394.jpg,7,10.jpg,461.jpg
neu,152.jpg,neutral_171.jpg,15,184.jpg,20.jpg
neg,321.jpg,Faces_302_h.jpg,47,769.jpg,90.jpg
neg,953.jpg,1050.jpg,filler,987.jpg,981.jpg
neg,836.jpg,People_233_h.jpg,100,376.jpg,382.jpg
neu,49.jpg,neutral_499.jpg,73,156.jpg,181.jpg
neu,200.jpg,neutral_198.jpg,26,435.jpg,714.jpg
neu,538.jpg,neutral_560.jpg,77,50.jpg,10.jpg
neg,870.jpg,Faces_041_h.jpg,105,86.jpg,895.jpg
neu,173.jpg,neutral_290.jpg,21,118.jpg,47.jpg
neu,674.jpg,neutral_196.jpg,85,41.jpg,132.jpg
neg,897.jpg,People_147_h.jpg,110,9.jpg,916.jpg
neu,123.jpg,neutral_461.jpg,8,6.jpg,159.jpg
neu,170.jpg,neutral_423.jpg,20,113.jpg,668.jpg
neg,877.jpg,Faces_283_h.jpg,106,895.jpg,313.jpg
neg,305.jpg,People_223_h.jpg,40,280.jpg,373.jpg
neg,895.jpg,Objects_003_h.jpg,108,276.jpg,809.jpg
neu,41.jpg,neutral_130.jpg,61,121.jpg,166.jpg
neg,916.jpg,9423.jpg,114,409.jpg,877.jpg
neg,32.jpg,Faces_172_h.jpg,46,316.jpg,884.jpg
neu,196.jpg,neutral_067.jpg,24,151.jpg,675.jpg
neg,87.jpg,Faces_028_h.jpg,104,391.jpg,900.jpg
neu,145.jpg,neutral_125.jpg,13,140.jpg,49.jpg
neg,307.jpg,Animals_001_h.jpg,41,305.jpg,942.jpg
neu,47.jpg,neutral_671.jpg,70,506.jpg,152.jpg
