Emotion,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,953.jpg,1050.jpg,,93,9999,red,TBRnegFILLER,IMDF_scanner,yes,9999,91,123,5,31,TBF,9999,1
neu,952.jpg,neutral_673.jpg,,92,9999,red,TBRneuFILLER,IMDF_scanner,yes,92,9999,122,5,31,TBF,9999,2
neu,6.jpg,neutral_193.jpg,1,9999,53,green,TBR_neu,IMDF_scanner,no,83,9999,83,3,31,TBR,two,3
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,31,None,,4
neu,675.jpg,neutral_598.jpg,1,9999,56,red,TBF_neu,IMDF_scanner,no,86,9999,86,3,31,TBF,two,5
neg,268.jpg,Objects_088_h.jpg,1,66,9999,green,TBR_neg,IMDF_scanner,no,9999,36,36,2,31,TBR,one,6
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,31,None,,7
neu,140.jpg,neutral_121.jpg,1,42,9999,green,TBR_neu,IMDF_scanner,no,42,9999,12,1,31,TBR,one,8
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,31,None,,9
neu,159.jpg,neutral_370.jpg,1,47,9999,green,TBR_neu,IMDF_scanner,no,47,9999,17,1,31,TBR,two,10
neu,553.jpg,neutral_145.jpg,1,9999,51,red,TBF_neu,IMDF_scanner,no,81,9999,81,3,31,TBF,two,11
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,31,None,,12
neg,920.jpg,9425.jpg,1,9999,86,red,TBF_neg,IMDF_scanner,no,9999,86,116,4,31,TBF,two,13
neg,4.jpg,Faces_274_h.jpg,1,88,9999,red,TBF_neg,IMDF_scanner,no,9999,58,58,2,31,TBF,two,14
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,31,None,,15
neu,55.jpg,neutral_620.jpg,1,9999,50,red,TBF_neu,IMDF_scanner,no,80,9999,80,3,31,TBF,two,16
neu,196.jpg,neutral_067.jpg,1,54,9999,red,TBF_neu,IMDF_scanner,no,54,9999,24,1,31,TBF,two,17
neu,181.jpg,neutral_060.jpg,1,52,9999,red,TBF_neu,IMDF_scanner,no,52,9999,22,1,31,TBF,two,18
neg,307.jpg,Animals_001_h.jpg,1,71,9999,green,TBR_neg,IMDF_scanner,no,9999,41,41,2,31,TBR,one,19
neg,376.jpg,6211.jpg,1,84,9999,green,TBR_neg,IMDF_scanner,no,9999,54,54,2,31,TBR,two,20
neu,152.jpg,neutral_171.jpg,1,45,9999,green,TBR_neu,IMDF_scanner,no,45,9999,15,1,31,TBR,one,21
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,31,None,,22
neu,450.jpg,neutral_276.jpg,1,9999,36,green,TBR_neu,IMDF_scanner,no,66,9999,66,3,31,TBR,one,23
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,31,None,,24
neg,276.jpg,Objects_125_h.jpg,1,67,9999,green,TBR_neg,IMDF_scanner,no,9999,37,37,2,31,TBR,one,25
neg,836.jpg,People_233_h.jpg,1,9999,70,red,TBF_neg,IMDF_scanner,no,9999,70,100,4,31,TBF,one,26
neu,47.jpg,neutral_671.jpg,1,9999,40,red,TBF_neu,IMDF_scanner,no,70,9999,70,3,31,TBF,one,27
neg,769.jpg,People_198_h.jpg,1,9999,64,red,TBF_neg,IMDF_scanner,no,9999,64,94,4,31,TBF,one,28
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,31,None,,29
neu,460.jpg,neutral_591.jpg,1,9999,38,green,TBR_neu,IMDF_scanner,no,68,9999,68,3,31,TBR,one,30
neg,942.jpg,H123.bmp,1,9999,89,red,TBF_neg,IMDF_scanner,no,9999,89,119,4,31,TBF,two,31
neg,870.jpg,Faces_041_h.jpg,1,9999,75,red,TBF_neg,IMDF_scanner,no,9999,75,105,4,31,TBF,one,32
neg,848.jpg,Animals_060_h.jpg,1,9999,72,red,TBF_neg,IMDF_scanner,no,9999,72,102,4,31,TBF,one,33
neu,538.jpg,neutral_560.jpg,1,9999,47,green,TBR_neu,IMDF_scanner,no,77,9999,77,3,31,TBR,two,34
neu,446.jpg,neutral_201.jpg,1,9999,34,red,TBF_neu,IMDF_scanner,no,64,9999,64,3,31,TBF,one,35
neg,312.jpg,Animals_025_h.jpg,1,72,9999,green,TBR_neg,IMDF_scanner,no,9999,42,42,2,31,TBR,one,36
neg,280.jpg,Objects_206_h.jpg,1,68,9999,green,TBR_neg,IMDF_scanner,no,9999,38,38,2,31,TBR,one,37
neu,435.jpg,neutral_188.jpg,1,9999,33,green,TBR_neu,IMDF_scanner,no,63,9999,63,3,31,TBR,one,38
neg,305.jpg,People_223_h.jpg,1,70,9999,red,TBF_neg,IMDF_scanner,no,9999,40,40,2,31,TBF,one,39
neu,166.jpg,neutral_422.jpg,1,49,9999,green,TBR_neu,IMDF_scanner,no,49,9999,19,1,31,TBR,two,40
neu,731.jpg,neutral_244.jpg,1,9999,60,red,TBF_neu,IMDF_scanner,no,90,9999,90,3,31,TBF,two,41
neg,366.jpg,1930.jpg,1,81,9999,red,TBF_neg,IMDF_scanner,no,9999,51,51,2,31,TBF,two,42
