Emotion,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neu,952.jpg,neutral_673.jpg,,92,9999,green,TBRneuFILLER,IMDF_scanner,yes,92,9999,122,5,56,TBR,9999,1
neg,981.jpg,People_133_h.jpg,,9999,93,red,TBFnegFILLER,IMDF_scanner,yes,9999,93,127,5,56,TBF,9999,2
neg,313.jpg,People_226_h.jpg,1,73,9999,red,TBF_neg,IMDF_scanner,no,9999,43,43,2,56,TBF,one,3
neu,145.jpg,neutral_125.jpg,1,43,9999,green,TBR_neu,IMDF_scanner,no,43,9999,13,1,56,TBR,one,4
neu,118.jpg,neutral_096.jpg,1,36,9999,red,TBF_neu,IMDF_scanner,no,36,9999,6,1,56,TBF,one,5
neg,916.jpg,9423.jpg,1,9999,84,red,TBF_neg,IMDF_scanner,no,9999,84,114,4,56,TBF,two,6
neu,506.jpg,neutral_532.jpg,1,9999,45,red,TBF_neu,IMDF_scanner,no,75,9999,75,3,56,TBF,one,7
neu,123.jpg,neutral_461.jpg,1,38,9999,green,TBR_neu,IMDF_scanner,no,38,9999,8,1,56,TBR,one,8
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,56,None,,9
neg,769.jpg,People_198_h.jpg,1,9999,64,red,TBF_neg,IMDF_scanner,no,9999,64,94,4,56,TBF,one,10
neg,372.jpg,2692.jpg,1,82,9999,red,TBF_neg,IMDF_scanner,no,9999,52,52,2,56,TBF,two,11
neu,166.jpg,neutral_422.jpg,1,49,9999,red,TBF_neu,IMDF_scanner,no,49,9999,19,1,56,TBF,two,12
neg,316.jpg,Faces_019_h.jpg,1,74,9999,green,TBR_neg,IMDF_scanner,no,9999,44,44,2,56,TBR,one,13
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,56,None,,14
neg,409.jpg,9630.jpg,1,90,9999,green,TBR_neg,IMDF_scanner,no,9999,60,60,2,56,TBR,two,15
neu,234.jpg,neutral_382.jpg,1,59,9999,red,TBF_neu,IMDF_scanner,no,59,9999,29,1,56,TBF,two,16
neu,151.jpg,neutral_132.jpg,1,44,9999,red,TBF_neu,IMDF_scanner,no,44,9999,14,1,56,TBF,one,17
neg,896.jpg,People_003_h.jpg,1,9999,79,red,TBF_neg,IMDF_scanner,no,9999,79,109,4,56,TBF,two,18
neg,779.jpg,Objects_022_h.jpg,1,9999,65,green,TBR_neg,IMDF_scanner,no,9999,65,95,4,56,TBR,one,19
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,56,None,,20
neu,453.jpg,neutral_588.jpg,1,9999,37,green,TBR_neu,IMDF_scanner,no,67,9999,67,3,56,TBR,one,21
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,56,None,,22
neg,373.jpg,6210.jpg,1,83,9999,red,TBF_neg,IMDF_scanner,no,9999,53,53,2,56,TBF,two,23
