Emotion,Exp_ID,NT_ID,Object,Scene,Set_ID,T_ID,color,condition,exp_ID,filler,filler_type,main_run,neg_ID,neu_ID,null_ID,pair_ID,pp_ID,repetition,think_condition,trial_count
neu,TNT_scanner,74,pingpongracket.jpg,neutral_053.jpg,,9999,red,FILLER,TNT_scanner,yes,first,first,9999,74,97,filler,44,one,NT,1
neg,TNT_scanner,75,microscope.jpg,Objects_283_hsad.jpg,,9999,green,FILLER,TNT_scanner,yes,first,first,74,999,98,filler,44,one,T,2
neg,TNT_scanner,51,binoculars01b.jpg,Animals_221_hdisgustfear.jpg,1,9999,green,T_neg,TNT_scanner,no,,first,9999,27,26,14,44,one,T,3
None,TNT_scanner,,,,1,,None,NULL,TNT_scanner,,,first,,,9999,,44,one,None,4
neg,TNT_scanner,53,calculator01.jpg,6520_people_fear.jpg,1,9999,red,NT_neg,TNT_scanner,no,,first,9999,29,28,16,44,one,NT,5
neu,TNT_scanner,32,ring01.jpg,neutral_226.jpg,1,9999,green,T_neu,TNT_scanner,no,,first,32,9999,7,7,44,one,T,6
neu,TNT_scanner,29,toothbrush03b.jpg,neutral_390.jpg,1,9999,green,T_neu,TNT_scanner,no,,first,29,9999,4,4,44,one,T,7
neg,TNT_scanner,9999,boot02b.jpg,Objects_328_hdisgust.jpg,1,51,red,NT_neg,TNT_scanner,no,,first,9999,51,74,38,44,one,NT,8
None,TNT_scanner,,,,1,,None,NULL,TNT_scanner,,,first,,,9999,,44,one,None,9
neu,TNT_scanner,30,radio02.jpg,neutral_331.jpg,1,9999,red,NT_neu,TNT_scanner,no,,first,30,9999,5,5,44,one,NT,10
neu,TNT_scanner,33,fan.jpg,neutral_706.jpg,1,9999,red,NT_neu,TNT_scanner,no,,first,33,9999,8,8,44,one,NT,11
neu,TNT_scanner,9999,binder03b.jpg,neutral_512.jpg,1,33,green,T_neu,TNT_scanner,no,,first,57,9999,56,32,44,one,T,12
neg,TNT_scanner,9999,ruler05.jpg,1201_animal_fearanddisgust.jpg,1,50,green,T_neg,TNT_scanner,no,,first,9999,50,73,37,44,one,T,13
neg,TNT_scanner,9999,plasticflower01a.jpg,6550_people_fear.jpg,1,58,red,NT_neg,TNT_scanner,no,,first,9999,58,81,45,44,one,NT,14
neu,TNT_scanner,36,chair.jpg,neutral_144.jpg,1,9999,red,NT_neu,TNT_scanner,no,,first,36,9999,11,11,44,one,NT,15
neg,TNT_scanner,57,pictureframe04.jpg,9433_people-disgust.jpg,1,9999,green,T_neg,TNT_scanner,no,,first,9999,33,32,20,44,one,T,16
None,TNT_scanner,,,,1,,None,NULL,TNT_scanner,,,first,,,9999,,44,one,None,17
neg,TNT_scanner,59,measuringtape01.jpg,Faces_363_vsad.jpg,2,9999,green,T_neg,TNT_scanner,no,,first,9999,35,34,22,44,one,T,18
neu,TNT_scanner,9999,birdie.jpg,neutral_614.jpg,2,37,green,T_neu,TNT_scanner,no,,first,61,9999,60,36,44,one,T,19
None,TNT_scanner,,,,2,,None,NULL,TNT_scanner,,,first,,,9999,,44,one,None,20
neu,TNT_scanner,9999,bow04.jpg,neutral_128.jpg,2,27,red,NT_neu,TNT_scanner,no,,first,51,9999,50,26,44,one,NT,21
