Emotion,Exp_ID,Object,Scene,Trial_ID,distractor_1,distractor_2,filler_type
neu,IMDF_memory_postscan,161.jpg,neutral_416.jpg,18,47.jpg,538.jpg,
neg,IMDF_memory_postscan,90.jpg,6555.jpg,112,802.jpg,845.jpg,
neu,IMDF_memory_postscan,506.jpg,neutral_532.jpg,75,461.jpg,450.jpg,
neu,IMDF_memory_postscan,450.jpg,neutral_276.jpg,66,435.jpg,116.jpg,
neg,IMDF_memory_postscan,313.jpg,People_226_h.jpg,43,281.jpg,312.jpg,
neg,IMDF_memory_postscan,361.jpg,People_210_h.jpg,50,917.jpg,836.jpg,
neg,IMDF_memory_postscan,926.jpg,Animals_073_h.jpg,117,779.jpg,316.jpg,
neu,IMDF_memory_postscan,48.jpg,neutral_497.jpg,72,106.jpg,234.jpg,
neg,IMDF_memory_postscan,312.jpg,Animals_025_h.jpg,42,90.jpg,281.jpg,
neg,IMDF_memory_postscan,391.jpg,blood_034.jpg,57,373.jpg,897.jpg,
neg,IMDF_memory_postscan,877.jpg,Faces_283_h.jpg,106,75.jpg,76.jpg,
neu,IMDF_memory_postscan,731.jpg,neutral_244.jpg,90,714.jpg,202.jpg,
neu,IMDF_memory_postscan,952.jpg,neutral_673.jpg,filler,957.jpg,975.jpg,middle
neg,IMDF_memory_postscan,316.jpg,Faces_019_h.jpg,44,312.jpg,245.jpg,
neu,IMDF_memory_postscan,200.jpg,neutral_198.jpg,26,544.jpg,435.jpg,
neu,IMDF_memory_postscan,20.jpg,neutral_223.jpg,25,674.jpg,675.jpg,
neg,IMDF_memory_postscan,321.jpg,Faces_302_h.jpg,47,748.jpg,769.jpg,
neg,IMDF_memory_postscan,942.jpg,H123.bmp,119,267.jpg,376.jpg,
neg,IMDF_memory_postscan,366.jpg,1930.jpg,51,884.jpg,409.jpg,
neu,IMDF_memory_postscan,116.jpg,neutral_073.jpg,5,161.jpg,132.jpg,
neu,IMDF_memory_postscan,10.jpg,neutral_001.jpg,1,170.jpg,731.jpg,
neg,IMDF_memory_postscan,79.jpg,Objects_109_h.jpg,96,942.jpg,932.jpg,
neu,IMDF_memory_postscan,49.jpg,neutral_499.jpg,73,24.jpg,123.jpg,
neg,IMDF_memory_postscan,280.jpg,Objects_206_h.jpg,38,877.jpg,900.jpg,
neu,IMDF_memory_postscan,553.jpg,neutral_145.jpg,81,453.jpg,151.jpg,
neg,IMDF_memory_postscan,920.jpg,9425.jpg,116,366.jpg,848.jpg,
neg,IMDF_memory_postscan,86.jpg,Faces_007_h.jpg,103,870.jpg,884.jpg,
neu,IMDF_memory_postscan,184.jpg,neutral_063.jpg,23,10.jpg,446.jpg,
neg,IMDF_memory_postscan,257.jpg,Objects_007_h.jpg,34,9.jpg,82.jpg,
neg,IMDF_memory_postscan,307.jpg,Animals_001_h.jpg,41,82.jpg,276.jpg,
neu,IMDF_memory_postscan,145.jpg,neutral_125.jpg,13,123.jpg,49.jpg,
neu,IMDF_memory_postscan,544.jpg,neutral_614.jpg,79,159.jpg,138.jpg,
neu,IMDF_memory_postscan,170.jpg,neutral_423.jpg,20,116.jpg,47.jpg,
neg,IMDF_memory_postscan,305.jpg,People_223_h.jpg,40,836.jpg,361.jpg,
neu,IMDF_memory_postscan,181.jpg,neutral_060.jpg,22,421.jpg,6.jpg,
neg,IMDF_memory_postscan,779.jpg,Objects_022_h.jpg,95,38.jpg,947.jpg,
neu,IMDF_memory_postscan,460.jpg,neutral_591.jpg,68,234.jpg,544.jpg,
neu,IMDF_memory_postscan,72.jpg,neutral_240.jpg,88,460.jpg,159.jpg,
neg,IMDF_memory_postscan,897.jpg,People_147_h.jpg,110,316.jpg,317.jpg,
neg,IMDF_memory_postscan,382.jpg,6312.jpg,56,317.jpg,942.jpg,
neg,IMDF_memory_postscan,353.jpg,Objects_145_h.jpg,49,376.jpg,917.jpg,
neu,IMDF_memory_postscan,50.jpg,neutral_531.jpg,74,145.jpg,24.jpg,
neu,IMDF_memory_postscan,138.jpg,neutral_119.jpg,11,50.jpg,161.jpg,
neu,IMDF_memory_postscan,196.jpg,neutral_067.jpg,24,156.jpg,50.jpg,
neg,IMDF_memory_postscan,268.jpg,Objects_088_h.jpg,36,409.jpg,321.jpg,
neu,IMDF_memory_postscan,132.jpg,neutral_585.jpg,10,476.jpg,184.jpg,
neu,IMDF_memory_postscan,45.jpg,neutral_270.jpg,65,48.jpg,130.jpg,
neu,IMDF_memory_postscan,975.jpg,neutral_707.jpg,filler,950.jpg,952.jpg,middle
neg,IMDF_memory_postscan,245.jpg,Animals_033_h.jpg,31,382.jpg,32.jpg,
neg,IMDF_memory_postscan,884.jpg,Landscapes_002_h.jpg,107,86.jpg,257.jpg,
neg,IMDF_memory_postscan,895.jpg,Objects_003_h.jpg,108,900.jpg,90.jpg,
neu,IMDF_memory_postscan,123.jpg,neutral_461.jpg,8,138.jpg,506.jpg,
neu,IMDF_memory_postscan,130.jpg,neutral_504.jpg,9,181.jpg,55.jpg,
neg,IMDF_memory_postscan,317.jpg,Faces_034_h.jpg,45,268.jpg,313.jpg,
neg,IMDF_memory_postscan,748.jpg,Animals_018_h.jpg,91,947.jpg,307.jpg,
neu,IMDF_memory_postscan,156.jpg,neutral_200.jpg,16,152.jpg,542.jpg,
neu,IMDF_memory_postscan,51.jpg,neutral_538.jpg,76,130.jpg,668.jpg,
neg,IMDF_memory_postscan,82.jpg,People_217_h.jpg,99,257.jpg,267.jpg,
neu,IMDF_memory_postscan,166.jpg,neutral_422.jpg,19,196.jpg,72.jpg,
neu,IMDF_memory_postscan,159.jpg,neutral_370.jpg,17,132.jpg,121.jpg,
neu,IMDF_memory_postscan,668.jpg,neutral_194.jpg,84,675.jpg,196.jpg,
neg,IMDF_memory_postscan,75.jpg,Animals_065_h.jpg,92,916.jpg,246.jpg,
neu,IMDF_memory_postscan,957.jpg,neutral_695.jpg,filler,975.jpg,950.jpg,last
neg,IMDF_memory_postscan,953.jpg,1050.jpg,filler,981.jpg,954.jpg,last
