Emotion,Exp_ID,Object,Scene,Trial_ID,distractor_1,distractor_2,filler_type
neu,IMDF_memory_postscan,950.jpg,neutral_261.jpg,filler,957.jpg,975.jpg,first
neg,IMDF_memory_postscan,954.jpg,People_143_h.jpg,filler,987.jpg,953.jpg,first
neg,IMDF_memory_postscan,82.jpg,People_217_h.jpg,99,317.jpg,245.jpg,
neu,IMDF_memory_postscan,159.jpg,neutral_370.jpg,17,161.jpg,45.jpg,
neg,IMDF_memory_postscan,366.jpg,1930.jpg,51,406.jpg,317.jpg,
neu,IMDF_memory_postscan,170.jpg,neutral_423.jpg,20,118.jpg,181.jpg,
neg,IMDF_memory_postscan,313.jpg,People_226_h.jpg,43,900.jpg,877.jpg,
neg,IMDF_memory_postscan,391.jpg,blood_034.jpg,57,376.jpg,25.jpg,
neu,IMDF_memory_postscan,48.jpg,neutral_497.jpg,72,6.jpg,446.jpg,
neg,IMDF_memory_postscan,779.jpg,Objects_022_h.jpg,95,895.jpg,769.jpg,
neu,IMDF_memory_postscan,196.jpg,neutral_067.jpg,24,113.jpg,173.jpg,
neg,IMDF_memory_postscan,75.jpg,Animals_065_h.jpg,92,257.jpg,382.jpg,
neg,IMDF_memory_postscan,79.jpg,Objects_109_h.jpg,96,877.jpg,920.jpg,
neu,IMDF_memory_postscan,145.jpg,neutral_125.jpg,13,130.jpg,435.jpg,
neu,IMDF_memory_postscan,116.jpg,neutral_073.jpg,5,45.jpg,118.jpg,
neg,IMDF_memory_postscan,845.jpg,Animals_013_h.jpg,101,947.jpg,280.jpg,
neg,IMDF_memory_postscan,942.jpg,H123.bmp,119,382.jpg,268.jpg,
neg,IMDF_memory_postscan,382.jpg,6312.jpg,56,917.jpg,779.jpg,
neu,IMDF_memory_postscan,151.jpg,neutral_132.jpg,14,668.jpg,544.jpg,
neu,IMDF_memory_postscan,132.jpg,neutral_585.jpg,10,41.jpg,184.jpg,
neu,IMDF_memory_postscan,731.jpg,neutral_244.jpg,90,173.jpg,156.jpg,
neg,IMDF_memory_postscan,276.jpg,Objects_125_h.jpg,37,38.jpg,305.jpg,
neg,IMDF_memory_postscan,280.jpg,Objects_206_h.jpg,38,316.jpg,267.jpg,
neg,IMDF_memory_postscan,870.jpg,Faces_041_h.jpg,105,845.jpg,76.jpg,
neu,IMDF_memory_postscan,668.jpg,neutral_194.jpg,84,152.jpg,538.jpg,
neu,IMDF_memory_postscan,184.jpg,neutral_063.jpg,23,121.jpg,450.jpg,
neg,IMDF_memory_postscan,4.jpg,Faces_274_h.jpg,58,848.jpg,276.jpg,
neg,IMDF_memory_postscan,916.jpg,9423.jpg,114,25.jpg,4.jpg,
neg,IMDF_memory_postscan,748.jpg,Animals_018_h.jpg,91,409.jpg,281.jpg,
neu,IMDF_memory_postscan,674.jpg,neutral_196.jpg,85,184.jpg,121.jpg,
neu,IMDF_memory_postscan,234.jpg,neutral_382.jpg,29,460.jpg,476.jpg,
neg,IMDF_memory_postscan,376.jpg,6211.jpg,54,932.jpg,900.jpg,
neu,IMDF_memory_postscan,51.jpg,neutral_538.jpg,76,674.jpg,138.jpg,
neu,IMDF_memory_postscan,975.jpg,neutral_707.jpg,filler,950.jpg,952.jpg,middle
neg,IMDF_memory_postscan,409.jpg,9630.jpg,60,942.jpg,38.jpg,
neu,IMDF_memory_postscan,45.jpg,neutral_270.jpg,65,20.jpg,170.jpg,
neg,IMDF_memory_postscan,900.jpg,6830.jpg,113,366.jpg,947.jpg,
neg,IMDF_memory_postscan,257.jpg,Objects_007_h.jpg,34,779.jpg,366.jpg,
neg,IMDF_memory_postscan,877.jpg,Faces_283_h.jpg,106,373.jpg,257.jpg,
neu,IMDF_memory_postscan,152.jpg,neutral_171.jpg,15,159.jpg,461.jpg,
neu,IMDF_memory_postscan,47.jpg,neutral_671.jpg,70,196.jpg,20.jpg,
neu,IMDF_memory_postscan,181.jpg,neutral_060.jpg,22,23.jpg,553.jpg,
neg,IMDF_memory_postscan,268.jpg,Objects_088_h.jpg,36,82.jpg,321.jpg,
