Emotion,Object,Scene,Set_ID,TBF_ID,TBR_ID,color,condition,exp_ID,filler,neg_ID,neu_ID,null_ID,order,pp_ID,remember_condition,repetition,trial_count
neg,981.jpg,People_133_h.jpg,,9999,93,red,TBFnegFILLER,IMDF_scanner,yes,9999,93,127,5,7,TBF,9999,1
neu,950.jpg,neutral_261.jpg,,91,9999,green,TBRneuFILLER,IMDF_scanner,yes,91,9999,121,5,7,TBR,9999,2
neg,848.jpg,Animals_060_h.jpg,1,9999,72,red,TBF_neg,IMDF_scanner,no,9999,72,102,4,7,TBF,one,3
neg,82.jpg,People_217_h.jpg,1,9999,69,red,TBF_neg,IMDF_scanner,no,9999,69,99,4,7,TBF,one,4
neg,32.jpg,Faces_172_h.jpg,1,76,9999,red,TBF_neg,IMDF_scanner,no,9999,46,46,2,7,TBF,two,5
neu,460.jpg,neutral_591.jpg,1,9999,38,green,TBR_neu,IMDF_scanner,no,68,9999,68,3,7,TBR,one,6
neg,268.jpg,Objects_088_h.jpg,1,66,9999,green,TBR_neg,IMDF_scanner,no,9999,36,36,2,7,TBR,one,7
neu,140.jpg,neutral_121.jpg,1,42,9999,green,TBR_neu,IMDF_scanner,no,42,9999,12,1,7,TBR,one,8
neg,332.jpg,Landscapes_025_h.jpg,1,78,9999,red,TBF_neg,IMDF_scanner,no,9999,48,48,2,7,TBF,two,9
neg,836.jpg,People_233_h.jpg,1,9999,70,red,TBF_neg,IMDF_scanner,no,9999,70,100,4,7,TBF,one,10
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,7,None,,11
neu,48.jpg,neutral_497.jpg,1,9999,42,red,TBF_neu,IMDF_scanner,no,72,9999,72,3,7,TBF,one,12
neg,245.jpg,Animals_033_h.jpg,1,61,9999,green,TBR_neg,IMDF_scanner,no,9999,31,31,2,7,TBR,one,13
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,7,None,,14
neu,542.jpg,neutral_568.jpg,1,9999,48,green,TBR_neu,IMDF_scanner,no,78,9999,78,3,7,TBR,two,15
neu,668.jpg,neutral_194.jpg,1,9999,54,red,TBF_neu,IMDF_scanner,no,84,9999,84,3,7,TBF,two,16
neu,202.jpg,neutral_667.jpg,1,57,9999,red,TBF_neu,IMDF_scanner,no,57,9999,27,1,7,TBF,two,17
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,7,None,,18
neu,123.jpg,neutral_461.jpg,1,38,9999,green,TBR_neu,IMDF_scanner,no,38,9999,8,1,7,TBR,one,19
neg,280.jpg,Objects_206_h.jpg,1,68,9999,red,TBF_neg,IMDF_scanner,no,9999,38,38,2,7,TBF,one,20
neu,435.jpg,neutral_188.jpg,1,9999,33,green,TBR_neu,IMDF_scanner,no,63,9999,63,3,7,TBR,one,21
neg,87.jpg,Faces_028_h.jpg,1,9999,74,green,TBR_neg,IMDF_scanner,no,9999,74,104,4,7,TBR,one,22
neg,895.jpg,Objects_003_h.jpg,1,9999,78,red,TBF_neg,IMDF_scanner,no,9999,78,108,4,7,TBF,two,23
neu,121.jpg,neutral_394.jpg,1,37,9999,green,TBR_neu,IMDF_scanner,no,37,9999,7,1,7,TBR,one,24
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,7,None,,25
neg,79.jpg,Objects_109_h.jpg,1,9999,66,green,TBR_neg,IMDF_scanner,no,9999,66,96,4,7,TBR,one,26
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,7,None,,27
neg,391.jpg,blood_034.jpg,1,87,9999,red,TBF_neg,IMDF_scanner,no,9999,57,57,2,7,TBF,two,28
neu,461.jpg,neutral_638.jpg,1,9999,39,green,TBR_neu,IMDF_scanner,no,69,9999,69,3,7,TBR,one,29
neu,674.jpg,neutral_196.jpg,1,9999,55,green,TBR_neu,IMDF_scanner,no,85,9999,85,3,7,TBR,two,30
neu,106.jpg,neutral_057.jpg,1,33,9999,red,TBF_neu,IMDF_scanner,no,33,9999,3,1,7,TBF,one,31
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,7,None,,32
neu,51.jpg,neutral_538.jpg,1,9999,46,red,TBF_neu,IMDF_scanner,no,76,9999,76,3,7,TBF,two,33
neg,86.jpg,Faces_007_h.jpg,1,9999,73,red,TBF_neg,IMDF_scanner,no,9999,73,103,4,7,TBF,one,34
neu,553.jpg,neutral_145.jpg,1,9999,51,red,TBF_neu,IMDF_scanner,no,81,9999,81,3,7,TBF,two,35
None,,,1,,,None,NULL,IMDF_scanner,,,,9999,,7,None,,36
neg,809.jpg,People_058_h.jpg,1,9999,68,green,TBR_neg,IMDF_scanner,no,9999,68,98,4,7,TBR,one,37
neu,145.jpg,neutral_125.jpg,1,43,9999,green,TBR_neu,IMDF_scanner,no,43,9999,13,1,7,TBR,one,38
neg,305.jpg,People_223_h.jpg,1,70,9999,red,TBF_neg,IMDF_scanner,no,9999,40,40,2,7,TBF,one,39
neg,376.jpg,6211.jpg,1,84,9999,green,TBR_neg,IMDF_scanner,no,9999,54,54,2,7,TBR,two,40
